date,Exchange In-House Flow (Mean)
2012-06-23,0.0
2012-06-24,0.0
2012-06-25,0.0
2012-06-26,0.0100433
2012-06-27,0.0
2012-06-28,0.01100545
2012-06-29,0.0
2012-06-30,0.0
2012-07-01,0.0
2012-07-02,0.0
2012-07-03,0.0
2012-07-04,0.0
2012-07-05,0.01017909
2012-07-06,0.0
2012-07-07,0.0
2012-07-08,0.27433333
2012-07-09,0.0
2012-07-10,0.0
2012-07-11,0.0
2012-07-12,0.01416
2012-07-13,0.00610599
2012-07-14,0.00029468
2012-07-15,0.0
2012-07-16,0.0535
2012-07-17,0.01007733
2012-07-18,0.0
2012-07-19,0.0
2012-07-20,0.0
2012-07-21,0.0
2012-07-22,2.001e-05
2012-07-23,0.0
2012-07-24,0.0
2012-07-25,0.0
2012-07-26,0.0
2012-07-27,0.2808
2012-07-28,0.0
2012-07-29,0.0
2012-07-30,0.0038
2012-07-31,0.0
2012-08-01,0.0
2012-08-02,0.0
2012-08-03,0.0
2012-08-04,0.0003
2012-08-05,0.00068
2012-08-06,4.36e-06
2012-08-07,0.0
2012-08-08,0.0
2012-08-09,0.0
2012-08-10,0.0
2012-08-11,0.05500001
2012-08-12,0.0
2012-08-13,0.0
2012-08-14,0.0005
2012-08-15,0.0
2012-08-16,0.0495
2012-08-17,0.06479865
2012-08-18,0.04172323
2012-08-19,0.32340921
2012-08-20,0.08723
2012-08-21,0.0
2012-08-22,0.02715992
2012-08-23,0.07070297
2012-08-24,0.59925
2012-08-25,0.01138644
2012-08-26,0.0
2012-08-27,0.00695389
2012-08-28,0.00043001
2012-08-29,0.00401898
2012-08-30,0.00460001
2012-08-31,0.00416
2012-09-01,0.00109722
2012-09-02,0.02496947
2012-09-03,0.00205668
2012-09-04,0.00012
2012-09-05,0.0
2012-09-06,0.04488505
2012-09-07,0.001055
2012-09-08,0.00107741
2012-09-09,0.002345
2012-09-10,0.03342091
2012-09-11,0.000315
2012-09-12,0.0009744
2012-09-13,0.00016267
2012-09-14,0.00034
2012-09-15,3.733e-05
2012-09-16,0.01413178
2012-09-17,0.0
2012-09-18,6.28338955
2012-09-19,12.52602254
2012-09-20,0.0
2012-09-21,0.02763262
2012-09-22,6.18274543
2012-09-23,8.95610845
2012-09-24,0.0
2012-09-25,0.0
2012-09-26,0.0
2012-09-27,0.00325392
2012-09-28,0.0
2012-09-29,0.0
2012-09-30,0.00027137
2012-10-01,0.1485
2012-10-02,0.00463564
2012-10-03,0.04893226
2012-10-04,4.33911346
2012-10-05,0.27767983
2012-10-06,0.05216814
2012-10-07,11.2595
2012-10-08,1.999e-05
2012-10-09,0.0327
2012-10-10,0.00182225
2012-10-11,0.01
2012-10-12,0.00134245
2012-10-13,0.0
2012-10-14,0.00310582
2012-10-15,0.23110915
2012-10-16,7.86552154
2012-10-17,7.85665922
2012-10-18,0.01004915
2012-10-19,3.17e-05
2012-10-20,0.01289373
2012-10-21,0.01020461
2012-10-22,0.00160869
2012-10-23,0.0
2012-10-24,6.23166998
2012-10-25,5.19734605
2012-10-26,9.32883386
2012-10-27,0.00012
2012-10-28,0.0
2012-10-29,0.0
2012-10-30,7.999e-05
2012-10-31,0.03332137
2012-11-01,0.00936
2012-11-02,0.00483368
2012-11-03,0.00043242
2012-11-04,0.0
2012-11-05,0.0
2012-11-06,0.00908819
2012-11-07,1.23430083
2012-11-08,0.0
2012-11-09,0.0
2012-11-10,0.0
2012-11-11,0.00017
2012-11-12,0.0
2012-11-13,0.0
2012-11-14,0.0
2012-11-15,0.0
2012-11-16,0.0295
2012-11-17,0.00052503
2012-11-18,3.582e-05
2012-11-19,0.00038802
2012-11-20,3.99e-05
2012-11-21,0.0
2012-11-22,0.12069598
2012-11-23,0.00405783
2012-11-24,0.0010358
2012-11-25,0.00284586
2012-11-26,8.48052238
2012-11-27,0.0
2012-11-28,5e-05
2012-11-29,0.00851131
2012-11-30,1.958758
2012-12-01,0.0
2012-12-02,0.0
2012-12-03,0.00103584
2012-12-04,0.0
2012-12-05,0.00380438
2012-12-06,0.0
2012-12-07,0.0
2012-12-08,0.0
2012-12-09,5.45357813
2012-12-10,0.00502193
2012-12-11,0.0
2012-12-12,0.0
2012-12-13,0.711
2012-12-14,0.00010244
2012-12-15,0.00106215
2012-12-16,15.33399984
2012-12-17,0.0
2012-12-18,0.0
2012-12-19,0.00361816
2012-12-20,0.0
2012-12-21,2e-05
2012-12-22,0.0026525
2012-12-23,0.00011401
2012-12-24,0.00558334
2012-12-25,0.00372971
2012-12-26,0.1
2012-12-27,0.05000383
2012-12-28,0.20000001
2012-12-29,0.10413241
2012-12-30,0.10006446
2012-12-31,0.07737479
2013-01-01,0.09920143
2013-01-02,0.05057526
2013-01-03,0.0
2013-01-04,0.03352807
2013-01-05,0.04956231
2013-01-06,0.05161339
2013-01-07,0.0019945
2013-01-08,0.00162751
2013-01-09,0.0
2013-01-10,0.000114
2013-01-11,0.322
2013-01-12,0.00157295
2013-01-13,0.00210168
2013-01-14,0.0004878
2013-01-15,0.00284991
2013-01-16,0.00535
2013-01-17,0.064
2013-01-18,0.25323384
2013-01-19,0.01892385
2013-01-20,0.0063946
2013-01-21,0.0
2013-01-22,4.388e-05
2013-01-23,0.04891298
2013-01-24,0.00319094
2013-01-25,5.659e-05
2013-01-26,2.865e-05
2013-01-27,0.001444
2013-01-28,3.034e-05
2013-01-29,0.0002265
2013-01-30,0.049665
2013-01-31,0.0
2013-02-01,0.01000315
2013-02-02,0.0
2013-02-03,0.0
2013-02-04,0.0
2013-02-05,4e-05
2013-02-06,0.0
2013-02-07,0.00058585
2013-02-08,6e-05
2013-02-09,0.00904714
2013-02-10,0.096704
2013-02-11,0.03567187
2013-02-12,0.015848
2013-02-13,0.0
2013-02-14,2.31e-06
2013-02-15,0.0070675
2013-02-16,0.04923461
2013-02-17,0.02799044
2013-02-18,0.00037819
2013-02-19,0.00126998
2013-02-20,0.0
2013-02-21,0.00381789
2013-02-22,0.00364912
2013-02-23,0.00097353
2013-02-24,0.02413514
2013-02-25,7.278e-05
2013-02-26,0.00250236
2013-02-27,0.00882193
2013-02-28,0.01178866
2013-03-01,0.01523427
2013-03-02,0.07371098
2013-03-03,0.08599523
2013-03-04,0.00460342
2013-03-05,0.03300523
2013-03-06,0.07078102
2013-03-07,0.07626388
2013-03-08,0.0174151
2013-03-09,0.016667
2013-03-10,0.01298833
2013-03-11,0.00183276
2013-03-12,0.00884609
2013-03-13,0.08838535
2013-03-14,0.01900815
2013-03-15,0.02127413
2013-03-16,0.00583715
2013-03-17,0.03955895
2013-03-18,0.01067221
2013-03-19,0.05521539
2013-03-20,0.00754035
2013-03-21,0.0
2013-03-22,0.01357088
2013-03-23,0.00558303
2013-03-24,0.00507765
2013-03-25,0.01612378
2013-03-26,0.07616434
2013-03-27,0.00213766
2013-03-28,0.0228738
2013-03-29,0.00969318
2013-03-30,0.01546862
2013-03-31,0.00890704
2013-04-01,0.01489644
2013-04-02,0.02383151
2013-04-03,0.0258625
2013-04-04,0.01782988
2013-04-05,0.01086764
2013-04-06,0.04382997
2013-04-07,0.04420925
2013-04-08,0.02797779
2013-04-09,0.01790426
2013-04-10,0.01570298
2013-04-11,0.00248111
2013-04-12,0.1031266
2013-04-13,0.02940206
2013-04-14,0.00557779
2013-04-15,0.01066706
2013-04-16,0.21385759
2013-04-17,0.02778345
2013-04-18,0.00745146
2013-04-19,0.04508971
2013-04-20,0.15218129
2013-04-21,0.05962295
2013-04-22,0.20655119
2013-04-23,0.03785294
2013-04-24,0.06686678
2013-04-25,0.01562761
2013-04-26,0.04524263
2013-04-27,0.11768929
2013-04-28,0.05202501
2013-04-29,0.12200032
2013-04-30,0.21292424
2013-05-01,0.06724496
2013-05-02,0.05503346
2013-05-03,0.04195079
2013-05-04,0.05521387
2013-05-05,0.15808184
2013-05-06,0.06788981
2013-05-07,0.07013173
2013-05-08,0.28945505
2013-05-09,0.0345389
2013-05-10,0.02752128
2013-05-11,0.086694
2013-05-12,0.00466948
2013-05-13,0.00171768
2013-05-14,0.00412985
2013-05-15,0.21251097
2013-05-16,0.02013978
2013-05-17,0.02068581
2013-05-18,0.0013146
2013-05-19,0.01295373
2013-05-20,0.01628408
2013-05-21,0.02974868
2013-05-22,0.00905648
2013-05-23,0.0011613
2013-05-24,0.00599948
2013-05-25,0.00344817
2013-05-26,0.00192645
2013-05-27,0.00455151
2013-05-28,0.00813588
2013-05-29,0.02281106
2013-05-30,0.00140132
2013-05-31,0.01600784
2013-06-01,0.00139323
2013-06-02,0.01383352
2013-06-03,0.02209851
2013-06-04,0.02015576
2013-06-05,0.01187503
2013-06-06,0.13870174
2013-06-07,0.0304964
2013-06-08,0.01180364
2013-06-09,0.04907028
2013-06-10,0.01629944
2013-06-11,0.04165884
2013-06-12,0.05100381
2013-06-13,0.00582839
2013-06-14,0.13889028
2013-06-15,0.00350372
2013-06-16,0.03514863
2013-06-17,0.02539499
2013-06-18,0.01229905
2013-06-19,0.01506354
2013-06-20,0.08987584
2013-06-21,0.07077735
2013-06-22,0.00756853
2013-06-23,0.03396515
2013-06-24,0.7203586
2013-06-25,0.01637137
2013-06-26,0.11982146
2013-06-27,0.00325136
2013-06-28,0.01984351
2013-06-29,0.00610631
2013-06-30,0.01034985
2013-07-01,0.02046745
2013-07-02,0.00044875
2013-07-03,0.02392038
2013-07-04,0.03682708
2013-07-05,0.01489639
2013-07-06,0.01214477
2013-07-07,0.00066644
2013-07-08,0.00617476
2013-07-09,0.09823654
2013-07-10,0.61155274
2013-07-11,0.049135
2013-07-12,0.07948654
2013-07-13,0.07820857
2013-07-14,0.01758634
2013-07-15,0.00218195
2013-07-16,0.3154982
2013-07-17,0.25433333
2013-07-18,0.19470002
2013-07-19,0.09115958
2013-07-20,0.00458621
2013-07-21,0.01073856
2013-07-22,0.04895005
2013-07-23,0.02947236
2013-07-24,0.02658744
2013-07-25,0.05723606
2013-07-26,0.04193361
2013-07-27,0.01642729
2013-07-28,0.04291016
2013-07-29,0.03172553
2013-07-30,0.29433577
2013-07-31,0.05374753
2013-08-01,0.03393805
2013-08-02,0.01605052
2013-08-03,0.71721779
2013-08-04,0.01024513
2013-08-05,0.05320862
2013-08-06,0.01098493
2013-08-07,0.02410639
2013-08-08,0.03744628
2013-08-09,0.11012974
2013-08-10,0.09427617
2013-08-11,0.02294085
2013-08-12,0.00457408
2013-08-13,0.0083056
2013-08-14,0.01715874
2013-08-15,0.02158433
2013-08-16,0.01595695
2013-08-17,0.00256688
2013-08-18,0.10034387
2013-08-19,0.0157525
2013-08-20,0.01021637
2013-08-21,0.00434246
2013-08-22,0.00821247
2013-08-23,0.03796292
2013-08-24,0.01726354
2013-08-25,0.01531731
2013-08-26,1.74730231
2013-08-27,0.01644498
2013-08-28,0.04054763
2013-08-29,0.01452804
2013-08-30,0.21504316
2013-08-31,0.03157192
2013-09-01,0.06242513
2013-09-02,0.00392566
2013-09-03,0.08378425
2013-09-04,0.00690479
2013-09-05,0.00593685
2013-09-06,0.01603364
2013-09-07,0.09924443
2013-09-08,0.0041374
2013-09-09,0.08725772
2013-09-10,0.14564729
2013-09-11,0.05011208
2013-09-12,0.03107885
2013-09-13,0.02855441
2013-09-14,0.02914036
2013-09-15,0.00633493
2013-09-16,0.34327924
2013-09-17,0.04713154
2013-09-18,3.33200696
2013-09-19,0.02720895
2013-09-20,0.01416014
2013-09-21,0.00508614
2013-09-22,0.00943843
2013-09-23,0.02514907
2013-09-24,0.01580527
2013-09-25,0.03030621
2013-09-26,0.04932634
2013-09-27,0.26203599
2013-09-28,0.47485203
2013-09-29,1.26006075
2013-09-30,0.34585047
2013-10-01,0.02765573
2013-10-02,0.01353446
2013-10-03,0.00860399
2013-10-04,0.0234883
2013-10-05,0.32254024
2013-10-06,0.00578746
2013-10-07,0.00069738
2013-10-08,3.26838806
2013-10-09,0.00810109
2013-10-10,0.0367986
2013-10-11,0.01560246
2013-10-12,0.00556311
2013-10-13,0.04947033
2013-10-14,0.0243676
2013-10-15,0.02399598
2013-10-16,0.01350318
2013-10-17,0.67789475
2013-10-18,0.60195564
2013-10-19,0.11303843
2013-10-20,0.16991589
2013-10-21,0.45360004
2013-10-22,1.56757817
2013-10-23,1.23417328
2013-10-24,2.07727168
2013-10-25,0.00333512
2013-10-26,0.02264605
2013-10-27,0.0176388
2013-10-28,0.03317576
2013-10-29,0.00980016
2013-10-30,0.11615506
2013-10-31,0.02081012
2013-11-01,0.03908284
2013-11-02,3.08805794
2013-11-03,0.15197468
2013-11-04,3.99789414
2013-11-05,31.86344459
2013-11-06,31.11234334
2013-11-07,0.45814963
2013-11-08,15.61453088
2013-11-09,0.27441259
2013-11-10,0.41370443
2013-11-11,18.40498388
2013-11-12,0.29917318
2013-11-13,0.87477969
2013-11-14,0.72363281
2013-11-15,0.72461638
2013-11-16,0.35703358
2013-11-17,1.54187972
2013-11-18,1.43038143
2013-11-19,1.04609862
2013-11-20,12.17584658
2013-11-21,0.44992098
2013-11-22,0.64716742
2013-11-23,0.73439594
2013-11-24,0.84362025
2013-11-25,0.25189529
2013-11-26,1.07373245
2013-11-27,1.05600177
2013-11-28,1.17020682
2013-11-29,0.62690148
2013-11-30,0.81424973
2013-12-01,0.83484291
2013-12-02,0.99650985
2013-12-03,1.28690906
2013-12-04,0.91191687
2013-12-05,1.83262527
2013-12-06,0.74635802
2013-12-07,1.26761647
2013-12-08,0.66201911
2013-12-09,2.25223008
2013-12-10,0.54079202
2013-12-11,1.12615424
2013-12-12,0.83984627
2013-12-13,0.59970682
2013-12-14,0.7683778
2013-12-15,0.47400081
2013-12-16,1.51501052
2013-12-17,1.48836567
2013-12-18,1.37393266
2013-12-19,0.82415201
2013-12-20,1.71778654
2013-12-21,0.57466041
2013-12-22,3.99425834
2013-12-23,11.30716864
2013-12-24,0.36830535
2013-12-25,0.78875696
2013-12-26,2.73192188
2013-12-27,0.46752984
2013-12-28,0.79921424
2013-12-29,1.19299315
2013-12-30,0.97656301
2013-12-31,0.82598925
2014-01-01,2.32808452
2014-01-02,1.67051995
2014-01-03,1.39178309
2014-01-04,0.6949103
2014-01-05,1.87999829
2014-01-06,1.91306111
2014-01-07,1.13626026
2014-01-08,2.14377891
2014-01-09,0.73548269
2014-01-10,0.73920248
2014-01-11,0.57308018
2014-01-12,0.92433679
2014-01-13,1.54091521
2014-01-14,0.78616177
2014-01-15,1.13981669
2014-01-16,0.82222098
2014-01-17,1.45593658
2014-01-18,0.48657003
2014-01-19,1.04025288
2014-01-20,1.14053443
2014-01-21,0.90319658
2014-01-22,0.85939264
2014-01-23,0.87351512
2014-01-24,0.84127379
2014-01-25,1.58621407
2014-01-26,0.96418517
2014-01-27,1.57573793
2014-01-28,0.64521835
2014-01-29,4.29312704
2014-01-30,1.23097952
2014-01-31,0.80258738
2014-02-01,0.70390491
2014-02-02,1.02212172
2014-02-03,0.76352866
2014-02-04,2.32326217
2014-02-05,0.67459167
2014-02-06,0.75779169
2014-02-07,1.91498456
2014-02-08,1.30356538
2014-02-09,2.85386417
2014-02-10,1.27097447
2014-02-11,6.3366606
2014-02-12,1.72629778
2014-02-13,1.26560252
2014-02-14,1.05297768
2014-02-15,0.65648903
2014-02-16,0.62340524
2014-02-17,0.58228135
2014-02-18,1.84168644
2014-02-19,0.72244126
2014-02-20,1.06902216
2014-02-21,1.14399535
2014-02-22,1.27159087
2014-02-23,0.82771932
2014-02-24,0.62840554
2014-02-25,1.6985309
2014-02-26,5.15007265
2014-02-27,0.66165542
2014-02-28,1.36650489
2014-03-01,0.68486699
2014-03-02,0.57824492
2014-03-03,1.12665368
2014-03-04,2.20555465
2014-03-05,3.07898773
2014-03-06,1.54439884
2014-03-07,0.42021798
2014-03-08,0.82030894
2014-03-09,0.2599375
2014-03-10,0.26721963
2014-03-11,0.92337689
2014-03-12,0.57336843
2014-03-13,0.24307049
2014-03-14,0.25647983
2014-03-15,1.43329595
2014-03-16,0.27065157
2014-03-17,1.96131459
2014-03-18,0.37681168
2014-03-19,0.45115261
2014-03-20,0.28079045
2014-03-21,0.24778126
2014-03-22,0.66248579
2014-03-23,0.6980087
2014-03-24,0.65291974
2014-03-25,0.34392638
2014-03-26,1.39599301
2014-03-27,1.54178447
2014-03-28,4.40271731
2014-03-29,0.30526468
2014-03-30,0.39796615
2014-03-31,0.38472883
2014-04-01,0.61936088
2014-04-02,0.71508398
2014-04-03,0.54730062
2014-04-04,0.36408673
2014-04-05,0.38910434
2014-04-06,0.42319342
2014-04-07,1.84839875
2014-04-08,0.52960076
2014-04-09,0.58233986
2014-04-10,0.422046
2014-04-11,0.58930895
2014-04-12,0.36991327
2014-04-13,0.33582488
2014-04-14,0.55644289
2014-04-15,1.71641763
2014-04-16,1.5167406
2014-04-17,1.23612803
2014-04-18,0.38278472
2014-04-19,0.36069999
2014-04-20,0.22853878
2014-04-21,0.14767202
2014-04-22,0.35915993
2014-04-23,1.04740494
2014-04-24,0.43109088
2014-04-25,0.88008176
2014-04-26,0.35841186
2014-04-27,0.65683133
2014-04-28,0.53879199
2014-04-29,1.54130973
2014-04-30,0.55137281
2014-05-01,0.28440123
2014-05-02,0.2259913
2014-05-03,0.21804995
2014-05-04,1.56778191
2014-05-05,0.3736965
2014-05-06,0.21727333
2014-05-07,0.94753831
2014-05-08,0.79905194
2014-05-09,0.93713134
2014-05-10,0.20588245
2014-05-11,0.22365025
2014-05-12,0.17445431
2014-05-13,0.26057246
2014-05-14,0.36472961
2014-05-15,0.47434388
2014-05-16,0.37890158
2014-05-17,0.08570447
2014-05-18,0.12744548
2014-05-19,0.19094948
2014-05-20,0.35593506
2014-05-21,0.78000568
2014-05-22,0.79766781
2014-05-23,0.42341374
2014-05-24,0.61006652
2014-05-25,0.76801866
2014-05-26,0.4946624
2014-05-27,0.429725
2014-05-28,0.34678742
2014-05-29,0.28910766
2014-05-30,0.48269802
2014-05-31,0.29232574
2014-06-01,0.7544901
2014-06-02,1.11287956
2014-06-03,0.28449018
2014-06-04,0.75500901
2014-06-05,0.4111473
2014-06-06,0.24509897
2014-06-07,0.33947868
2014-06-08,0.22248865
2014-06-09,0.29555437
2014-06-10,0.95157401
2014-06-11,0.72482637
2014-06-12,0.97082398
2014-06-13,0.585959
2014-06-14,0.69030829
2014-06-15,0.14163304
2014-06-16,0.29301139
2014-06-17,0.45003917
2014-06-18,0.60359424
2014-06-19,0.4051276
2014-06-20,0.18299177
2014-06-21,0.12477659
2014-06-22,0.17605343
2014-06-23,0.84913679
2014-06-24,0.5677896
2014-06-25,0.16263514
2014-06-26,0.23429654
2014-06-27,0.40138938
2014-06-28,0.65867656
2014-06-29,0.17259167
2014-06-30,0.54950484
2014-07-01,3.0567827
2014-07-02,0.46460398
2014-07-03,0.71480953
2014-07-04,0.40801136
2014-07-05,0.26661619
2014-07-06,0.75042693
2014-07-07,0.47294019
2014-07-08,0.47272575
2014-07-09,0.50670598
2014-07-10,0.31593656
2014-07-11,0.26856403
2014-07-12,0.21653869
2014-07-13,0.69321915
2014-07-14,0.35290942
2014-07-15,0.30918655
2014-07-16,0.39345927
2014-07-17,1.05322122
2014-07-18,0.22683158
2014-07-19,0.44586047
2014-07-20,0.25521172
2014-07-21,0.29736609
2014-07-22,0.35090375
2014-07-23,0.42027239
2014-07-24,1.30583713
2014-07-25,0.28804198
2014-07-26,0.32197138
2014-07-27,0.14874096
2014-07-28,0.31910579
2014-07-29,0.72306036
2014-07-30,0.63954205
2014-07-31,0.33063445
2014-08-01,0.58815292
2014-08-02,0.20019295
2014-08-03,0.47364679
2014-08-04,0.16352404
2014-08-05,0.2598176
2014-08-06,0.21148542
2014-08-07,0.25024808
2014-08-08,0.3937358
2014-08-09,0.49209851
2014-08-10,0.28089986
2014-08-11,0.48257056
2014-08-12,0.64058981
2014-08-13,0.42241093
2014-08-14,0.48419678
2014-08-15,0.48494615
2014-08-16,0.10284848
2014-08-17,0.3244195
2014-08-18,0.26861193
2014-08-19,0.37068923
2014-08-20,0.6336024
2014-08-21,0.62801595
2014-08-22,1.63055093
2014-08-23,0.60706586
2014-08-24,0.26425839
2014-08-25,0.36068571
2014-08-26,0.62215503
2014-08-27,0.27979352
2014-08-28,0.5191617
2014-08-29,0.45974296
2014-08-30,2.27977255
2014-08-31,1.1128653
2014-09-01,0.5153321
2014-09-02,1.13306686
2014-09-03,0.53806508
2014-09-04,0.54287982
2014-09-05,0.70331353
2014-09-06,0.14418877
2014-09-07,0.23801866
2014-09-08,0.41339435
2014-09-09,0.8764367
2014-09-10,0.49248789
2014-09-11,0.49503954
2014-09-12,1.20869406
2014-09-13,0.5289593
2014-09-14,0.50672156
2014-09-15,0.58326536
2014-09-16,0.25363453
2014-09-17,0.20575156
2014-09-18,0.56503847
2014-09-19,0.66356725
2014-09-20,2.95981148
2014-09-21,1.32349515
2014-09-22,0.53538794
2014-09-23,5.2981222
2014-09-24,0.42680264
2014-09-25,0.28637571
2014-09-26,0.54441951
2014-09-27,0.41211702
2014-09-28,0.48997269
2014-09-29,1.36675666
2014-09-30,3.585576
2014-10-01,1.09245245
2014-10-02,2.84278164
2014-10-03,11.63236647
2014-10-04,2.47085144
2014-10-05,4.27359614
2014-10-06,1.51088876
2014-10-07,0.33465958
2014-10-08,0.78631252
2014-10-09,4.79397767
2014-10-10,1.22115252
2014-10-11,0.31633874
2014-10-12,0.33520392
2014-10-13,0.31220469
2014-10-14,3.89915507
2014-10-15,0.65497296
2014-10-16,0.67695917
2014-10-17,1.03651767
2014-10-18,0.37192684
2014-10-19,0.44186249
2014-10-20,0.87879507
2014-10-21,0.88832368
2014-10-22,6.63870669
2014-10-23,0.90769684
2014-10-24,0.60363113
2014-10-25,0.66362874
2014-10-26,0.81698301
2014-10-27,1.32860603
2014-10-28,0.45092084
2014-10-29,0.40034661
2014-10-30,0.41320444
2014-10-31,1.42990041
2014-11-01,1.82297075
2014-11-02,0.42847625
2014-11-03,0.55701036
2014-11-04,1.0540083
2014-11-05,0.68153507
2014-11-06,0.87763211
2014-11-07,1.09056259
2014-11-08,0.53455335
2014-11-09,0.38835653
2014-11-10,0.99988652
2014-11-11,0.56441802
2014-11-12,1.65657405
2014-11-13,26.51558478
2014-11-14,0.2886077
2014-11-15,0.55152758
2014-11-16,0.37625086
2014-11-17,1.63879895
2014-11-18,0.96149872
2014-11-19,1.04724509
2014-11-20,1.1989779
2014-11-21,0.74159934
2014-11-22,0.94295369
2014-11-23,0.35365451
2014-11-24,0.59767365
2014-11-25,5.153349
2014-11-26,0.52923404
2014-11-27,1.84672169
2014-11-28,1.3744318
2014-11-29,4.74494577
2014-11-30,0.53195163
2014-12-01,0.72047855
2014-12-02,0.79222856
2014-12-03,5.91062789
2014-12-04,1.54053975
2014-12-05,0.72890331
2014-12-06,0.40438267
2014-12-07,1.07098482
2014-12-08,1.28942698
2014-12-09,5.27313461
2014-12-10,1.18168753
2014-12-11,1.36067449
2014-12-12,1.91439915
2014-12-13,0.72797711
2014-12-14,1.38329121
2014-12-15,0.92432508
2014-12-16,1.66465237
2014-12-17,1.6945723
2014-12-18,3.1795002
2014-12-19,0.75895538
2014-12-20,0.79292011
2014-12-21,1.28821379
2014-12-22,0.56346632
2014-12-23,0.73856606
2014-12-24,0.8014112
2014-12-25,0.37689569
2014-12-26,0.57707781
2014-12-27,0.68160215
2014-12-28,1.70119398
2014-12-29,3.65472666
2014-12-30,0.70550028
2014-12-31,2.09563832
2015-01-01,0.39872136
2015-01-02,1.00511907
2015-01-03,1.00820181
2015-01-04,1.10432856
2015-01-05,0.75371014
2015-01-06,1.93799475
2015-01-07,1.47362812
2015-01-08,1.12393053
2015-01-09,7.49587181
2015-01-10,60.91205816
2015-01-11,114.68057193
2015-01-12,56.35924451
2015-01-13,23.89299247
2015-01-14,92.59095971
2015-01-15,54.50370778
2015-01-16,24.93413842
2015-01-17,20.88410716
2015-01-18,18.63999072
2015-01-19,15.8343453
2015-01-20,12.07421676
2015-01-21,21.85784189
2015-01-22,23.88160002
2015-01-23,15.90911225
2015-01-24,26.25544951
2015-01-25,9.31436498
2015-01-26,24.38986695
2015-01-27,39.4212311
2015-01-28,296.27794913
2015-01-29,20.9177774
2015-01-30,30.93459075
2015-01-31,17.17271509
2015-02-01,7.42043229
2015-02-02,10.69875397
2015-02-03,19.11493338
2015-02-04,14.37598158
2015-02-05,19.05530726
2015-02-06,27.74489759
2015-02-07,14.96135904
2015-02-08,34.04761389
2015-02-09,21.07170018
2015-02-10,28.5199737
2015-02-11,27.68691245
2015-02-12,11.50739239
2015-02-13,14.13290599
2015-02-14,6.25157053
2015-02-15,11.63144336
2015-02-16,11.05290082
2015-02-17,9.09421694
2015-02-18,27.36549205
2015-02-19,17.12755018
2015-02-20,6.25751339
2015-02-21,2.32290525
2015-02-22,1.73460186
2015-02-23,7.43028444
2015-02-24,1.9520782
2015-02-25,3.57810272
2015-02-26,12.17172799
2015-02-27,2.8977722
2015-02-28,7.02693218
2015-03-01,8.91029442
2015-03-02,13.35580049
2015-03-03,15.74481285
2015-03-04,10.39668475
2015-03-05,11.80278213
2015-03-06,7.92960176
2015-03-07,11.14372653
2015-03-08,3.40003023
2015-03-09,4.51308887
2015-03-10,14.528971
2015-03-11,13.73291633
2015-03-12,200.70771718
2015-03-13,41.85648713
2015-03-14,5.53461857
2015-03-15,6.42478119
2015-03-16,7.31760398
2015-03-17,13.14045109
2015-03-18,20.84710552
2015-03-19,8.24634268
2015-03-20,8.19919682
2015-03-21,7.01374294
2015-03-22,7.68968819
2015-03-23,13.02491655
2015-03-24,10.94061463
2015-03-25,7.96018201
2015-03-26,14.0606082
2015-03-27,8.77287207
2015-03-28,3.32686856
2015-03-29,3.0083564
2015-03-30,7.30912147
2015-03-31,10.86168032
2015-04-01,6.51308195
2015-04-02,6.61621205
2015-04-03,3.65273984
2015-04-04,7.2844803
2015-04-05,4.57628894
2015-04-06,5.49934766
2015-04-07,4.86961423
2015-04-08,8.72789335
2015-04-09,6.56127053
2015-04-10,4.75702577
2015-04-11,4.47170768
2015-04-12,2.66880768
2015-04-13,10.05375484
2015-04-14,16.78190881
2015-04-15,24.1793966
2015-04-16,33.49627837
2015-04-17,21.49969303
2015-04-18,2.45088887
2015-04-19,3.46375027
2015-04-20,12.43273477
2015-04-21,9.75660018
2015-04-22,4.58653369
2015-04-23,8.53492671
2015-04-24,5.25658785
2015-04-25,6.02096425
2015-04-26,5.01057178
2015-04-27,9.80634724
2015-04-28,6.00731328
2015-04-29,9.6439896
2015-04-30,3.7655071
2015-05-01,11.46327497
2015-05-02,2.65324171
2015-05-03,2.93918791
2015-05-04,10.6710921
2015-05-05,5.10641642
2015-05-06,13.0650357
2015-05-07,6.64397869
2015-05-08,2.90675946
2015-05-09,5.08896414
2015-05-10,2.25329305
2015-05-11,4.09610908
2015-05-12,9.94694379
2015-05-13,14.84732549
2015-05-14,3.21549905
2015-05-15,3.55438566
2015-05-16,2.23068929
2015-05-17,2.36421567
2015-05-18,9.17278812
2015-05-19,10.4897027
2015-05-20,6.97420161
2015-05-21,13.17525136
2015-05-22,18.47556001
2015-05-23,9.15157918
2015-05-24,7.81227592
2015-05-25,10.65821832
2015-05-26,14.03464176
2015-05-27,16.41532917
2015-05-28,10.4200362
2015-05-29,15.37295158
2015-05-30,4.01733828
2015-05-31,4.0102204
2015-06-01,7.92385946
2015-06-02,11.13542475
2015-06-03,10.18546813
2015-06-04,7.59250781
2015-06-05,9.27819655
2015-06-06,2.6279946
2015-06-07,5.19101557
2015-06-08,4.55000489
2015-06-09,10.2307828
2015-06-10,4.61813744
2015-06-11,6.68836027
2015-06-12,8.48328748
2015-06-13,5.54371585
2015-06-14,3.42580338
2015-06-15,4.63260932
2015-06-16,15.1357643
2015-06-17,7.213572
2015-06-18,5.8926482
