date,Difficulty
2009-05-16,1.0
2009-05-17,1.0
2009-05-18,1.0
2009-05-19,1.0
2009-05-20,1.0
2009-05-21,1.0
2009-05-22,1.0
2009-05-23,1.0
2009-05-24,1.0
2009-05-25,1.0
2009-05-26,1.0
2009-05-27,1.0
2009-05-28,1.0
2009-05-29,1.0
2009-05-30,1.0
2009-05-31,1.0
2009-06-01,1.0
2009-06-02,1.0
2009-06-03,1.0
2009-06-04,1.0
2009-06-05,1.0
2009-06-06,1.0
2009-06-07,1.0
2009-06-08,1.0
2009-06-09,1.0
2009-06-10,1.0
2009-06-11,1.0
2009-06-12,1.0
2009-06-13,1.0
2009-06-14,1.0
2009-06-15,1.0
2009-06-16,1.0
2009-06-17,1.0
2009-06-18,1.0
2009-06-19,1.0
2009-06-20,1.0
2009-06-21,1.0
2009-06-22,1.0
2009-06-23,1.0
2009-06-24,1.0
2009-06-25,1.0
2009-06-26,1.0
2009-06-27,1.0
2009-06-28,1.0
2009-06-29,1.0
2009-06-30,1.0
2009-07-01,1.0
2009-07-02,1.0
2009-07-03,1.0
2009-07-04,1.0
2009-07-05,1.0
2009-07-06,1.0
2009-07-07,1.0
2009-07-08,1.0
2009-07-09,1.0
2009-07-10,1.0
2009-07-11,1.0
2009-07-12,1.0
2009-07-13,1.0
2009-07-14,1.0
2009-07-15,1.0
2009-07-16,1.0
2009-07-17,1.0
2009-07-18,1.0
2009-07-19,1.0
2009-07-20,1.0
2009-07-21,1.0
2009-07-22,1.0
2009-07-23,1.0
2009-07-24,1.0
2009-07-25,1.0
2009-07-26,1.0
2009-07-27,1.0
2009-07-28,1.0
2009-07-29,1.0
2009-07-30,1.0
2009-07-31,1.0
2009-08-01,1.0
2009-08-02,1.0
2009-08-03,1.0
2009-08-04,1.0
2009-08-05,1.0
2009-08-06,1.0
2009-08-07,1.0
2009-08-08,1.0
2009-08-09,1.0
2009-08-10,1.0
2009-08-11,1.0
2009-08-12,1.0
2009-08-13,1.0
2009-08-14,1.0
2009-08-15,1.0
2009-08-16,1.0
2009-08-17,1.0
2009-08-18,1.0
2009-08-19,1.0
2009-08-20,1.0
2009-08-21,1.0
2009-08-22,1.0
2009-08-23,1.0
2009-08-24,1.0
2009-08-25,1.0
2009-08-26,1.0
2009-08-27,1.0
2009-08-28,1.0
2009-08-29,1.0
2009-08-30,1.0
2009-08-31,1.0
2009-09-01,1.0
2009-09-02,1.0
2009-09-03,1.0
2009-09-04,1.0
2009-09-05,1.0
2009-09-06,1.0
2009-09-07,1.0
2009-09-08,1.0
2009-09-09,1.0
2009-09-10,1.0
2009-09-11,1.0
2009-09-12,1.0
2009-09-13,1.0
2009-09-14,1.0
2009-09-15,1.0
2009-09-16,1.0
2009-09-17,1.0
2009-09-18,1.0
2009-09-19,1.0
2009-09-20,1.0
2009-09-21,1.0
2009-09-22,1.0
2009-09-23,1.0
2009-09-24,1.0
2009-09-25,1.0
2009-09-26,1.0
2009-09-27,1.0
2009-09-28,1.0
2009-09-29,1.0
2009-09-30,1.0
2009-10-01,1.0
2009-10-02,1.0
2009-10-03,1.0
2009-10-04,1.0
2009-10-05,1.0
2009-10-06,1.0
2009-10-07,1.0
2009-10-08,1.0
2009-10-09,1.0
2009-10-10,1.0
2009-10-11,1.0
2009-10-12,1.0
2009-10-13,1.0
2009-10-14,1.0
2009-10-15,1.0
2009-10-16,1.0
2009-10-17,1.0
2009-10-18,1.0
2009-10-19,1.0
2009-10-20,1.0
2009-10-21,1.0
2009-10-22,1.0
2009-10-23,1.0
2009-10-24,1.0
2009-10-25,1.0
2009-10-26,1.0
2009-10-27,1.0
2009-10-28,1.0
2009-10-29,1.0
2009-10-30,1.0
2009-10-31,1.0
2009-11-01,1.0
2009-11-02,1.0
2009-11-03,1.0
2009-11-04,1.0
2009-11-05,1.0
2009-11-06,1.0
2009-11-07,1.0
2009-11-08,1.0
2009-11-09,1.0
2009-11-10,1.0
2009-11-11,1.0
2009-11-12,1.0
2009-11-13,1.0
2009-11-14,1.0
2009-11-15,1.0
2009-11-16,1.0
2009-11-17,1.0
2009-11-18,1.0
2009-11-19,1.0
2009-11-20,1.0
2009-11-21,1.0
2009-11-22,1.0
2009-11-23,1.0
2009-11-24,1.0
2009-11-25,1.0
2009-11-26,1.0
2009-11-27,1.0
2009-11-28,1.0
2009-11-29,1.0
2009-11-30,1.0
2009-12-01,1.0
2009-12-02,1.0
2009-12-03,1.0
2009-12-04,1.0
2009-12-05,1.0
2009-12-06,1.0
2009-12-07,1.0
2009-12-08,1.0
2009-12-09,1.0
2009-12-10,1.0
2009-12-11,1.0
2009-12-12,1.0
2009-12-13,1.0
2009-12-14,1.0
2009-12-15,1.0
2009-12-16,1.0
2009-12-17,1.0
2009-12-18,1.0
2009-12-19,1.0
2009-12-20,1.0
2009-12-21,1.0
2009-12-22,1.0
2009-12-23,1.0
2009-12-24,1.0
2009-12-25,1.0
2009-12-26,1.0
2009-12-27,1.0
2009-12-28,1.0
2009-12-29,1.0
2009-12-30,1.1245273425108704
2009-12-31,1.182899534312841
2010-01-01,1.182899534312841
2010-01-02,1.182899534312841
2010-01-03,1.182899534312841
2010-01-04,1.182899534312841
2010-01-05,1.182899534312841
2010-01-06,1.182899534312841
2010-01-07,1.182899534312841
2010-01-08,1.182899534312841
2010-01-09,1.182899534312841
2010-01-10,1.182899534312841
2010-01-11,1.1913510347535046
2010-01-12,1.305062131591525
2010-01-13,1.305062131591525
2010-01-14,1.305062131591525
2010-01-15,1.305062131591525
2010-01-16,1.305062131591525
2010-01-17,1.305062131591525
2010-01-18,1.305062131591525
2010-01-19,1.305062131591525
2010-01-20,1.305062131591525
2010-01-21,1.305062131591525
2010-01-22,1.305062131591525
2010-01-23,1.305062131591525
2010-01-24,1.305062131591525
2010-01-25,1.3232515071346125
2010-01-26,1.344224970771029
2010-01-27,1.344224970771029
2010-01-28,1.344224970771029
2010-01-29,1.344224970771029
2010-01-30,1.344224970771029
2010-01-31,1.344224970771029
2010-02-01,1.344224970771029
2010-02-02,1.344224970771029
2010-02-03,1.344224970771029
2010-02-04,1.3815159060406312
2010-02-05,1.818648536145414
2010-02-06,1.818648536145414
2010-02-07,1.818648536145414
2010-02-08,1.818648536145414
2010-02-09,1.818648536145414
2010-02-10,1.818648536145414
2010-02-11,1.818648536145414
2010-02-12,1.818648536145414
2010-02-13,1.818648536145414
2010-02-14,1.822057621140255
2010-02-15,2.527738215072359
2010-02-16,2.527738215072359
2010-02-17,2.527738215072359
2010-02-18,2.527738215072359
2010-02-19,2.527738215072359
2010-02-20,2.527738215072359
2010-02-21,2.527738215072359
2010-02-22,2.527738215072359
2010-02-23,2.527738215072359
2010-02-24,3.3120551212411926
2010-02-25,3.781179252033766
2010-02-26,3.781179252033766
2010-02-27,3.781179252033766
2010-02-28,3.781179252033766
2010-03-01,3.781179252033766
2010-03-02,3.781179252033766
2010-03-03,3.781179252033766
2010-03-04,3.781179252033766
2010-03-05,3.781179252033766
2010-03-06,3.781179252033766
2010-03-07,3.781179252033766
2010-03-08,4.48308799019633
2010-03-09,4.531081750070693
2010-03-10,4.531081750070693
2010-03-11,4.531081750070693
2010-03-12,4.531081750070693
2010-03-13,4.531081750070693
2010-03-14,4.531081750070693
2010-03-15,4.531081750070693
2010-03-16,4.531081750070693
2010-03-17,4.531081750070693
2010-03-18,4.531081750070693
2010-03-19,4.531081750070693
2010-03-20,4.531081750070693
2010-03-21,4.532199165161394
2010-03-22,4.56516291033707
2010-03-23,4.56516291033707
2010-03-24,4.56516291033707
2010-03-25,4.56516291033707
2010-03-26,4.56516291033707
2010-03-27,4.56516291033707
2010-03-28,4.56516291033707
2010-03-29,4.56516291033707
2010-03-30,4.56516291033707
2010-03-31,4.56516291033707
2010-04-01,5.307220932030078
2010-04-02,6.085476906000794
2010-04-03,6.085476906000794
2010-04-04,6.085476906000794
2010-04-05,6.085476906000794
2010-04-06,6.085476906000794
2010-04-07,6.085476906000794
2010-04-08,6.085476906000794
2010-04-09,6.085476906000794
2010-04-10,6.085476906000794
2010-04-11,6.085476906000794
2010-04-12,7.085060404622988
2010-04-13,7.819796993353832
2010-04-14,7.819796993353832
2010-04-15,7.819796993353832
2010-04-16,7.819796993353832
2010-04-17,7.819796993353832
2010-04-18,7.819796993353832
2010-04-19,7.819796993353832
2010-04-20,7.819796993353832
2010-04-21,7.98621337747074
2010-04-22,11.46431580551412
2010-04-23,11.46431580551412
2010-04-24,11.46431580551412
2010-04-25,11.46431580551412
2010-04-26,11.46431580551412
2010-04-27,11.46431580551412
2010-04-28,11.46431580551412
2010-04-29,11.46431580551412
2010-04-30,11.46431580551412
2010-05-01,11.46431580551412
2010-05-02,11.46431580551412
2010-05-03,11.46431580551412
2010-05-04,12.248395109615911
2010-05-05,12.84918314782378
2010-05-06,12.84918314782378
2010-05-07,12.84918314782378
2010-05-08,12.84918314782378
2010-05-09,12.84918314782378
2010-05-10,12.84918314782378
2010-05-11,12.84918314782378
2010-05-12,12.84918314782378
2010-05-13,12.84918314782378
2010-05-14,12.84918314782378
2010-05-15,12.84918314782378
2010-05-16,12.84918314782378
2010-05-17,12.84918314782378
2010-05-18,12.84918314782378
2010-05-19,12.408861441332482
2010-05-20,11.84622814970471
2010-05-21,11.84622814970471
2010-05-22,11.84622814970471
2010-05-23,11.84622814970471
2010-05-24,11.84622814970471
2010-05-25,11.84622814970471
2010-05-26,11.84622814970471
2010-05-27,11.84622814970471
2010-05-28,11.84622814970471
2010-05-29,13.4285318819401
2010-05-30,16.61907875185736
2010-05-31,16.61907875185736
2010-06-01,16.61907875185736
2010-06-02,16.61907875185736
2010-06-03,16.61907875185736
2010-06-04,16.61907875185736
2010-06-05,16.61907875185736
2010-06-06,16.61907875185736
2010-06-07,16.61907875185736
2010-06-08,16.61907875185736
2010-06-09,16.61907875185736
2010-06-10,16.61907875185736
2010-06-11,16.623616903085235
2010-06-12,17.38148815814011
2010-06-13,17.38148815814011
2010-06-14,17.38148815814011
2010-06-15,17.38148815814011
2010-06-16,17.38148815814011
2010-06-17,17.38148815814011
2010-06-18,17.38148815814011
2010-06-19,17.38148815814011
2010-06-20,17.38148815814011
2010-06-21,17.38148815814011
2010-06-22,17.38148815814011
2010-06-23,17.38148815814011
2010-06-24,18.29137822286435
2010-06-25,19.40479632838217
2010-06-26,19.40479632838217
2010-06-27,19.40479632838217
2010-06-28,19.40479632838217
2010-06-29,19.40479632838217
2010-06-30,19.40479632838217
2010-07-01,19.40479632838217
2010-07-02,19.40479632838217
2010-07-03,19.40479632838217
2010-07-04,19.40479632838217
2010-07-05,19.40479632838217
2010-07-06,23.13766601924746
2010-07-07,23.50125722290317
2010-07-08,23.50125722290317
2010-07-09,23.50125722290317
2010-07-10,23.50125722290317
2010-07-11,23.50125722290317
2010-07-12,23.50125722290317
2010-07-13,35.26579222859207
2010-07-14,45.38582234101263
2010-07-15,45.38582234101263
2010-07-16,62.37180337556983
2010-07-17,181.5432893640505
2010-07-18,181.5432893640505
2010-07-19,181.5432893640505
2010-07-20,181.5432893640505
2010-07-21,181.5432893640505
2010-07-22,181.5432893640505
2010-07-23,181.5432893640505
2010-07-24,181.5432893640505
2010-07-25,181.5432893640505
2010-07-26,181.5432893640505
2010-07-27,239.3053367160607
2010-07-28,244.2132230923753
2010-07-29,244.2132230923753
2010-07-30,244.2132230923753
2010-07-31,244.2132230923753
2010-08-01,244.2132230923753
2010-08-02,244.2132230923753
2010-08-03,244.2132230923753
2010-08-04,244.2132230923753
2010-08-05,259.0684505202149
2010-08-06,352.1612090680101
2010-08-07,352.1612090680101
2010-08-08,352.1612090680101
2010-08-09,352.1612090680101
2010-08-10,352.1612090680101
2010-08-11,352.1612090680101
2010-08-12,352.1612090680101
2010-08-13,352.1612090680101
2010-08-14,352.1612090680101
2010-08-15,389.943836769658
2010-08-16,511.7735342566043
2010-08-17,511.7735342566043
2010-08-18,511.7735342566043
2010-08-19,511.7735342566043
2010-08-20,511.7735342566043
2010-08-21,511.7735342566043
2010-08-22,511.7735342566043
2010-08-23,511.7735342566043
2010-08-24,511.7735342566043
2010-08-25,511.7735342566043
2010-08-26,516.5569667828468
2010-08-27,623.3869598689275
2010-08-28,623.3869598689275
2010-08-29,623.3869598689275
2010-08-30,623.3869598689275
2010-08-31,623.3869598689275
2010-09-01,623.3869598689275
2010-09-02,623.3869598689275
2010-09-03,623.3869598689275
2010-09-04,623.3869598689275
2010-09-05,623.3869598689275
2010-09-06,623.3869598689275
2010-09-07,623.3869598689275
2010-09-08,696.6125182460664
2010-09-09,712.8848645520973
2010-09-10,712.8848645520973
2010-09-11,712.8848645520973
2010-09-12,712.8848645520973
2010-09-13,712.8848645520973
2010-09-14,712.8848645520973
2010-09-15,712.8848645520973
2010-09-16,712.8848645520973
2010-09-17,712.8848645520973
2010-09-18,712.8848645520973
2010-09-19,893.3156842740697
2010-09-20,917.8307413015116
2010-09-21,917.8307413015116
2010-09-22,917.8307413015116
2010-09-23,917.8307413015116
2010-09-24,917.8307413015116
2010-09-25,917.8307413015116
2010-09-26,917.8307413015116
2010-09-27,917.8307413015116
2010-09-28,978.3347879206937
2010-09-29,1318.670050153592
2010-09-30,1318.670050153592
2010-10-01,1318.670050153592
2010-10-02,1318.670050153592
2010-10-03,1318.670050153592
2010-10-04,1318.670050153592
2010-10-05,1318.670050153592
2010-10-06,1318.670050153592
2010-10-07,1318.670050153592
2010-10-08,1318.670050153592
2010-10-09,1318.670050153592
2010-10-10,1318.670050153592
2010-10-11,1318.670050153592
2010-10-12,1363.092897421419
2010-10-13,1378.028165037326
2010-10-14,1378.028165037326
2010-10-15,1378.028165037326
2010-10-16,1378.028165037326
2010-10-17,1378.028165037326
2010-10-18,1378.028165037326
2010-10-19,1378.028165037326
2010-10-20,1378.028165037326
2010-10-21,1962.491093194452
2010-10-22,2149.021814946726
2010-10-23,2149.021814946726
2010-10-24,2149.021814946726
2010-10-25,2149.021814946726
2010-10-26,2149.021814946726
2010-10-27,2149.021814946726
2010-10-28,2149.021814946726
2010-10-29,2149.021814946726
2010-10-30,2186.431143338197
2010-10-31,3091.736890411797
2010-11-01,3091.736890411797
2010-11-02,3091.736890411797
2010-11-03,3091.736890411797
2010-11-04,3091.736890411797
2010-11-05,3091.736890411797
2010-11-06,3091.736890411797
2010-11-07,3091.736890411797
2010-11-08,3091.736890411797
2010-11-09,3670.915067642681
2010-11-10,4536.353723275037
2010-11-11,4536.353723275037
2010-11-12,4536.353723275037
2010-11-13,4536.353723275037
2010-11-14,4536.353723275037
2010-11-15,4536.353723275037
2010-11-16,4536.353723275037
2010-11-17,4536.353723275037
2010-11-18,4917.22098739684
2010-11-19,6866.898648972739
2010-11-20,6866.898648972739
2010-11-21,6866.898648972739
2010-11-22,6866.898648972739
2010-11-23,6866.898648972739
2010-11-24,6866.898648972739
2010-11-25,6866.898648972739
2010-11-26,6866.898648972739
2010-11-27,6866.898648972739
2010-11-28,6866.898648972739
2010-11-29,6866.898648972739
2010-11-30,7166.724542277776
2010-12-01,8078.195257925088
2010-12-02,8078.195257925088
2010-12-03,8078.195257925088
2010-12-04,8078.195257925088
2010-12-05,8078.195257925088
2010-12-06,8078.195257925088
2010-12-07,8078.195257925088
2010-12-08,8078.195257925088
2010-12-09,8227.928154873945
2010-12-10,12251.9997603745
2010-12-11,12251.9997603745
2010-12-12,12251.9997603745
2010-12-13,12251.9997603745
2010-12-14,12251.9997603745
2010-12-15,12251.9997603745
2010-12-16,12251.9997603745
2010-12-17,12251.9997603745
2010-12-18,12251.9997603745
2010-12-19,12251.9997603745
2010-12-20,12251.9997603745
2010-12-21,12606.85637897131
2010-12-22,14484.1623612254
2010-12-23,14484.1623612254
2010-12-24,14484.1623612254
2010-12-25,14484.1623612254
2010-12-26,14484.1623612254
2010-12-27,14484.1623612254
2010-12-28,14484.1623612254
2010-12-29,14484.1623612254
2010-12-30,14484.1623612254
2010-12-31,14484.1623612254
2011-01-01,14484.1623612254
2011-01-02,14484.1623612254
2011-01-03,15910.044069112751
2011-01-04,16307.42093852398
2011-01-05,16307.42093852398
2011-01-06,16307.42093852398
2011-01-07,16307.42093852398
2011-01-08,16307.42093852398
2011-01-09,16307.42093852398
2011-01-10,16307.42093852398
2011-01-11,16307.42093852398
2011-01-12,16307.42093852398
2011-01-13,16307.42093852398
2011-01-14,16307.42093852398
2011-01-15,17202.9288871889
2011-01-16,18437.64439216629
2011-01-17,18437.64439216629
2011-01-18,18437.64439216629
2011-01-19,18437.64439216629
2011-01-20,18437.64439216629
2011-01-21,18437.64439216629
2011-01-22,18437.64439216629
2011-01-23,18437.64439216629
2011-01-24,18437.64439216629
2011-01-25,18437.64439216629
2011-01-26,18437.64439216629
2011-01-27,20537.80234784
2011-01-28,22012.38133799388
2011-01-29,22012.38133799388
2011-01-30,22012.38133799388
2011-01-31,22012.38133799388
2011-02-01,22012.38133799388
2011-02-02,22012.38133799388
2011-02-03,22012.38133799388
2011-02-04,22012.38133799388
2011-02-05,22012.38133799388
2011-02-06,22012.38133799388
2011-02-07,22012.38133799388
2011-02-08,25001.505281109286
2011-02-09,25997.87992881442
2011-02-10,25997.87992881442
2011-02-11,25997.87992881442
2011-02-12,25997.87992881442
2011-02-13,25997.87992881442
2011-02-14,25997.87992881442
2011-02-15,25997.87992881442
2011-02-16,25997.87992881442
2011-02-17,25997.87992881442
2011-02-18,34091.130624034966
2011-02-19,36459.88692507513
2011-02-20,36459.88692507513
2011-02-21,36459.88692507513
2011-02-22,36459.88692507513
2011-02-23,36459.88692507513
2011-02-24,36459.88692507513
2011-02-25,36459.88692507513
2011-02-26,36459.88692507513
2011-02-27,44848.70060782885
2011-02-28,55589.51812686866
2011-03-01,55589.51812686866
2011-03-02,55589.51812686866
2011-03-03,55589.51812686866
2011-03-04,55589.51812686866
2011-03-05,55589.51812686866
2011-03-06,55589.51812686866
2011-03-07,55589.51812686866
2011-03-08,55589.51812686866
2011-03-09,62671.834171465394
2011-03-10,76192.61934751371
2011-03-11,76192.61934751371
2011-03-12,76192.61934751371
2011-03-13,76192.61934751371
2011-03-14,76192.61934751371
2011-03-15,76192.61934751371
2011-03-16,76192.61934751371
2011-03-17,76192.61934751371
2011-03-18,76192.61934751371
2011-03-19,76192.61934751371
2011-03-20,76192.61934751371
2011-03-21,76192.61934751371
2011-03-22,76192.61934751371
2011-03-23,76192.61934751371
2011-03-24,76192.61934751371
2011-03-25,69603.34833402208
2011-03-26,68977.78463020959
2011-03-27,68977.78463020959
2011-03-28,68977.78463020959
2011-03-29,68977.78463020959
2011-03-30,68977.78463020959
2011-03-31,68977.78463020959
2011-04-01,68977.78463020959
2011-04-02,68977.78463020959
2011-04-03,68977.78463020959
2011-04-04,68977.78463020959
2011-04-05,69942.47552071782
2011-04-06,82345.64411296662
2011-04-07,82345.64411296662
2011-04-08,82345.64411296662
2011-04-09,82345.64411296662
2011-04-10,82345.64411296662
2011-04-11,82345.64411296662
2011-04-12,82345.64411296662
2011-04-13,82345.64411296662
2011-04-14,82345.64411296662
2011-04-15,82345.64411296662
2011-04-16,82345.64411296662
2011-04-17,82345.64411296662
2011-04-18,89441.61991099638
2011-04-19,92347.59095209428
2011-04-20,92347.59095209428
2011-04-21,92347.59095209428
2011-04-22,92347.59095209428
2011-04-23,92347.59095209428
2011-04-24,92347.59095209428
2011-04-25,92347.59095209428
2011-04-26,92347.59095209428
2011-04-27,92347.59095209428
2011-04-28,92347.59095209428
2011-04-29,92347.59095209428
2011-04-30,107653.75270259152
2011-05-01,109670.1332924774
2011-05-02,109670.1332924774
2011-05-03,109670.1332924774
2011-05-04,109670.1332924774
2011-05-05,109670.1332924774
2011-05-06,109670.1332924774
2011-05-07,109670.1332924774
2011-05-08,109670.1332924774
2011-05-09,115463.61357692916
2011-05-10,157416.4018436489
2011-05-11,157416.4018436489
2011-05-12,157416.4018436489
2011-05-13,157416.4018436489
2011-05-14,157416.4018436489
2011-05-15,157416.4018436489
2011-05-16,157416.4018436489
2011-05-17,157416.4018436489
2011-05-18,162533.87913816865
2011-05-19,244112.4877743364
2011-05-20,244112.4877743364
2011-05-21,244112.4877743364
2011-05-22,244112.4877743364
2011-05-23,244112.4877743364
2011-05-24,244112.4877743364
2011-05-25,244112.4877743364
2011-05-26,277625.1803526173
2011-05-27,434877.0455276276
2011-05-28,434877.0455276276
2011-05-29,434877.0455276276
2011-05-30,434877.0455276276
2011-05-31,434877.0455276276
2011-06-01,434877.0455276276
2011-06-02,434877.0455276276
2011-06-03,434877.0455276276
2011-06-04,434877.0455276276
2011-06-05,434877.0455276276
2011-06-06,484311.149232465
2011-06-07,567269.530162422
2011-06-08,567269.530162422
2011-06-09,567269.530162422
2011-06-10,567269.530162422
2011-06-11,567269.530162422
2011-06-12,567269.530162422
2011-06-13,567269.530162422
2011-06-14,567269.530162422
2011-06-15,688257.562439381
2011-06-16,876954.4935135372
2011-06-17,876954.4935135372
2011-06-18,876954.4935135372
2011-06-19,876954.4935135372
2011-06-20,876954.4935135372
2011-06-21,876954.4935135372
2011-06-22,876954.4935135372
2011-06-23,876954.4935135372
2011-06-24,1067618.8415070202
2011-06-25,1379192.288228078
2011-06-26,1379192.288228078
2011-06-27,1379192.288228078
2011-06-28,1379192.288228078
2011-06-29,1379192.288228078
2011-06-30,1379192.288228078
2011-07-01,1379192.288228078
2011-07-02,1379192.288228078
2011-07-03,1379192.288228078
2011-07-04,1379192.288228078
2011-07-05,1379192.288228078
2011-07-06,1406123.6339696534
2011-07-07,1563027.996116223
2011-07-08,1563027.996116223
2011-07-09,1563027.996116223
2011-07-10,1563027.996116223
2011-07-11,1563027.996116223
2011-07-12,1563027.996116223
2011-07-13,1563027.996116223
2011-07-14,1563027.996116223
2011-07-15,1563027.996116223
2011-07-16,1563027.996116223
2011-07-17,1563027.996116223
2011-07-18,1563027.996116223
2011-07-19,1583738.978929828
2011-07-20,1690895.803052393
2011-07-21,1690895.803052393
2011-07-22,1690895.803052393
2011-07-23,1690895.803052393
2011-07-24,1690895.803052393
2011-07-25,1690895.803052393
2011-07-26,1690895.803052393
2011-07-27,1690895.803052393
2011-07-28,1690895.803052393
2011-07-29,1690895.803052393
2011-07-30,1690895.803052393
2011-07-31,1690895.803052393
2011-08-01,1807231.6668291416
2011-08-02,1888786.705353048
2011-08-03,1888786.705353048
2011-08-04,1888786.705353048
2011-08-05,1888786.705353048
2011-08-06,1888786.705353048
2011-08-07,1888786.705353048
2011-08-08,1888786.705353048
2011-08-09,1888786.705353048
2011-08-10,1888786.705353048
2011-08-11,1888786.705353048
2011-08-12,1888786.705353048
2011-08-13,1888786.705353048
2011-08-14,1888786.705353048
2011-08-15,1887498.552342825
2011-08-16,1805700.836193673
2011-08-17,1805700.836193673
2011-08-18,1805700.836193673
2011-08-19,1805700.836193673
2011-08-20,1805700.836193673
2011-08-21,1805700.836193673
2011-08-22,1805700.836193673
2011-08-23,1805700.836193673
2011-08-24,1805700.836193673
2011-08-25,1805700.836193673
2011-08-26,1805700.836193673
2011-08-27,1805700.836193673
2011-08-28,1805700.836193673
2011-08-29,1805700.836193673
2011-08-30,1783130.2211616144
2011-08-31,1777774.482001465
2011-09-01,1777774.482001465
2011-09-02,1777774.482001465
2011-09-03,1777774.482001465
2011-09-04,1777774.482001465
2011-09-05,1777774.482001465
2011-09-06,1777774.482001465
2011-09-07,1777774.482001465
2011-09-08,1777774.482001465
2011-09-09,1777774.482001465
2011-09-10,1777774.482001465
2011-09-11,1777774.482001465
2011-09-12,1777774.482001465
2011-09-13,1765183.4050027258
2011-09-14,1755425.320328703
2011-09-15,1755425.320328703
2011-09-16,1755425.320328703
2011-09-17,1755425.320328703
2011-09-18,1755425.320328703
2011-09-19,1755425.320328703
2011-09-20,1755425.320328703
2011-09-21,1755425.320328703
2011-09-22,1755425.320328703
2011-09-23,1755425.320328703
2011-09-24,1755425.320328703
2011-09-25,1755425.320328703
2011-09-26,1755425.320328703
2011-09-27,1753437.6236149706
2011-09-28,1689334.404597101
2011-09-29,1689334.404597101
2011-09-30,1689334.404597101
2011-10-01,1689334.404597101
2011-10-02,1689334.404597101
2011-10-03,1689334.404597101
2011-10-04,1689334.404597101
2011-10-05,1689334.404597101
2011-10-06,1689334.404597101
2011-10-07,1689334.404597101
2011-10-08,1689334.404597101
2011-10-09,1689334.404597101
2011-10-10,1689334.404597101
2011-10-11,1689334.404597101
2011-10-12,1689334.404597101
2011-10-13,1689334.404597101
2011-10-14,1479331.9224843842
2011-10-15,1468195.427220831
2011-10-16,1468195.427220831
2011-10-17,1468195.427220831
2011-10-18,1468195.427220831
2011-10-19,1468195.427220831
2011-10-20,1468195.427220831
2011-10-21,1468195.427220831
2011-10-22,1468195.427220831
2011-10-23,1468195.427220831
2011-10-24,1468195.427220831
2011-10-25,1468195.427220831
2011-10-26,1468195.427220831
2011-10-27,1468195.427220831
