date,Miner Outflow (Total)
2010-03-29,1750.0
2010-03-30,150.0
2010-03-31,0.0
2010-04-01,400.0
2010-04-02,750.0
2010-04-03,600.0
2010-04-04,1850.26
2010-04-05,6904.0
2010-04-06,2275.37
2010-04-07,4403.11
2010-04-08,100.0
2010-04-09,5389.72
2010-04-10,11800.12
2010-04-11,5315.05
2010-04-12,17677.0
2010-04-13,249.99
2010-04-14,2582.32
2010-04-15,37448.75
2010-04-16,7561.55
2010-04-17,2658.78
2010-04-18,3622.0
2010-04-19,11441.62
2010-04-20,6163.0
2010-04-21,5320.01
2010-04-22,350.0
2010-04-23,1024.1
2010-04-24,860.0
2010-04-25,3900.0
2010-04-26,7154.9
2010-04-27,852.0
2010-04-28,856.1
2010-04-29,1695.0
2010-04-30,23150.0
2010-05-01,1900.0
2010-05-02,400.0
2010-05-03,6451.0
2010-05-04,12720.01
2010-05-05,12382.7
2010-05-06,12100.01
2010-05-07,16750.0
2010-05-08,11550.0
2010-05-09,2875.0
2010-05-10,4950.06
2010-05-11,650.1
2010-05-12,4390.11
2010-05-13,3702.0
2010-05-14,9486.92
2010-05-15,2052.64
2010-05-16,350.0
2010-05-17,3950.0
2010-05-18,2850.0
2010-05-19,4303.91
2010-05-20,901.0
2010-05-21,2901.0
2010-05-22,14696.28
2010-05-23,4950.0
2010-05-24,3051.0
2010-05-25,4000.0
2010-05-26,8506.5
2010-05-27,5100.0
2010-05-28,23747.76
2010-05-29,3700.0
2010-05-30,1800.0
2010-05-31,3743.34
2010-06-01,4236.59
2010-06-02,2330.41
2010-06-03,4850.0
2010-06-04,31627.35
2010-06-05,2500.0
2010-06-06,4500.0
2010-06-07,21749.8
2010-06-08,5850.0
2010-06-09,11090.0
2010-06-10,1452.1
2010-06-11,3467.0
2010-06-12,2763.01
2010-06-13,3660.0
2010-06-14,6606.01
2010-06-15,3799.99
2010-06-16,3150.0
2010-06-17,6025.94
2010-06-18,2100.0
2010-06-19,2863.01
2010-06-20,4755.0
2010-06-21,2220.0
2010-06-22,2750.95
2010-06-23,2335.0
2010-06-24,3651.0
2010-06-25,1500.0
2010-06-26,3069.37
2010-06-27,3299.0
2010-06-28,2100.0
2010-06-29,15590.0
2010-06-30,44361.37
2010-07-01,5033.31
2010-07-02,18896.5
2010-07-03,1009.0
2010-07-04,12350.0
2010-07-05,4030.0
2010-07-06,7500.0
2010-07-07,10316.66
2010-07-08,3115.0
2010-07-09,2247.0
2010-07-10,6650.0
2010-07-11,9600.0
2010-07-12,21128.6
2010-07-13,20784.12
2010-07-14,6840.44
2010-07-15,8651.37
2010-07-16,13480.14
2010-07-17,11871.02
2010-07-18,8416.83
2010-07-19,20530.38
2010-07-20,5811.19
2010-07-21,7975.27
2010-07-22,4589.27
2010-07-23,8795.43
2010-07-24,32744.14
2010-07-25,15526.33
2010-07-26,56870.91
2010-07-27,9241.03
2010-07-28,6727.89
2010-07-29,744.88
2010-07-30,7235.69
2010-07-31,7522.11
2010-08-01,8544.36
2010-08-02,8208.3
2010-08-03,13405.37
2010-08-04,8085.76
2010-08-05,7580.23
2010-08-06,5532.61
2010-08-07,9995.22
2010-08-08,6221.11
2010-08-09,9215.43
2010-08-10,6010.01
2010-08-11,15505.98
2010-08-12,3343.94
2010-08-13,9652.68
2010-08-14,5905.0
2010-08-15,9304.72
2010-08-16,8335.59
2010-08-17,2949.99
2010-08-18,9761.37
2010-08-19,3863.6
2010-08-20,9221.55
2010-08-21,14978.91
2010-08-22,8850.84
2010-08-23,8780.27
2010-08-24,7264.64
2010-08-25,3869.36
2010-08-26,5609.07
2010-08-27,7201.6
2010-08-28,6431.8
2010-08-29,3233.01
2010-08-30,8226.8400005
2010-08-31,22925.8800001
2010-09-01,5401.9900004
2010-09-02,9151.4100001
2010-09-03,7785.56
2010-09-04,12500.1
2010-09-05,16368.01
2010-09-06,9798.2300001
2010-09-07,8916.99
2010-09-08,4423.5300003
2010-09-09,4460.7100002
2010-09-10,3405.549998
2010-09-11,3456.14
2010-09-12,11530.3000003
2010-09-13,8702.93
2010-09-14,7856.53
2010-09-15,12039.07
2010-09-16,8125.37
2010-09-17,29200.06
2010-09-18,15655.16
2010-09-19,12991.15960352
2010-09-20,9304.59
2010-09-21,7409.4800001
2010-09-22,6282.52
2010-09-23,13566.15
2010-09-24,6552.0
2010-09-25,6550.52
2010-09-26,5000.0
2010-09-27,23162.9
2010-09-28,11947.9500001
2010-09-29,6212.35
2010-09-30,7419.02
2010-10-01,26360.85
2010-10-02,14101.38
2010-10-03,4016.12776615
2010-10-04,22680.00000099
2010-10-05,62814.2700001
2010-10-06,6185.21000099
2010-10-07,17852.2
2010-10-08,29208.81
2010-10-09,11786.76
2010-10-10,23173.36
2010-10-11,8487.10000109
2010-10-12,11942.27
2010-10-13,23791.36
2010-10-14,10000.0
2010-10-15,50292.0
2010-10-16,23905.0
2010-10-17,6812.79
2010-10-18,18518.7
2010-10-19,5022.38
2010-10-20,7509.93
2010-10-21,12993.21776615
2010-10-22,4058.0
2010-10-23,8000.0
2010-10-24,11984.9
2010-10-25,5306.52
2010-10-26,7573.88
2010-10-27,14005.94
2010-10-28,21204.71
2010-10-29,14563.29
2010-10-30,13618.11
2010-10-31,8349.29
2010-11-01,6750.07
2010-11-02,9246.0
2010-11-03,11083.95
2010-11-04,11633.52
2010-11-05,10764.96
2010-11-06,62055.2
2010-11-07,13051.17
2010-11-08,60552.02
2010-11-09,9821.17
2010-11-10,5574.1
2010-11-11,6596.0
2010-11-12,6050.95
2010-11-13,10090.78
2010-11-14,21181.02
2010-11-15,11398.2
2010-11-16,10421.36
2010-11-17,9700.0
2010-11-18,11888.43
2010-11-19,7928.47
2010-11-20,3300.01
2010-11-21,2810.87
2010-11-22,6840.05
2010-11-23,13199.8
2010-11-24,8722.55
2010-11-25,8609.44
2010-11-26,6695.91
2010-11-27,8066.87
2010-11-28,2071.35
2010-11-29,11125.49
2010-11-30,6423.07
2010-12-01,18079.14
2010-12-02,19309.59
2010-12-03,15329.77
2010-12-04,14112.32313931
2010-12-05,5766.55
2010-12-06,4081.83944146
2010-12-07,19430.36
2010-12-08,6970.06
2010-12-09,8090.04264392
2010-12-10,3313.17
2010-12-11,7455.7322833
2010-12-12,6614.89247706
2010-12-13,36555.57264283
2010-12-14,5443.30760751
2010-12-15,4113.49
2010-12-16,9702.43379833
2010-12-17,5745.65498822
2010-12-18,3230.7
2010-12-19,11963.82
2010-12-20,16048.59699317
2010-12-21,31295.99564519
2010-12-22,14694.24743052
2010-12-23,1999.05
2010-12-24,2154.00821716
2010-12-25,4742.24743052
2010-12-26,6378.5
2010-12-27,8575.94478515
2010-12-28,4286.07
2010-12-29,21878.71574567
2010-12-30,7731.11178162
2010-12-31,2636.19129091
2011-01-01,5143.27
2011-01-02,7491.08266554
2011-01-03,6713.05982468
2011-01-04,3801.88
2011-01-05,15122.31078993
2011-01-06,8570.00199995
2011-01-07,7501.83152517
2011-01-08,15759.11765433
2011-01-09,6926.89
2011-01-10,3983.84048576
2011-01-11,30297.46152517
2011-01-12,7556.6606039
2011-01-13,29056.22493887
2011-01-14,20517.57493887
2011-01-15,5896.21542463
2011-01-16,7645.64118522
2011-01-17,3285.53498112
2011-01-18,15116.1880748
2011-01-19,5768.02763183
2011-01-20,5360.27
2011-01-21,7274.68336314
2011-01-22,13997.64054487
2011-01-23,13325.3454456
2011-01-24,9386.35954495
2011-01-25,9670.7
2011-01-26,14741.74
2011-01-27,7964.45905919
2011-01-28,10581.15
2011-01-29,18917.97
2011-01-30,9373.93108788
2011-01-31,15256.59
2011-02-01,23887.47108788
2011-02-02,6635.48
2011-02-03,4742.68000999
2011-02-04,10720.90412798
2011-02-05,22416.874505
2011-02-06,14200.78
2011-02-07,16753.44826263
2011-02-08,4043.48312083
2011-02-09,13062.61746447
2011-02-10,12013.70541728
2011-02-11,16829.01218539
2011-02-12,11591.96186934
2011-02-13,17732.76817975
2011-02-14,31199.54
2011-02-15,9243.34346193
2011-02-16,10291.47346193
2011-02-17,6124.49
2011-02-18,17206.84368959
2011-02-19,7273.69
2011-02-20,6911.42
2011-02-21,7721.59
2011-02-22,6357.38546822
2011-02-23,10119.49
2011-02-24,12988.14048576
2011-02-25,17330.43
2011-02-26,19287.12049575
2011-02-27,12890.98048576
2011-02-28,36641.13785377
2011-03-01,202254.29785377
2011-03-02,11327.7285
2011-03-03,7092.1004
2011-03-04,8959.7902
2011-03-05,22953.53250001
2011-03-06,14278.8834
2011-03-07,12900.71567489
2011-03-08,7326.27
2011-03-09,7432.50973746
2011-03-10,6027.28649295
2011-03-11,7131.8058362
2011-03-12,6442.85925556
2011-03-13,5741.75039999
2011-03-14,20191.07360478
2011-03-15,5625.4729
2011-03-16,15489.34357413
2011-03-17,6520.75
2011-03-18,15325.88089294
2011-03-19,6472.28
2011-03-20,5436.64217414
2011-03-21,6585.15189295
2011-03-22,6088.5605
2011-03-23,7702.92858576
2011-03-24,25125.8423123
2011-03-25,10029.52936612
2011-03-26,22771.48255964
2011-03-27,9970.72
2011-03-28,13752.59
2011-03-29,8869.16765432
2011-03-30,7374.3009
2011-03-31,11391.66623744
2011-04-01,6847.87440704
2011-04-02,5360.72
2011-04-03,5561.89000002
2011-04-04,16654.1508075
2011-04-05,11255.02271863
2011-04-06,9377.24143136
2011-04-07,10117.0992
2011-04-08,8778.3576712
2011-04-09,6787.0001
2011-04-10,7370.438
2011-04-11,14553.53723277
2011-04-12,21471.55484905
2011-04-13,23290.67246078
2011-04-14,11124.9905
2011-04-15,16635.80309999
2011-04-16,11757.48894348
2011-04-17,8983.0275
2011-04-18,17386.6467617
2011-04-19,9990.97048576
2011-04-20,99953.74097152
2011-04-21,6145.55345
2011-04-22,10860.0401
2011-04-23,25582.7749338
2011-04-24,9479.18217686
2011-04-25,11634.37177198
2011-04-26,10243.84540606
2011-04-27,18821.05239606
2011-04-28,19726.0258136
2011-04-29,22588.04622962
2011-04-30,17114.39930533
2011-05-01,15791.95427098
2011-05-02,18029.31992439
2011-05-03,11742.85187724
2011-05-04,28990.42217194
2011-05-05,14185.13464916
2011-05-06,10672.40059412
2011-05-07,29669.28970026
2011-05-08,8919.62253929
2011-05-09,12462.57208433
2011-05-10,23717.75297801
2011-05-11,21682.37183677
2011-05-12,63015.02722109
2011-05-13,18420.60594517
2011-05-14,16364.34526589
2011-05-15,12871.43227411
2011-05-16,18349.82949844
2011-05-17,14815.11834962
2011-05-18,20348.5899982
2011-05-19,13935.572727
2011-05-20,18270.43677834
2011-05-21,15247.3961718
2011-05-22,11644.22719482
2011-05-23,24794.02169922
2011-05-24,24243.53312487
2011-05-25,20662.25033298
2011-05-26,21651.38866936
2011-05-27,12902.74023766
2011-05-28,10882.58170484
2011-05-29,9275.82542587
2011-05-30,18636.75703268
2011-05-31,11965.2922069
2011-06-01,11726.49896797
2011-06-02,24759.29156044
2011-06-03,54411.45828957
2011-06-04,14855.44548955
2011-06-05,42327.90911991
2011-06-06,20275.95193611
2011-06-07,18684.17520039
2011-06-08,26682.34945772
2011-06-09,24534.77083217
2011-06-10,29654.31369345
2011-06-11,51080.47656104
2011-06-12,23000.48686694
2011-06-13,43638.66329402
2011-06-14,88532.93182897
2011-06-15,37908.68523543
2011-06-16,54503.78800262
2011-06-17,16344.24092253
2011-06-18,9626.66725259
2011-06-19,466364.77324835
2011-06-20,20687.67621769
2011-06-21,18747.41583427
2011-06-22,14859.32569352
2011-06-23,12768.30278266
2011-06-24,26265.19033325
2011-06-25,12850.92458643
2011-06-26,15253.02467895
2011-06-27,25593.4959454
2011-06-28,24445.78324077
2011-06-29,21281.84562063
2011-06-30,22276.30536459
2011-07-01,19661.99966972
2011-07-02,13507.40283503
2011-07-03,16940.5373345
2011-07-04,21745.88209427
2011-07-05,24716.25623934
2011-07-06,24540.49791813
2011-07-07,12708.95564174
2011-07-08,15318.22246849
2011-07-09,13659.39320752
2011-07-10,14368.1230709
2011-07-11,18533.29184834
2011-07-12,13350.53491905
2011-07-13,15739.84003381
2011-07-14,16022.84428428
2011-07-15,12972.39351322
2011-07-16,13192.8772385
2011-07-17,16110.51948374
2011-07-18,480588.24482707
2011-07-19,15565.86370261
2011-07-20,15617.79024748
2011-07-21,17280.1411152
2011-07-22,18977.58191431
2011-07-23,15344.35973622
2011-07-24,12870.78501809
2011-07-25,15579.45685407
2011-07-26,17065.98907169
2011-07-27,22981.25250899
2011-07-28,15059.12133062
2011-07-29,35642.03545541
2011-07-30,15514.96744945
2011-07-31,17768.69360195
2011-08-01,19266.30883949
2011-08-02,22468.46818868
2011-08-03,23498.61612624
2011-08-04,19655.12370009
2011-08-05,43494.01868099
2011-08-06,19882.28551077
2011-08-07,35414.7407121
2011-08-08,17611.7964635
2011-08-09,17853.07190034
2011-08-10,18073.7035197
2011-08-11,14489.88131989
2011-08-12,18102.9390256
2011-08-13,14339.45690155
2011-08-14,15480.47187768
2011-08-15,14015.68016187
2011-08-16,15239.73245321
2011-08-17,57033.06345504
2011-08-18,17903.98416019
2011-08-19,19687.07531797
2011-08-20,13876.88342316
2011-08-21,14160.91706426
2011-08-22,16819.30130063
2011-08-23,15151.35147981
2011-08-24,18343.30230911
2011-08-25,25404.07255372
2011-08-26,32234.44052385
2011-08-27,177963.45678518
2011-08-28,14756.72708575
2011-08-29,14096.85178984
2011-08-30,16971.73033337
2011-08-31,17917.62438307
2011-09-01,20040.09619423
2011-09-02,16131.76973261
2011-09-03,14100.33896114
2011-09-04,40014.54455173
2011-09-05,20151.98625763
2011-09-06,23852.34926961
2011-09-07,73723.25239355
2011-09-08,19477.4449576
2011-09-09,73142.79606699
2011-09-10,28720.33604052
2011-09-11,16920.38587633
2011-09-12,40501.1561469
2011-09-13,19929.71475371
2011-09-14,27675.24846238
2011-09-15,20159.95589792
2011-09-16,25836.78051885
2011-09-17,19534.5976984
2011-09-18,19057.82023079
2011-09-19,21487.1853024
2011-09-20,19530.73263729
2011-09-21,18193.10926814
2011-09-22,19369.16423968
2011-09-23,23492.5369239
2011-09-24,15357.78193871
2011-09-25,16118.2262687
2011-09-26,15332.65058155
2011-09-27,23554.58288221
2011-09-28,17019.67973253
2011-09-29,15339.89929069
2011-09-30,21829.86886207
2011-10-01,49232.04868904
2011-10-02,19357.8171275
2011-10-03,19729.65704118
2011-10-04,14935.54850317
2011-10-05,17686.29789326
2011-10-06,39896.2750489
2011-10-07,35129.60127183
2011-10-08,24497.17857287
2011-10-09,24945.10758649
2011-10-10,25193.69556635
2011-10-11,23012.55162695
2011-10-12,20020.33984184
2011-10-13,18806.66179552
2011-10-14,18902.40290217
2011-10-15,26093.02928572
2011-10-16,23162.0769838
2011-10-17,27252.36718244
2011-10-18,37365.49078671
2011-10-19,33561.40145657
2011-10-20,35678.31165613
2011-10-21,41709.57996531
2011-10-22,31505.7926459
2011-10-23,33049.44261715
2011-10-24,36387.19336928
2011-10-25,30970.18335944
2011-10-26,44165.99000243
2011-10-27,25606.44558106
2011-10-28,57659.28598328
2011-10-29,66117.96510227
2011-10-30,25211.74242311
2011-10-31,55366.68148143
2011-11-01,51295.24728408
2011-11-02,55420.65722379
2011-11-03,43502.52678141
2011-11-04,59309.37972565
2011-11-05,25025.98997958
2011-11-06,30718.97714713
2011-11-07,29506.17847872
2011-11-08,74243.98451438
2011-11-09,42598.27322922
2011-11-10,57250.95492291
2011-11-11,38564.99794423
2011-11-12,31130.85825462
2011-11-13,24029.5805171
2011-11-14,50325.21508985
2011-11-15,57570.30107264
2011-11-16,144065.55694441
2011-11-17,688673.73891959
2011-11-18,1114760.49942784
2011-11-19,1116114.34440482
2011-11-20,55039.70374843
2011-11-21,569560.1923005
2011-11-22,549303.79797464
2011-11-23,554689.72109724
2011-11-24,67967.53724502
2011-11-25,52634.82404252
2011-11-26,50712.57283633
2011-11-27,539561.51189371
2011-11-28,551420.92855325
2011-11-29,990011.80842319
2011-11-30,1893267.9112503
2011-12-01,40536.75534149
2011-12-02,1408090.15830709
2011-12-03,472870.23106145
2011-12-04,475748.97067215
2011-12-05,479334.04323055
2011-12-06,1790088.70856995
2011-12-07,900782.62251669
2011-12-08,756246.12139457
2011-12-09,153083.02534147
2011-12-10,68410.49931211
2011-12-11,43453.6294768
2011-12-12,40288.36217223
2011-12-13,49087.13556227
2011-12-14,48062.09161045
2011-12-15,63603.47347298
2011-12-16,59839.42712089
2011-12-17,32570.78863601
2011-12-18,29432.30357114
2011-12-19,62996.94333961
2011-12-20,89705.15837093
2011-12-21,51463.19944087
2011-12-22,47284.95260131
2011-12-23,42116.99426581
2011-12-24,34011.24709123
2011-12-25,31202.43812425
2011-12-26,47331.70732798
2011-12-27,22738.72900721
2011-12-28,36273.30918247
2011-12-29,43217.81678999
2011-12-30,36868.14816572
2011-12-31,26040.13963223
2012-01-01,29794.59885779
2012-01-02,32404.59163357
2012-01-03,35903.17015187
2012-01-04,42889.63858355
2012-01-05,58376.5618929
2012-01-06,51885.80984042
2012-01-07,28803.93720485
2012-01-08,32723.70247765
2012-01-09,30544.66285211
2012-01-10,18927.28422231
2012-01-11,32701.2273707
2012-01-12,37369.64559077
2012-01-13,36584.68064564
2012-01-14,29848.79112267
2012-01-15,23662.68575434
2012-01-16,32031.47014713
2012-01-17,32297.12679417
2012-01-18,41476.03212836
2012-01-19,36397.04691986
2012-01-20,36314.13428707
2012-01-21,30326.27052337
2012-01-22,20830.72522697
2012-01-23,23001.39531034
2012-01-24,36699.04431422
2012-01-25,44774.47882536
2012-01-26,33350.00134484
2012-01-27,31630.29517178
2012-01-28,27967.12445438
2012-01-29,33382.52192315
2012-01-30,36129.84188781
2012-01-31,37502.33882745
2012-02-01,43173.12579129
2012-02-02,39957.73455143
2012-02-03,37119.48414323
2012-02-04,42970.5553329
2012-02-05,33537.22508555
2012-02-06,31740.31778112
2012-02-07,36647.53099901
2012-02-08,32455.42073024
2012-02-09,25760.66614077
2012-02-10,30127.57886746
2012-02-11,41844.14881031
2012-02-12,25525.06058146
2012-02-13,51624.01482977
