date,Exchange to Exchange Flow (Total)
2012-06-23,0.0
2012-06-24,0.0
2012-06-25,0.0
2012-06-26,0.0
2012-06-27,0.0
2012-06-28,0.0
2012-06-29,0.0
2012-06-30,0.0
2012-07-01,0.0
2012-07-02,0.0
2012-07-03,0.0
2012-07-04,0.0
2012-07-05,0.0
2012-07-06,0.0
2012-07-07,0.0
2012-07-08,0.0
2012-07-09,0.0
2012-07-10,0.0
2012-07-11,0.0
2012-07-12,0.0
2012-07-13,0.0
2012-07-14,0.0
2012-07-15,0.0
2012-07-16,0.0
2012-07-17,0.0
2012-07-18,0.0
2012-07-19,0.0
2012-07-20,0.0
2012-07-21,0.0
2012-07-22,0.0
2012-07-23,0.0
2012-07-24,0.0
2012-07-25,0.0
2012-07-26,0.0
2012-07-27,0.0
2012-07-28,0.0
2012-07-29,0.0
2012-07-30,0.0
2012-07-31,0.0
2012-08-01,0.0
2012-08-02,0.0
2012-08-03,0.0
2012-08-04,0.0
2012-08-05,0.0
2012-08-06,0.0
2012-08-07,0.0
2012-08-08,0.0
2012-08-09,0.0
2012-08-10,0.0
2012-08-11,0.0
2012-08-12,0.0
2012-08-13,0.0
2012-08-14,0.0
2012-08-15,0.0
2012-08-16,0.0
2012-08-17,0.0
2012-08-18,0.0
2012-08-19,0.0
2012-08-20,0.0
2012-08-21,0.0
2012-08-22,0.0
2012-08-23,0.0
2012-08-24,0.0
2012-08-25,0.0
2012-08-26,0.0
2012-08-27,0.0
2012-08-28,0.0
2012-08-29,0.0
2012-08-30,0.0
2012-08-31,0.0
2012-09-01,0.0
2012-09-02,0.0
2012-09-03,0.0
2012-09-04,0.0
2012-09-05,0.0
2012-09-06,0.0
2012-09-07,0.0
2012-09-08,0.0
2012-09-09,0.0
2012-09-10,0.0
2012-09-11,0.0
2012-09-12,0.0
2012-09-13,0.0
2012-09-14,0.0
2012-09-15,0.0
2012-09-16,0.0
2012-09-17,0.0
2012-09-18,0.0
2012-09-19,0.0
2012-09-20,0.0
2012-09-21,0.0
2012-09-22,0.0
2012-09-23,0.0
2012-09-24,0.0
2012-09-25,0.0
2012-09-26,0.0
2012-09-27,0.0
2012-09-28,0.0
2012-09-29,0.0
2012-09-30,0.0
2012-10-01,0.0
2012-10-02,0.0
2012-10-03,0.0
2012-10-04,0.0
2012-10-05,0.0
2012-10-06,0.0
2012-10-07,0.0
2012-10-08,0.0
2012-10-09,0.0
2012-10-10,0.0
2012-10-11,0.0
2012-10-12,0.0
2012-10-13,0.0
2012-10-14,0.0
2012-10-15,0.0
2012-10-16,0.0
2012-10-17,0.0
2012-10-18,0.0
2012-10-19,0.0
2012-10-20,0.0
2012-10-21,0.0
2012-10-22,0.0
2012-10-23,0.0
2012-10-24,0.0
2012-10-25,0.0
2012-10-26,0.0
2012-10-27,0.0
2012-10-28,0.0
2012-10-29,0.0
2012-10-30,0.0
2012-10-31,0.0
2012-11-01,0.0
2012-11-02,0.0
2012-11-03,0.0
2012-11-04,0.0
2012-11-05,0.0
2012-11-06,0.0
2012-11-07,0.0
2012-11-08,0.0
2012-11-09,0.0
2012-11-10,0.0
2012-11-11,0.0
2012-11-12,0.0
2012-11-13,0.0
2012-11-14,0.0
2012-11-15,0.0
2012-11-16,0.0
2012-11-17,0.0
2012-11-18,0.0
2012-11-19,0.0
2012-11-20,0.0
2012-11-21,0.0
2012-11-22,0.0
2012-11-23,0.0
2012-11-24,0.0
2012-11-25,0.0
2012-11-26,0.0
2012-11-27,0.0
2012-11-28,0.0
2012-11-29,0.0
2012-11-30,0.0
2012-12-01,0.0
2012-12-02,0.0
2012-12-03,0.0
2012-12-04,0.0
2012-12-05,0.0
2012-12-06,0.0
2012-12-07,0.0
2012-12-08,0.0
2012-12-09,0.0
2012-12-10,0.0
2012-12-11,0.0
2012-12-12,0.0
2012-12-13,0.0
2012-12-14,0.0
2012-12-15,0.0
2012-12-16,0.0
2012-12-17,0.0
2012-12-18,0.0
2012-12-19,0.0
2012-12-20,0.0
2012-12-21,0.0
2012-12-22,0.0
2012-12-23,0.0
2012-12-24,0.0
2012-12-25,0.0
2012-12-26,0.0
2012-12-27,0.0
2012-12-28,0.0
2012-12-29,0.0
2012-12-30,0.0
2012-12-31,0.0
2013-01-01,0.0
2013-01-02,0.0
2013-01-03,0.0
2013-01-04,0.0
2013-01-05,0.0
2013-01-06,0.0
2013-01-07,0.0
2013-01-08,0.0
2013-01-09,0.0
2013-01-10,0.0
2013-01-11,0.0
2013-01-12,0.0
2013-01-13,0.0
2013-01-14,0.0
2013-01-15,0.0
2013-01-16,0.0
2013-01-17,0.0
2013-01-18,0.0
2013-01-19,0.0
2013-01-20,0.0
2013-01-21,0.0
2013-01-22,0.0
2013-01-23,0.0
2013-01-24,0.0
2013-01-25,0.0
2013-01-26,0.0
2013-01-27,0.0
2013-01-28,0.0
2013-01-29,0.0
2013-01-30,0.0
2013-01-31,0.0
2013-02-01,0.0
2013-02-02,0.0
2013-02-03,0.0
2013-02-04,0.0
2013-02-05,0.0
2013-02-06,0.0
2013-02-07,0.0
2013-02-08,0.0
2013-02-09,0.0
2013-02-10,0.0
2013-02-11,0.0
2013-02-12,0.0
2013-02-13,0.0
2013-02-14,0.0
2013-02-15,0.0
2013-02-16,0.0
2013-02-17,0.0
2013-02-18,0.0
2013-02-19,0.0
2013-02-20,0.0
2013-02-21,0.0
2013-02-22,0.0
2013-02-23,0.0
2013-02-24,0.0
2013-02-25,0.0
2013-02-26,0.0
2013-02-27,0.0
2013-02-28,0.0
2013-03-01,0.0
2013-03-02,0.0
2013-03-03,0.0
2013-03-04,0.0
2013-03-05,0.0
2013-03-06,0.0
2013-03-07,0.0
2013-03-08,0.0
2013-03-09,0.0
2013-03-10,0.0
2013-03-11,0.0
2013-03-12,0.0
2013-03-13,0.0
2013-03-14,0.0
2013-03-15,0.0
2013-03-16,0.0
2013-03-17,0.0
2013-03-18,0.0
2013-03-19,0.0
2013-03-20,0.0
2013-03-21,0.0
2013-03-22,0.0
2013-03-23,0.0
2013-03-24,0.0
2013-03-25,0.0
2013-03-26,0.0
2013-03-27,0.0
2013-03-28,0.0
2013-03-29,0.0
2013-03-30,0.0
2013-03-31,0.0
2013-04-01,0.0
2013-04-02,0.0
2013-04-03,0.0
2013-04-04,0.0
2013-04-05,0.0
2013-04-06,0.0
2013-04-07,0.0
2013-04-08,0.0
2013-04-09,0.0
2013-04-10,0.0
2013-04-11,0.0
2013-04-12,0.0
2013-04-13,0.0
2013-04-14,0.0
2013-04-15,0.0
2013-04-16,0.0
2013-04-17,0.0
2013-04-18,0.0
2013-04-19,0.0
2013-04-20,0.0
2013-04-21,0.0
2013-04-22,0.0
2013-04-23,0.0
2013-04-24,0.0
2013-04-25,0.0
2013-04-26,0.0
2013-04-27,0.0
2013-04-28,0.0
2013-04-29,0.0
2013-04-30,0.0
2013-05-01,0.0
2013-05-02,0.0
2013-05-03,0.0
2013-05-04,0.0
2013-05-05,0.0
2013-05-06,0.0
2013-05-07,0.0
2013-05-08,0.0
2013-05-09,0.0
2013-05-10,0.0
2013-05-11,0.0
2013-05-12,0.0
2013-05-13,0.0
2013-05-14,0.0
2013-05-15,0.0
2013-05-16,0.0
2013-05-17,0.0
2013-05-18,0.0
2013-05-19,0.0
2013-05-20,0.0
2013-05-21,0.0
2013-05-22,0.0
2013-05-23,0.0
2013-05-24,0.0
2013-05-25,0.0
2013-05-26,0.0
2013-05-27,0.0
2013-05-28,0.0
2013-05-29,0.0
2013-05-30,0.0
2013-05-31,0.0
2013-06-01,0.0
2013-06-02,0.0
2013-06-03,0.0
2013-06-04,0.0
2013-06-05,0.0
2013-06-06,0.0
2013-06-07,0.0
2013-06-08,0.0
2013-06-09,0.0
2013-06-10,0.0
2013-06-11,0.0
2013-06-12,0.0
2013-06-13,0.0
2013-06-14,0.0
2013-06-15,0.0
2013-06-16,0.0
2013-06-17,0.0
2013-06-18,0.0
2013-06-19,0.0
2013-06-20,0.0
2013-06-21,0.0
2013-06-22,0.0
2013-06-23,0.0
2013-06-24,0.0
2013-06-25,0.0
2013-06-26,0.0
2013-06-27,0.0
2013-06-28,0.0
2013-06-29,0.0
2013-06-30,0.0
2013-07-01,0.0
2013-07-02,0.0
2013-07-03,0.0
2013-07-04,0.0
2013-07-05,0.0
2013-07-06,0.0
2013-07-07,0.0
2013-07-08,0.0
2013-07-09,0.0
2013-07-10,0.0
2013-07-11,0.0
2013-07-12,0.0
2013-07-13,0.0
2013-07-14,0.0
2013-07-15,0.0
2013-07-16,0.0
2013-07-17,0.0
2013-07-18,0.0
2013-07-19,0.0
2013-07-20,0.0
2013-07-21,0.0
2013-07-22,0.0
2013-07-23,0.0
2013-07-24,0.0
2013-07-25,0.0
2013-07-26,0.0
2013-07-27,0.0
2013-07-28,0.0
2013-07-29,0.0
2013-07-30,0.0
2013-07-31,0.0
2013-08-01,0.0
2013-08-02,0.0
2013-08-03,0.0
2013-08-04,0.0
2013-08-05,0.0
2013-08-06,0.0
2013-08-07,0.0
2013-08-08,0.0
2013-08-09,0.0
2013-08-10,0.0
2013-08-11,0.0
2013-08-12,0.0
2013-08-13,0.0
2013-08-14,0.0
2013-08-15,0.0
2013-08-16,0.0
2013-08-17,0.0
2013-08-18,0.0
2013-08-19,0.0
2013-08-20,0.0
2013-08-21,0.0
2013-08-22,0.0
2013-08-23,0.0
2013-08-24,0.0
2013-08-25,0.0
2013-08-26,0.0
2013-08-27,0.0
2013-08-28,0.0
2013-08-29,0.0
2013-08-30,0.0
2013-08-31,0.0
2013-09-01,0.0
2013-09-02,0.0
2013-09-03,0.0
2013-09-04,0.0
2013-09-05,0.0
2013-09-06,0.0
2013-09-07,0.0
2013-09-08,0.0
2013-09-09,0.0
2013-09-10,0.0
2013-09-11,0.0
2013-09-12,0.0
2013-09-13,0.0
2013-09-14,0.0
2013-09-15,0.0
2013-09-16,0.0
2013-09-17,0.0
2013-09-18,0.0
2013-09-19,0.0
2013-09-20,0.0
2013-09-21,0.0
2013-09-22,0.0
2013-09-23,0.0
2013-09-24,0.0
2013-09-25,0.0
2013-09-26,0.0
2013-09-27,0.0
2013-09-28,0.0
2013-09-29,0.0
2013-09-30,0.0
2013-10-01,0.0
2013-10-02,0.0
2013-10-03,0.0
2013-10-04,0.0
2013-10-05,0.0
2013-10-06,0.0
2013-10-07,0.0
2013-10-08,0.0
2013-10-09,0.0
2013-10-10,0.0
2013-10-11,0.0
2013-10-12,0.0
2013-10-13,0.0
2013-10-14,0.0
2013-10-15,0.0
2013-10-16,0.0
2013-10-17,0.0
2013-10-18,0.0
2013-10-19,0.0
2013-10-20,0.0
2013-10-21,0.0
2013-10-22,0.0
2013-10-23,0.0
2013-10-24,0.0
2013-10-25,0.0
2013-10-26,0.0
2013-10-27,0.0
2013-10-28,0.0
2013-10-29,0.0
2013-10-30,0.0
2013-10-31,0.0
2013-11-01,0.0
2013-11-02,0.0
2013-11-03,0.0
2013-11-04,0.0
2013-11-05,0.0
2013-11-06,0.0
2013-11-07,0.0
2013-11-08,0.0
2013-11-09,0.0
2013-11-10,0.0
2013-11-11,0.0
2013-11-12,0.0
2013-11-13,0.0
2013-11-14,0.0
2013-11-15,0.0
2013-11-16,0.0
2013-11-17,0.0
2013-11-18,0.0
2013-11-19,0.0
2013-11-20,0.0
2013-11-21,0.0
2013-11-22,0.0
2013-11-23,0.0
2013-11-24,0.0
2013-11-25,0.0
2013-11-26,0.0
2013-11-27,1.1897
2013-11-28,0.0
2013-11-29,1.74160001
2013-11-30,2.79001
2013-12-01,0.0
2013-12-02,8.69050004
2013-12-03,0.0103
2013-12-04,12.13840008
2013-12-05,5.89330003
2013-12-06,0.85356
2013-12-07,1.49899999
2013-12-08,0.21679999
2013-12-09,2.73667998
2013-12-10,6.40968997
2013-12-11,1.09958
2013-12-12,8.29939998
2013-12-13,6.02791005
2013-12-14,1.79319
2013-12-15,0.0
2013-12-16,0.0
2013-12-17,8.42634992
2013-12-18,0.0
2013-12-19,0.0
2013-12-20,0.0
2013-12-21,0.0
2013-12-22,0.0
2013-12-23,0.0
2013-12-24,0.0
2013-12-25,0.0
2013-12-26,0.24587
2013-12-27,0.0
2013-12-28,0.0
2013-12-29,0.0
2013-12-30,0.0
2013-12-31,0.0
2014-01-01,0.0
2014-01-02,0.0
2014-01-03,0.0
2014-01-04,0.0
2014-01-05,0.0
2014-01-06,0.0
2014-01-07,0.0
2014-01-08,0.0
2014-01-09,0.0
2014-01-10,0.0
2014-01-11,0.0
2014-01-12,0.0
2014-01-13,0.0
2014-01-14,0.0
2014-01-15,0.0
2014-01-16,0.0
2014-01-17,0.0
2014-01-18,1.0
2014-01-19,3.99999998
2014-01-20,0.0
2014-01-21,0.0
2014-01-22,0.00184
2014-01-23,10.47550999
2014-01-24,0.0
2014-01-25,0.0
2014-01-26,0.0
2014-01-27,0.0
2014-01-28,0.00767
2014-01-29,0.0
2014-01-30,4.0005
2014-01-31,0.0
2014-02-01,0.0
2014-02-02,0.0
2014-02-03,0.00624
2014-02-04,0.13546436
2014-02-05,1.01818769
2014-02-06,0.20141855
2014-02-07,0.16193508
2014-02-08,0.1115861
2014-02-09,0.2
2014-02-10,0.22802861
2014-02-11,0.1429
2014-02-12,0.0
2014-02-13,0.0
2014-02-14,0.0
2014-02-15,0.08677228
2014-02-16,1.00905762
2014-02-17,0.3244357
2014-02-18,8.9792305
2014-02-19,0.00890297
2014-02-20,0.0
2014-02-21,0.0
2014-02-22,1.33909974
2014-02-23,3.19256949
2014-02-24,0.26049364
2014-02-25,0.80539001
2014-02-26,0.05262785
2014-02-27,0.08546536
2014-02-28,2.01035712
2014-03-01,0.08352518
2014-03-02,0.25960411
2014-03-03,0.02613863
2014-03-04,1.02675501
2014-03-05,0.63789567
2014-03-06,0.0
2014-03-07,1.0708375
2014-03-08,0.9996725
2014-03-09,8.26367175
2014-03-10,0.22407152
2014-03-11,0.03390099
2014-03-12,1.50301413
2014-03-13,1.37468243
2014-03-14,0.77277648
2014-03-15,1.37217895
2014-03-16,5.27118582
2014-03-17,3.90242796
2014-03-18,3.32862543
2014-03-19,3.47410715
2014-03-20,2.08294678
2014-03-21,0.5748737
2014-03-22,2.82354688
2014-03-23,2.85587699
2014-03-24,1.92805844
2014-03-25,0.54243491
2014-03-26,1.07324096
2014-03-27,3.13551787
2014-03-28,4.76589275
2014-03-29,51.8293577
2014-03-30,2.62582804
2014-03-31,5.14448023
2014-04-01,1.94211266
2014-04-02,5.19690016
2014-04-03,1.3393061
2014-04-04,11.47210137
2014-04-05,3.69361068
2014-04-06,5.34009375
2014-04-07,1.64305005
2014-04-08,1.77135282
2014-04-09,5.2561562
2014-04-10,4.68039384
2014-04-11,6.00871708
2014-04-12,4.49896769
2014-04-13,0.84710535
2014-04-14,3.00150924
2014-04-15,3.21345532
2014-04-16,9.37050931
2014-04-17,16.41653578
2014-04-18,22.96398882
2014-04-19,16.84644974
2014-04-20,12.388853
2014-04-21,17.5566433
2014-04-22,9.43247312
2014-04-23,16.93862684
2014-04-24,20.05204418
2014-04-25,10.98206306
2014-04-26,2.87526704
2014-04-27,4.34399754
2014-04-28,6.9855074
2014-04-29,12.78581476
2014-04-30,18.22886418
2014-05-01,8.79699018
2014-05-02,8.14951854
2014-05-03,3.33701602
2014-05-04,21.98409158
2014-05-05,33.25125865
2014-05-06,47.5829645
2014-05-07,29.61653271
2014-05-08,42.1138418
2014-05-09,28.50563171
2014-05-10,11.96044126
2014-05-11,33.40217972
2014-05-12,51.76022668
2014-05-13,43.72972741
2014-05-14,47.35283058
2014-05-15,27.12539279
2014-05-16,25.53540728
2014-05-17,43.20357806
2014-05-18,31.29425961
2014-05-19,58.373884
2014-05-20,71.41384474
2014-05-21,42.15421299
2014-05-22,34.70938201
2014-05-23,78.32488573
2014-05-24,38.97533332
2014-05-25,115.76748666
2014-05-26,89.86512477
2014-05-27,33.91106542
2014-05-28,86.6247543
2014-05-29,129.64388456
2014-05-30,42.5518331
2014-05-31,59.69594735
2014-06-01,54.23830853
2014-06-02,28.28907241
2014-06-03,41.41290327
2014-06-04,127.05270175
2014-06-05,103.36065513
2014-06-06,115.84941677
2014-06-07,52.06477066
2014-06-08,86.72620479
2014-06-09,46.06901242
2014-06-10,67.33272462
2014-06-11,51.57212561
2014-06-12,46.27331235
2014-06-13,49.35145721
2014-06-14,50.54828773
2014-06-15,30.53961211
2014-06-16,75.73784162
2014-06-17,71.41295071
2014-06-18,90.03311292
2014-06-19,74.60913706
2014-06-20,118.94494054
2014-06-21,93.03512418
2014-06-22,96.77518076
2014-06-23,100.10156143
2014-06-24,49.00092846
2014-06-25,28.40215082
2014-06-26,24.74696725
2014-06-27,67.98556647
2014-06-28,28.10187817
2014-06-29,15.9534157
2014-06-30,13.36050232
2014-07-01,23.23952184
2014-07-02,26.16954942
2014-07-03,32.86126477
2014-07-04,17.65729389
2014-07-05,19.18842438
2014-07-06,21.73717362
2014-07-07,46.46199566
2014-07-08,29.64382449
2014-07-09,17.79790826
2014-07-10,31.63095817
2014-07-11,16.32050456
2014-07-12,16.04327047
2014-07-13,66.1442996
2014-07-14,47.4578216
2014-07-15,23.0115136
2014-07-16,13.46983636
2014-07-17,43.82621748
2014-07-18,31.4502514
2014-07-19,37.81051178
2014-07-20,10.70903011
2014-07-21,13.97220969
2014-07-22,17.118833
2014-07-23,50.57954575
2014-07-24,32.87508943
2014-07-25,16.00242465
2014-07-26,21.83724951
2014-07-27,36.88425455
2014-07-28,13.46203173
2014-07-29,20.16840664
2014-07-30,23.55028845
2014-07-31,29.49596652
2014-08-01,24.42645809
2014-08-02,9.46109214
2014-08-03,13.18662291
2014-08-04,17.45955731
2014-08-05,21.44361629
2014-08-06,12.99748086
2014-08-07,26.31868885
2014-08-08,16.65500727
2014-08-09,19.69950032
2014-08-10,56.08592157
2014-08-11,22.87540158
2014-08-12,13.77656937
2014-08-13,14.21079646
2014-08-14,14.12308741
2014-08-15,19.45665304
2014-08-16,17.2639558
2014-08-17,8.68668641
2014-08-18,24.84513765
2014-08-19,19.43202932
2014-08-20,29.59553157
2014-08-21,11.27642295
2014-08-22,12.18804959
2014-08-23,14.8304558
2014-08-24,19.36971696
2014-08-25,38.95908053
2014-08-26,27.97060904
2014-08-27,30.37961493
2014-08-28,45.84677699
2014-08-29,42.01216404
2014-08-30,53.84624454
2014-08-31,30.14789953
2014-09-01,25.96601362
2014-09-02,25.6475809
2014-09-03,28.66456657
2014-09-04,30.90435445
2014-09-05,18.73283251
2014-09-06,10.36762785
2014-09-07,29.51233704
2014-09-08,13.58044871
2014-09-09,18.03979735
2014-09-10,19.36130054
2014-09-11,15.21899467
2014-09-12,24.01310492
2014-09-13,13.42172565
2014-09-14,14.17501348
2014-09-15,16.68123204
2014-09-16,15.00346831
2014-09-17,20.10494753
2014-09-18,32.00258048
2014-09-19,173.20675133
2014-09-20,47.57680318
2014-09-21,50.60271259
2014-09-22,18.8334652
2014-09-23,28.50668437
2014-09-24,27.88722238
2014-09-25,31.29773609
2014-09-26,26.69065714
2014-09-27,18.72576843
2014-09-28,16.08242864
2014-09-29,48.48136589
2014-09-30,18.82956996
2014-10-01,20.51041858
2014-10-02,17.75643068
2014-10-03,83.45251846
2014-10-04,77.15460869
2014-10-05,25.20819821
2014-10-06,41.98284793
2014-10-07,26.80586991
2014-10-08,34.76410076
2014-10-09,36.46560329
2014-10-10,24.4542802
2014-10-11,19.86200727
2014-10-12,13.42503649
2014-10-13,25.53796504
2014-10-14,36.99830816
2014-10-15,37.32494032
2014-10-16,27.13939578
2014-10-17,30.72751357
2014-10-18,52.40063385
2014-10-19,35.32694265
2014-10-20,13.05284253
2014-10-21,22.21729653
2014-10-22,15.61443656
2014-10-23,23.47127639
2014-10-24,9.88321176
2014-10-25,13.20917969
2014-10-26,11.279001
2014-10-27,17.67436514
2014-10-28,9.65611147
2014-10-29,41.88222187
2014-10-30,33.42609844
2014-10-31,28.88042693
2014-11-01,16.23116424
2014-11-02,16.56985197
2014-11-03,18.24515969
2014-11-04,28.68915413
2014-11-05,18.18695202
2014-11-06,49.61475309
2014-11-07,31.71626827
2014-11-08,15.15241502
2014-11-09,16.19778664
2014-11-10,14.40095832
2014-11-11,32.69294941
2014-11-12,17.13492461
2014-11-13,20.47944022
2014-11-14,9.5686445
2014-11-15,19.87468084
2014-11-16,14.17952314
2014-11-17,40.83254634
2014-11-18,55.74409206
2014-11-19,19.89460032
2014-11-20,15.51075396
2014-11-21,21.63172745
2014-11-22,30.48646285
2014-11-23,24.0277708
2014-11-24,17.56604505
2014-11-25,28.35279307
2014-11-26,175.72810671
2014-11-27,25.10886685
2014-11-28,27.05185309
2014-11-29,15.81538456
2014-11-30,15.5033359
2014-12-01,25.20846252
2014-12-02,13.53503749
2014-12-03,19.25071616
2014-12-04,18.19285811
2014-12-05,17.3305364
2014-12-06,13.25951384
2014-12-07,15.82518598
2014-12-08,13.10083813
2014-12-09,8.9593889
2014-12-10,22.56794566
2014-12-11,20.81545445
2014-12-12,37.9454657
2014-12-13,23.60185501
2014-12-14,6.83240164
2014-12-15,14.30312141
2014-12-16,84.79047597
2014-12-17,38.43049409
2014-12-18,46.71574065
2014-12-19,111.22113083
2014-12-20,37.47276787
2014-12-21,43.02820373
2014-12-22,77.0512893
2014-12-23,25.88329931
2014-12-24,28.07388973
2014-12-25,21.81487114
2014-12-26,27.33181682
2014-12-27,23.63543032
2014-12-28,26.43537331
2014-12-29,30.03075199
2014-12-30,51.54912397
2014-12-31,36.75087367
2015-01-01,39.06528438
2015-01-02,29.30062759
2015-01-03,42.72298846
2015-01-04,21.92871764
2015-01-05,36.72774206
2015-01-06,57.10147935
2015-01-07,48.17620078
2015-01-08,52.89170755
2015-01-09,116.56180605
2015-01-10,12068.6340914
2015-01-11,125.11626529
2015-01-12,154.24518219
2015-01-13,356.47518322
2015-01-14,5503.76408223
2015-01-15,110.26677884
2015-01-16,3114.09760702
2015-01-17,1080.20628294
2015-01-18,86.62728008
2015-01-19,1267.3857532
2015-01-20,32.08026374
2015-01-21,3098.60140197
2015-01-22,3044.05734329
2015-01-23,83.57630551
2015-01-24,30.22549191
2015-01-25,40.00328557
2015-01-26,107.56991842
2015-01-27,67.02093396
2015-01-28,257.80620471
2015-01-29,197.5343407
2015-01-30,39.29661228
2015-01-31,8911.78491233
2015-02-01,61.48586068
2015-02-02,155.20100648
2015-02-03,168.65431394
2015-02-04,107.61091636
2015-02-05,52.93311912
2015-02-06,220.80255063
2015-02-07,32.72709274
2015-02-08,25.70217167
2015-02-09,67.45342484
2015-02-10,166.82343929
2015-02-11,138.59206908
2015-02-12,101.38305028
2015-02-13,99.29505785
2015-02-14,113.60478767
2015-02-15,41.06383006
2015-02-16,134.42724772
2015-02-17,35.08510627
2015-02-18,8078.68245523
2015-02-19,49.87510452
2015-02-20,88.71794482
2015-02-21,14.71844208
2015-02-22,25.93899237
2015-02-23,12139.19540534
2015-02-24,72.27775663
2015-02-25,60.50202954
2015-02-26,141.69827478
2015-02-27,107.39940035
2015-02-28,262.8255882
2015-03-01,56.41574596
2015-03-02,141.16521515
2015-03-03,57.32237627
2015-03-04,75.94269476
2015-03-05,127.86812256
2015-03-06,156.18477117
2015-03-07,21.91702261
2015-03-08,86.99593587
2015-03-09,133.80188057
2015-03-10,4104.86354693
2015-03-11,6146.54390348
2015-03-12,143.59907962
2015-03-13,44.46344824
2015-03-14,54.12254803
2015-03-15,33.00626661
2015-03-16,355.30872223
2015-03-17,28.69349475
2015-03-18,119.34072366
2015-03-19,67.18931895
2015-03-20,114.744686
2015-03-21,54.85318062
2015-03-22,41.01249657
2015-03-23,101.20632399
2015-03-24,177.41454466
2015-03-25,73.47387197
2015-03-26,117.39747199
2015-03-27,54.8087176
2015-03-28,101.74860161
2015-03-29,64.20094545
2015-03-30,127.30795135
2015-03-31,174.64193927
2015-04-01,106.70739617
2015-04-02,118.02386328
2015-04-03,66.88037999
2015-04-04,46.3138573
2015-04-05,97.06561349
2015-04-06,109.58973232
2015-04-07,278.10632035
2015-04-08,242.6507592
2015-04-09,381.56715621
2015-04-10,138.6396031
2015-04-11,112.38102974
2015-04-12,37.17132725
2015-04-13,6759.38847236
2015-04-14,287.38879018
2015-04-15,850.3601625
2015-04-16,222.03639564
2015-04-17,92.34083564
2015-04-18,64.659966
2015-04-19,31.29448694
2015-04-20,181.43738311
2015-04-21,322.7830142
2015-04-22,384.60625974
2015-04-23,568.16078232
2015-04-24,185.29125607
2015-04-25,268.17697012
2015-04-26,228.25056662
2015-04-27,204.60754252
2015-04-28,469.54053707
2015-04-29,391.911789
2015-04-30,365.25364881
2015-05-01,178.80402113
2015-05-02,226.12546997
2015-05-03,18.08836499
2015-05-04,287.2190904
2015-05-05,190.39855753
2015-05-06,421.86206446
2015-05-07,1371.27345126
2015-05-08,205.26611469
2015-05-09,70.12907604
2015-05-10,29.76484183
2015-05-11,3249.77187899
2015-05-12,231.9602673
2015-05-13,174.7208913
2015-05-14,89.51168571
2015-05-15,91.42322224
2015-05-16,101.78805404
2015-05-17,329.79854208
2015-05-18,914.60284435
2015-05-19,182.62355374
2015-05-20,3153.61804559
2015-05-21,281.95759806
2015-05-22,707.28253362
2015-05-23,187.54821518
2015-05-24,152.67987674
2015-05-25,136.28191823
2015-05-26,521.40645111
2015-05-27,484.59681322
2015-05-28,297.77864345
2015-05-29,286.30929799
2015-05-30,139.75395594
2015-05-31,241.13620144
2015-06-01,74.43886147
2015-06-02,735.98866224
2015-06-03,817.42696447
2015-06-04,475.65349184
2015-06-05,615.43132646
2015-06-06,469.10275035
2015-06-07,35.16721568
2015-06-08,516.08307553
2015-06-09,437.0021684
2015-06-10,80.50799886
2015-06-11,233.73955499
2015-06-12,905.87448378
2015-06-13,299.96316089
2015-06-14,317.49412547
2015-06-15,1136.61441916
2015-06-16,266.97805185
2015-06-17,642.52068457
2015-06-18,729.01420045
2015-06-19,166.41550496
2015-06-20,62.91733053
2015-06-21,94.82583378
2015-06-22,325.11522558
2015-06-23,481.21145624
2015-06-24,680.55094898
2015-06-25,408.54805136
2015-06-26,309.42630929
2015-06-27,83.83881802
2015-06-28,144.52879868
2015-06-29,268.79807949
2015-06-30,637.21454703
2015-07-01,502.85413827
2015-07-02,351.15452274
2015-07-03,323.8967197
2015-07-04,381.04254331
2015-07-05,202.17653397
2015-07-06,308.54468427
2015-07-07,659.9487903
2015-07-08,361.15254042
2015-07-09,375.58205034
2015-07-10,616.42954437
2015-07-11,167.37191506
2015-07-12,388.13433495
2015-07-13,292.01054165
2015-07-14,1283.02277934
2015-07-15,338.56738122
2015-07-16,491.88237088
2015-07-17,346.4596884
2015-07-18,204.154811
2015-07-19,188.59728672
2015-07-20,363.30576303
2015-07-21,375.06429727
2015-07-22,426.41542533
2015-07-23,480.9873639
2015-07-24,416.17535917
2015-07-25,222.81008404
2015-07-26,456.20993102
2015-07-27,423.15586651
2015-07-28,206.45860827
2015-07-29,1817.19899101
2015-07-30,884.94424749
2015-07-31,927.80908173
2015-08-01,421.60471293
2015-08-02,61.17525086
2015-08-03,4100.9944282
2015-08-04,673.70381178
2015-08-05,611.41068591
2015-08-06,198.77893974
2015-08-07,4875.63879146
2015-08-08,603.08688167
2015-08-09,142.89918983
2015-08-10,611.71818123
2015-08-11,573.73722601
2015-08-12,463.31138191
2015-08-13,786.49620713
2015-08-14,420.97696858
2015-08-15,241.10619526
2015-08-16,176.8291273
2015-08-17,538.4345742
2015-08-18,805.40977712
2015-08-19,1447.06487137
2015-08-20,1487.21913309
2015-08-21,765.92343967
2015-08-22,731.9501493
2015-08-23,491.44247155
2015-08-24,1185.51072549
2015-08-25,969.87664077
2015-08-26,654.20801432
2015-08-27,696.78101691
2015-08-28,498.17299011
2015-08-29,69.63581123
