date,timestamp_utc,Total Left,KYC'd US Exchange,KYC'd US Alliance Exchange,KYC'd Off-shore Chinese-controlled Exchange,International,International.1
2014-11-10,2014-11-10T00:00:00Z,0.967611534018436,0.0213460330737833,0.001435233443211,0.0062806936240118,0.0033265056255341,2.1502362979957782e-10
2014-11-11,2014-11-11T00:00:00Z,0.9675246199126724,0.0214277449772667,0.0014460717632719,0.0062758527538246,0.0033257103779918,2.1497222540337607e-10
2014-11-12,2014-11-12T00:00:00Z,0.967587536060244,0.0213281779343829,0.001456927821674,0.0063025533397207,0.0033248046290645,2.1491367825391472e-10
2014-11-13,2014-11-13T00:00:00Z,0.9684046011198356,0.0212875055663827,0.001473878746262,0.0055101026662077,0.0033239116864561,2.1485595889838768e-10
2014-11-14,2014-11-14T00:00:00Z,0.9678439485794532,0.0212826481209017,0.0014462956183524,0.0061041436216093,0.0033229638448886,2.1479469090210208e-10
2014-11-15,2014-11-15T00:00:00Z,0.9677117719988182,0.021396044706251,0.001463904144619,0.006106176295868,0.0033221026397046,2.1473902303752524e-10
2014-11-16,2014-11-16T00:00:00Z,0.9677119688243364,0.0214064764420327,0.0014673114355915,0.006093062668273,0.0033211804150869,2.146794109078296e-10
2014-11-17,2014-11-17T00:00:00Z,0.9677007368527027,0.0214356005107064,0.0014473171922639,0.0060960496686667,0.0033202955610378,2.146222143926597e-10
2014-11-18,2014-11-18T00:00:00Z,0.9675996813552514,0.0215254359918979,0.0014384992890196,0.0061170333688771,0.0033193497803927,2.1456107961334519e-10
2014-11-19,2014-11-19T00:00:00Z,0.9674102051801416,0.0214981318230706,0.0014505299265284,0.0063226485450015,0.0033184843107524,2.1450513609648943e-10
2014-11-20,2014-11-20T00:00:00Z,0.9671959211047568,0.0216855220541154,0.0014685924570229,0.0063323264773914,0.0033176376922627,2.1445041110840608e-10
2014-11-21,2014-11-21T00:00:00Z,0.9673266815827104,0.0216127156379564,0.0014164542231813,0.0063272894022814,0.0033168589394703,2.1440007292443968e-10
2014-11-22,2014-11-22T00:00:00Z,0.9673245792443496,0.0216307034468842,0.0014258372309544,0.0063029529225034,0.0033159151153655,1.2039942629574745e-08
2014-11-23,2014-11-23T00:00:00Z,0.9672726353726248,0.0216677872872025,0.0014364052668505,0.0063081149463527,0.0033150453118569,1.1815112506670144e-08
2014-11-24,2014-11-24T00:00:00Z,0.9671497245122044,0.0216353816816029,0.001453592349025,0.006385640336226,0.0033141453620372,6.15157589042e-05
2014-11-25,2014-11-25T00:00:00Z,0.9673186687691716,0.021540233233295,0.001435406781545,0.0063247399970264,0.003313337660111,6.7613558851e-05
2014-11-26,2014-11-26T00:00:00Z,0.9672629965339072,0.0215900615174208,0.0014475861090157,0.0063188424599755,0.0033124997796569,6.80136000237e-05
2014-11-27,2014-11-27T00:00:00Z,0.96725573010846,0.0215795088725266,0.0014639926615976,0.0063215302821405,0.0033116378779327,6.76001973423e-05
2014-11-28,2014-11-28T00:00:00Z,0.9672526724983722,0.0215857219852802,0.0014699287299634,0.006313204372741,0.0033107336691114,6.77387445315e-05
2014-11-29,2014-11-29T00:00:00Z,0.9672309892764974,0.0216495023688362,0.0014277276032888,0.0063135726451557,0.0033097750141849,6.84330920366e-05
2014-11-30,2014-11-30T00:00:00Z,0.967170664359066,0.021705512860648,0.0014360211690521,0.0063103926701892,0.0033087986120326,6.86103290118e-05
2014-12-01,2014-12-01T00:00:00Z,0.9672034055007218,0.0216709760444588,0.0014423606628925,0.0063067075375613,0.0033080057093721,6.85445449932e-05
2014-12-02,2014-12-02T00:00:00Z,0.9670254867730584,0.021609050408246,0.0014480436469839,0.0065371583397189,0.0033070912937629,7.31695382297e-05
2014-12-03,2014-12-03T00:00:00Z,0.9670886200152606,0.0215598283031743,0.0014458035543719,0.006526064763136,0.0033063844922573,7.32988717997e-05
2014-12-04,2014-12-04T00:00:00Z,0.9670467993699792,0.021581704606647,0.0014611580145088,0.006528305329205,0.003305495326568,7.65373530915e-05
2014-12-05,2014-12-05T00:00:00Z,0.9666446050219806,0.0215759548504936,0.0014303902391004,0.0069665008706147,0.0033045457874586,7.80032303518e-05
2014-12-06,2014-12-06T00:00:00Z,0.9666320576054868,0.0215911224971928,0.0014347384210078,0.006952855069545,0.0033037123471425,8.5514059625e-05
2014-12-07,2014-12-07T00:00:00Z,0.9665581969704568,0.0216454420911469,0.0014430667097874,0.006964117594256,0.0033029461964327,8.62304379199e-05
2014-12-08,2014-12-08T00:00:00Z,0.9658457804002628,0.0216806651201726,0.0014468597145818,0.0076298970542309,0.0033019555919949,9.48421187568e-05
2014-12-09,2014-12-09T00:00:00Z,0.9659007264320124,0.0216586089630788,0.0014346208647681,0.0076080316880604,0.0033010930956124,9.69189564676e-05
2014-12-10,2014-12-10T00:00:00Z,0.965864702180541,0.0216743457377693,0.0014615171018563,0.0076025887108368,0.0033002249805444,9.6621288452e-05
2014-12-11,2014-12-11T00:00:00Z,0.96596324774151,0.0215975467573662,0.0014388345523897,0.0076037871031725,0.0032993269924884,9.72568530728e-05
2014-12-12,2014-12-12T00:00:00Z,0.966044056284162,0.0214953129451372,0.0014488623929226,0.0076106168171331,0.0032984719312825,0.0001026796293625
2014-12-13,2014-12-13T00:00:00Z,0.9659693474441796,0.0215669055392148,0.0014610379706096,0.007603179781696,0.0032975870156844,0.0001019422486153
2014-12-14,2014-12-14T00:00:00Z,0.9660075132137818,0.0215403256208457,0.0014705247789218,0.0075829660101723,0.0032967328559967,0.0001019375202816
2014-12-15,2014-12-15T00:00:00Z,0.9659656423525091,0.0215676967285418,0.0014611387033476,0.0076041228420933,0.0032958791386931,0.0001055202348148
2014-12-16,2014-12-16T00:00:00Z,0.9658790417363384,0.0215446768835805,0.001489755046473,0.0076787532585798,0.0032950137634125,0.0001127593116154
2014-12-17,2014-12-17T00:00:00Z,0.9658704144853352,0.0215581533154698,0.0014879352424193,0.0076762933053209,0.0032942395471016,0.0001129641043529
2014-12-18,2014-12-18T00:00:00Z,0.9657962722972012,0.0216631166936156,0.0014683768547751,0.0076654235834659,0.0032934596502424,0.0001133509206996
2014-12-19,2014-12-19T00:00:00Z,0.9657836590882884,0.0216572146679961,0.0014983504622473,0.0076566166757122,0.0032926317919205,0.0001115273138353
2014-12-20,2014-12-20T00:00:00Z,0.9656707627134268,0.0217349748400011,0.00151853726596,0.0076724187128405,0.0032918224644015,0.0001114840033699
2014-12-21,2014-12-21T00:00:00Z,0.965645179775651,0.0217565952308167,0.0015237104829907,0.0076726693608341,0.0032910256053052,0.0001108195444021
2014-12-22,2014-12-22T00:00:00Z,0.9656424254282104,0.0216709853785266,0.0014534868156863,0.0078312644046304,0.0032900361055052,0.0001118018674408
2014-12-23,2014-12-23T00:00:00Z,0.965541644794151,0.0217799391788783,0.0014623245108286,0.0078143624228128,0.0032891315960519,0.000112597497277
2014-12-24,2014-12-24T00:00:00Z,0.965167804901794,0.0217805106883247,0.0014766766330257,0.0081736753287727,0.0032882095086281,0.0001131229394544
2014-12-25,2014-12-25T00:00:00Z,0.9651599676779072,0.0217565760932997,0.0015100462686269,0.0081730619308288,0.0032872578300936,0.0001130901992433
2014-12-26,2014-12-26T00:00:00Z,0.9649719811308174,0.021718007485968,0.0014633025664627,0.0084473072855434,0.0032863428109963,0.0001130587202121
2014-12-27,2014-12-27T00:00:00Z,0.9649675420411254,0.0216905084053136,0.0014773105539232,0.0084616146976039,0.0032854283011545,0.0001175960008793
2014-12-28,2014-12-28T00:00:00Z,0.964971178164396,0.0216852052423507,0.0014858062457547,0.008455848941089,0.0032844121079639,0.0001175492984455
2014-12-29,2014-12-29T00:00:00Z,0.9656882554341,0.0217029538459003,0.001480740502422,0.0077268242004811,0.0032834265804813,0.000117799436615
2014-12-30,2014-12-30T00:00:00Z,0.9657214975441606,0.0216873130091053,0.0014685386376686,0.0077217671865013,0.0032824956803138,0.0001183879422503
2014-12-31,2014-12-31T00:00:00Z,0.9659442667320164,0.0216283070728774,0.0014592437523336,0.0075682287360185,0.0032815833100486,0.0001183703967051
2015-01-01,2015-01-01T00:00:00Z,0.9659360152986656,0.0216347908810565,0.0014702450574408,0.007560043263644,0.0032805934820516,0.0001183120171413
2015-01-02,2015-01-02T00:00:00Z,0.9658910882830868,0.0216837908505181,0.0014632085473572,0.0075637027737095,0.0032796042510005,0.0001186052943275
2015-01-03,2015-01-03T00:00:00Z,0.9658401655642908,0.0216684393613998,0.0014734397095518,0.0076134436927412,0.0032786335862109,0.0001258780858053
2015-01-04,2015-01-04T00:00:00Z,0.9657716653882468,0.0217506043268117,0.0014949783175374,0.0075698315403666,0.0032776036325157,0.0001353167945214
2015-01-05,2015-01-05T00:00:00Z,0.9657968762128546,0.0217848333646481,0.0014447867366751,0.0075619836656711,0.0032766700479154,0.0001348499722355
2015-01-06,2015-01-06T00:00:00Z,0.9658786419033374,0.0216675386710506,0.0014699815887553,0.0075636674051567,0.0032757250362367,0.0001444453954632
2015-01-07,2015-01-07T00:00:00Z,0.965927407903192,0.0216034153180587,0.0014799990287546,0.0075678942653266,0.0032748881394825,0.0001463953451854
2015-01-08,2015-01-08T00:00:00Z,0.9659776513142816,0.0215930503209425,0.001453355512549,0.0075527709913496,0.0032740098580021,0.000149162002875
2015-01-09,2015-01-09T00:00:00Z,0.9644959272278432,0.0216194471176837,0.0029103671767964,0.007551119028383,0.0032731738373093,0.0001499656119841
2015-01-10,2015-01-10T00:00:00Z,0.9650120758442532,0.0218221270222577,0.0021928095435744,0.0075523881629581,0.0032722964749711,0.0001483029519852
2015-01-11,2015-01-11T00:00:00Z,0.96522301036685,0.0218356013688792,0.0019697072348492,0.0075530654990394,0.0032713718743186,0.0001472436560634
2015-01-12,2015-01-12T00:00:00Z,0.9651292891461744,0.0219979378943274,0.0018866822999688,0.0075606628310978,0.0032705252793021,0.0001549025491292
2015-01-13,2015-01-13T00:00:00Z,0.9650483131695784,0.0221127221110795,0.0018255950728088,0.0075295223494757,0.0032697684844446,0.0002140788126127
2015-01-14,2015-01-14T00:00:00Z,0.9650452590680504,0.0224122125448371,0.0021335034529134,0.0068807621406418,0.0032689048554322,0.0002593579381248
2015-01-15,2015-01-15T00:00:00Z,0.965100927938194,0.0225101320242088,0.0020382900295655,0.0068187647518001,0.0032680059748334,0.000263879281398
2015-01-16,2015-01-16T00:00:00Z,0.9656035749677926,0.0222664610523096,0.0017953045161694,0.0068093368366888,0.0032671789653229,0.0002581436617164
2015-01-17,2015-01-17T00:00:00Z,0.9657438448362908,0.0222442324801708,0.0016787972234637,0.0067954097145177,0.0032663583194811,0.0002713574260758
2015-01-18,2015-01-18T00:00:00Z,0.9655204215183176,0.0222999545639347,0.0018318851067719,0.0068111645324253,0.0032654489547789,0.0002711253237711
2015-01-19,2015-01-19T00:00:00Z,0.9654711738557842,0.02233960901329,0.0018636902482989,0.0067899699735318,0.003264593544536,0.0002709633645589
2015-01-20,2015-01-20T00:00:00Z,0.965284127737582,0.0225330637065282,0.0017770279052983,0.0068716780150112,0.0032638929173836,0.0002702097181964
2015-01-21,2015-01-21T00:00:00Z,0.9518666535871494,0.0226222641920298,0.0151702450944305,0.0068074373996373,0.0032630086566633,0.0002703910700894
2015-01-22,2015-01-22T00:00:00Z,0.9517798241400351,0.0227182180047977,0.0151595476213862,0.0067974314501057,0.0032622078944593,0.0002827708892157
2015-01-23,2015-01-23T00:00:00Z,0.9525736610938236,0.0226382787874007,0.0144567257407804,0.0067849335115586,0.0032614727257603,0.0002849281406762
2015-01-24,2015-01-24T00:00:00Z,0.9529341461649372,0.0228269049385799,0.0144850985435607,0.0062042276788924,0.0032607260388377,0.0002888966351917
2015-01-25,2015-01-25T00:00:00Z,0.9527886235884476,0.0229110497962717,0.0145416067251677,0.0062154819664489,0.0032599856157611,0.0002832523079027
2015-01-26,2015-01-26T00:00:00Z,0.9532898349173504,0.0229304883389477,0.0146481100073858,0.0055584540218158,0.0032592336902095,0.0003138790242904
2015-01-27,2015-01-27T00:00:00Z,0.9536844804402008,0.022806832063826,0.0144487313744873,0.0054887756451022,0.0032583519519214,0.000312828524462
2015-01-28,2015-01-28T00:00:00Z,0.9538987112116272,0.0228041233105682,0.0142527865096682,0.0054722958576846,0.0032573820066757,0.0003147011037757
2015-01-29,2015-01-29T00:00:00Z,0.953414814717796,0.0230447967371135,0.014505646363115,0.0054636850819772,0.0032564126314679,0.0003146444685303
2015-01-30,2015-01-30T00:00:00Z,0.953003336528206,0.0231823945290585,0.0147556315351604,0.0054812945442655,0.0032555973845897,0.0003217454787198
2015-01-31,2015-01-31T00:00:00Z,0.9535056607536664,0.0232854683342844,0.0145928411703857,0.0050433186615889,0.0032546172659706,0.000318093814104
2015-02-01,2015-02-01T00:00:00Z,0.9533014145706116,0.0234632407474476,0.0146251146895136,0.0050463355036496,0.0032537026276001,0.0003101918611773
2015-02-02,2015-02-02T00:00:00Z,0.9533425383623608,0.0234605175589318,0.0146006471142997,0.0050192293608955,0.0032527649196537,0.0003243026838582
2015-02-03,2015-02-03T00:00:00Z,0.9536181281290248,0.0231612172520984,0.0146212955922094,0.0050242334914161,0.0032520163209832,0.0003231092142678
2015-02-04,2015-02-04T00:00:00Z,0.953267601252261,0.023573342836775,0.0145560075366255,0.0050292810789062,0.0032510795846226,0.0003226877108094
2015-02-05,2015-02-05T00:00:00Z,0.9531262012991336,0.0234246011805812,0.014855712308102,0.0050207227676157,0.0032501433877565,0.0003226190568108
2015-02-06,2015-02-06T00:00:00Z,0.9531343341113676,0.0234553998710196,0.0148061111172349,0.0050328922667281,0.0032491018403345,0.0003221607933152
2015-02-07,2015-02-07T00:00:00Z,0.9532710171318504,0.0235204986854373,0.0146019787117652,0.0050359991104173,0.003248166782,0.0003223395785297
2015-02-08,2015-02-08T00:00:00Z,0.9530543112043572,0.0235768774538721,0.0147717808055288,0.0050273930405068,0.0032473909159301,0.0003222465798049
2015-02-09,2015-02-09T00:00:00Z,0.9537411759683068,0.0234660882626781,0.0146210126987841,0.0046024016347108,0.003246445096032,0.0003228763394878
2015-02-10,2015-02-10T00:00:00Z,0.9536211720140898,0.0235284175309261,0.0147069550527581,0.0045760040158439,0.0032455996119533,0.0003218517744286
2015-02-11,2015-02-11T00:00:00Z,0.953446693382286,0.0235251322201512,0.0148775558151778,0.0045840417456643,0.0032446724345784,0.0003219044021422
2015-02-12,2015-02-12T00:00:00Z,0.9533961148079776,0.0234418314814092,0.0150065111067478,0.0045901305500532,0.0032439744671047,0.0003214375867072
2015-02-13,2015-02-13T00:00:00Z,0.9530371695539702,0.0234846866999507,0.0153168125368839,0.0045967695268619,0.0032431185473629,0.00032144313497
2015-02-14,2015-02-14T00:00:00Z,0.95297404710398,0.023388068156088,0.0154871919167637,0.0045872313820627,0.0032421810716852,0.0003212803694202
2015-02-15,2015-02-15T00:00:00Z,0.9532285525290408,0.0234207708926104,0.0152027162222708,0.0045920323065385,0.0032413612249517,0.0003145668245878
2015-02-16,2015-02-16T00:00:00Z,0.9534886812286472,0.023307899623235,0.0150599331918362,0.0045884904152309,0.0032404423184664,0.0003145532225838
2015-02-17,2015-02-17T00:00:00Z,0.9534170176492897,0.0232531718091054,0.0151888200266246,0.0045867637550352,0.003239570716975,0.00031465604297
2015-02-18,2015-02-18T00:00:00Z,0.9535819964550744,0.023420609107269,0.0148666333283505,0.0045774439158164,0.0032385943784418,0.0003147228150476
2015-02-19,2015-02-19T00:00:00Z,0.9533140573804336,0.0236098337607193,0.0149400015846525,0.0045837611807786,0.003237624469293,0.0003147216241227
2015-02-20,2015-02-20T00:00:00Z,0.953244008669224,0.0235576581123915,0.0150650167712817,0.0045819826670957,0.0032367018422243,0.0003146319377825
2015-02-21,2015-02-21T00:00:00Z,0.953432134341968,0.023474145221674,0.014959496778881,0.0045833518913974,0.0032358730942941,0.0003149986717853
2015-02-22,2015-02-22T00:00:00Z,0.9532611216854556,0.023531359590119,0.0150742476422042,0.004583293768831,0.0032349922855567,0.0003149850278333
2015-02-23,2015-02-23T00:00:00Z,0.9534602665227268,0.0235611328186063,0.0148439323210728,0.0045854882754566,0.0032341877272984,0.0003149923348389
2015-02-24,2015-02-24T00:00:00Z,0.9534224971219394,0.0237012425179407,0.0147638735194202,0.0045650407490851,0.0032334360020433,0.000313910089571
2015-02-25,2015-02-25T00:00:00Z,0.9541732587177064,0.0236224842936793,0.014079763856783,0.0045781233812674,0.0032325099376225,0.000313859812941
2015-02-26,2015-02-26T00:00:00Z,0.9542114702108916,0.0235933199375378,0.0140722878887592,0.0045780655355084,0.0032316367780768,0.000313219649226
2015-02-27,2015-02-27T00:00:00Z,0.9542016659350858,0.0236026662385835,0.0140773797285581,0.0045743795462451,0.0032307524574607,0.0003131560940666
2015-02-28,2015-02-28T00:00:00Z,0.9540897824163308,0.023681951115228,0.0141073717668832,0.0045783452369532,0.0032299267529866,0.000312622711618
2015-03-01,2015-03-01T00:00:00Z,0.9540620768032522,0.0236952854638712,0.014106150504465,0.0045946904939672,0.0032291130912352,0.0003126836432088
2015-03-02,2015-03-02T00:00:00Z,0.9541893785499024,0.0235841335057838,0.0141278765217588,0.0045574396698722,0.0032281953080838,0.0003129764445987
2015-03-03,2015-03-03T00:00:00Z,0.9533197350099132,0.0236828629427155,0.0141644096805946,0.0052933064588313,0.0032272780464915,0.0003124078614536
2015-03-04,2015-03-04T00:00:00Z,0.9534446434523404,0.0235004351866652,0.0140911594947945,0.0054232874027535,0.0032264657185143,0.0003140087449318
2015-03-05,2015-03-05T00:00:00Z,0.954607447077765,0.0234072406891517,0.014089381188746,0.0043626127332656,0.0032257001837428,0.0003076181273285
2015-03-06,2015-03-06T00:00:00Z,0.953873166891427,0.0234875873250367,0.014058431561325,0.0050304799882257,0.0032248422887539,0.0003254919452314
2015-03-07,2015-03-07T00:00:00Z,0.9545436038890464,0.023507063805593,0.0140717189528734,0.0043281436111751,0.0032240311863537,0.000325438554958
2015-03-08,2015-03-08T00:00:00Z,0.9545347421279572,0.023542540679154,0.0140661054860853,0.0043080078703349,0.0032231278670232,0.0003254759694451
2015-03-09,2015-03-09T00:00:00Z,0.954576739550214,0.023537166799711,0.0140146036378442,0.00432379653379,0.003222294490142,0.0003253989882987
2015-03-10,2015-03-10T00:00:00Z,0.954371402508254,0.0238121796865149,0.0139962580347332,0.0042921943989918,0.003221415274379,0.0003065500971267
2015-03-11,2015-03-11T00:00:00Z,0.9540345551143812,0.0238083011509236,0.0142402710920145,0.0043900258617785,0.0032205249791586,0.0003063218017435
2015-03-12,2015-03-12T00:00:00Z,0.9549905849513924,0.0237345050537563,0.0134463828558963,0.004302705022685,0.0032197680373597,0.0003060540789101
2015-03-13,2015-03-13T00:00:00Z,0.9548022595253252,0.0238427759020081,0.0135125791808489,0.004317249464595,0.0032189248419907,0.000306211085232
2015-03-14,2015-03-14T00:00:00Z,0.9549950753220394,0.0236746584897031,0.0134945684531959,0.0043099528893588,0.0032181686520987,0.0003075761936038
2015-03-15,2015-03-15T00:00:00Z,0.9548717350299536,0.0237194317487294,0.0135052927020376,0.004378807229971,0.0032173435983969,0.0003073896909114
2015-03-16,2015-03-16T00:00:00Z,0.955054746521645,0.0238070600888031,0.0133040984470668,0.0043103833875265,0.0032165420284788,0.0003071695264795
2015-03-17,2015-03-17T00:00:00Z,0.9545648465056228,0.0238413861788172,0.0136671673734041,0.0044029941831646,0.0032158042453161,0.0003078015136749
2015-03-18,2015-03-18T00:00:00Z,0.954869452402394,0.0237119496177038,0.013584255136343,0.0043110149774279,0.0032149228078223,0.0003084050583087
2015-03-19,2015-03-19T00:00:00Z,0.9547172557568284,0.0238210855554557,0.0136668268880112,0.0043008883428379,0.0032141339567405,0.0002798095001262
2015-03-20,2015-03-20T00:00:00Z,0.9547446632856827,0.0239043688994762,0.0135589697395215,0.0042989054682827,0.0032133512464977,0.0002797413605388
2015-03-21,2015-03-21T00:00:00Z,0.954926472388978,0.0239490759529628,0.0136810708159702,0.0039510182301305,0.0032124826543991,0.0002798799575591
2015-03-22,2015-03-22T00:00:00Z,0.9548351969832254,0.0240308771741595,0.0136932442546228,0.0039473788793282,0.0032116662610073,0.0002816364476564
2015-03-23,2015-03-23T00:00:00Z,0.9545345940350324,0.0242673939440229,0.0137609574995284,0.0039446580916813,0.0032108330479417,0.0002815633817932
2015-03-24,2015-03-24T00:00:00Z,0.9550724371795684,0.0241799544409079,0.0138338828630483,0.003422982789354,0.0032098395039974,0.0002809032231237
2015-03-25,2015-03-25T00:00:00Z,0.9550684712936304,0.0242447211666011,0.0137599942661841,0.0034374405622639,0.0032089096906792,0.0002804630206409
2015-03-26,2015-03-26T00:00:00Z,0.9549077530293836,0.024389900639191,0.0137825891895741,0.0034313076215872,0.0032080607023445,0.0002803888179192
2015-03-27,2015-03-27T00:00:00Z,0.9545951451260316,0.0246145777123699,0.0138466485751435,0.0034597301384067,0.0032070803358455,0.0002768181122024
2015-03-28,2015-03-28T00:00:00Z,0.9547581765220672,0.0245999167031445,0.0137698637152316,0.0034431626727597,0.0032062323150998,0.0002226480716971
2015-03-29,2015-03-29T00:00:00Z,0.95465613890832,0.0246585726565381,0.0138469027417165,0.003410504522703,0.0032053561163279,0.0002225250543945
2015-03-30,2015-03-30T00:00:00Z,0.9550572313212554,0.0247248807642079,0.013709111466115,0.003081613263252,0.0032045433406175,0.000222619844552
2015-03-31,2015-03-31T00:00:00Z,0.95527655245068,0.0244776089029254,0.0137444168804042,0.0030731581655703,0.003203685222281,0.000224578378139
2015-04-01,2015-04-01T00:00:00Z,0.9556377776189732,0.0244352832694932,0.0137730370528709,0.0027286388175014,0.0032029304939132,0.000222332747248
2015-04-02,2015-04-02T00:00:00Z,0.9550848014490444,0.0244183493908426,0.0136964635407456,0.0027250880165463,0.0038523892769983,0.0002229083258225
2015-04-03,2015-04-03T00:00:00Z,0.9552992502823744,0.0242581905728964,0.0136534971996194,0.0027148970494713,0.0038513859818911,0.0002227789137469
2015-04-04,2015-04-04T00:00:00Z,0.9554294464907422,0.024097626087257,0.013684587635442,0.0027153699759485,0.00385033514421,0.0002226346664
2015-04-05,2015-04-05T00:00:00Z,0.9551695514264246,0.024322060760565,0.0137131463981294,0.0027233462998426,0.0038493191931172,0.0002225759219208
2015-04-06,2015-04-06T00:00:00Z,0.9552529422867172,0.0243274994533846,0.0136468208122762,0.0027014003483226,0.0038484546842042,0.0002228824150947
2015-04-07,2015-04-07T00:00:00Z,0.9550049958342908,0.0242982682967971,0.013630781358472,0.0030064183471882,0.0038474123011991,0.0002121238620525
2015-04-08,2015-04-08T00:00:00Z,0.9547574027816772,0.0244409523673611,0.0137493141425994,0.0029946606338065,0.0038465555013659,0.0002111145731897
2015-04-09,2015-04-09T00:00:00Z,0.9556828264168824,0.0242140189128246,0.0137815051539841,0.0022649408603036,0.0038456442852706,0.0002110643707343
2015-04-10,2015-04-10T00:00:00Z,0.9555428641555626,0.0243378146110841,0.0138005932941715,0.0022629035923563,0.0038446034239392,0.0002112209228862
2015-04-11,2015-04-11T00:00:00Z,0.9555323288620324,0.0243731173833354,0.0137481944315688,0.0022930035434295,0.0038436452342181,0.0002097105454157
2015-04-12,2015-04-12T00:00:00Z,0.9554283620096092,0.02440540884579,0.0138303507787722,0.0022841579327973,0.0038427695929146,0.0002089508401165
2015-04-13,2015-04-13T00:00:00Z,0.9547102898322968,0.0244290642832521,0.0145317505374155,0.002275950875301,0.0038417029443526,0.0002112415273816
2015-04-14,2015-04-14T00:00:00Z,0.9549163969527764,0.0244974536185207,0.0142427198367668,0.0022929824301413,0.0038406847109651,0.0002097624508294
2015-04-15,2015-04-15T00:00:00Z,0.9553952335755136,0.0245806933412309,0.01369028893801,0.0022845157707052,0.0038398513914895,0.0002094169830505
2015-04-16,2015-04-16T00:00:00Z,0.9551467110897292,0.0245579845846555,0.0139265034247222,0.0023204478482556,0.003838909219967,0.0002094438326702
2015-04-17,2015-04-17T00:00:00Z,0.955097724635004,0.024691912292176,0.0138766411867062,0.0022863111370387,0.0038380493801084,0.0002093613689664
2015-04-18,2015-04-18T00:00:00Z,0.9553094100707998,0.0247557662132472,0.0136009388213111,0.002287467439236,0.0038370535393424,0.0002093639160632
2015-04-19,2015-04-19T00:00:00Z,0.9551738215854062,0.0247211351946157,0.013751453191742,0.0023082150181324,0.0038360650307468,0.0002093099793567
2015-04-20,2015-04-20T00:00:00Z,0.9555008753926876,0.0245893868016844,0.013584263963321,0.002281206697593,0.0038350157240163,0.0002092514206975
2015-04-21,2015-04-21T00:00:00Z,0.955621268035568,0.0244757412418402,0.013572726019042,0.0022873449442882,0.0038339737992811,0.0002089459599803
2015-04-22,2015-04-22T00:00:00Z,0.9555036006873542,0.024408826522898,0.0136190495943526,0.0024270228832929,0.003832939244977,0.0002085610671252
2015-04-23,2015-04-23T00:00:00Z,0.9552484478590664,0.0243010095877136,0.0137186390521004,0.002691263986972,0.0038320548716518,0.0002085846424955
2015-04-24,2015-04-24T00:00:00Z,0.955123192204676,0.0242806100435031,0.0135740688274565,0.0029824489282946,0.0038312116957574,0.0002084683003122
2015-04-25,2015-04-25T00:00:00Z,0.954966448320148,0.0242989609367449,0.0137030649235182,0.0029935815748754,0.0038301038917382,0.000207840352975
2015-04-26,2015-04-26T00:00:00Z,0.9549982779363853,0.0242813782648783,0.0137122166327332,0.0029732142743478,0.0038291257510982,0.0002057871405572
2015-04-27,2015-04-27T00:00:00Z,0.9548664898479886,0.0244924621836234,0.0136374036921003,0.0029809931941913,0.0038281956226096,0.0001944554594864
2015-04-28,2015-04-28T00:00:00Z,0.9547800520211024,0.0245450304445027,0.0136575680405366,0.0029958024118371,0.0038271573999463,0.0001943896820748
2015-04-29,2015-04-29T00:00:00Z,0.9554128630218884,0.0243493691166349,0.0135920487577233,0.002624899919641,0.0038262960349078,0.0001945231492042
2015-04-30,2015-04-30T00:00:00Z,0.955382506688136,0.024294182917994,0.0136644820835501,0.002638948390405,0.0038253876133306,0.0001944923065839
2015-05-01,2015-05-01T00:00:00Z,0.9553901856397466,0.0243380866111497,0.0136193034097314,0.0026335905131496,0.0038243847832048,0.0001944490430176
2015-05-02,2015-05-02T00:00:00Z,0.955414607482905,0.0243709954320808,0.0135639617317272,0.0026326618521622,0.0038233892492922,0.0001943842518325
2015-05-03,2015-05-03T00:00:00Z,0.9554221945019136,0.0243439127852038,0.0135842213985131,0.0026328299338221,0.0038224348362935,0.0001944065442538
2015-05-04,2015-05-04T00:00:00Z,0.9552534473702472,0.0245209682411704,0.0135831108006165,0.0026322329529155,0.0038215688313441,0.000188671803706
2015-05-05,2015-05-05T00:00:00Z,0.95519768160964,0.0246081299125089,0.0135538884704622,0.0026311564323163,0.0038205274390541,0.0001886161360181
2015-05-06,2015-05-06T00:00:00Z,0.9553747672302516,0.0244729890979903,0.0135185129932477,0.0026257289446868,0.0038194393174291,0.0001885624163944
2015-05-07,2015-05-07T00:00:00Z,0.9552506068327808,0.0245312427581596,0.0135827276610931,0.0026309558052361,0.0038184868751686,0.0001859800675615
2015-05-08,2015-05-08T00:00:00Z,0.9552396902442376,0.0245432588586857,0.013581932283632,0.0026313601627286,0.0038174741600461,0.0001862842906697
2015-05-09,2015-05-09T00:00:00Z,0.95531067894301,0.0244442836408697,0.013622485367457,0.0026197141308475,0.003816603654573,0.0001862342632424
2015-05-10,2015-05-10T00:00:00Z,0.9552048344408172,0.0244331873010896,0.0137194226104583,0.0026406302960281,0.0038157335460151,0.0001861918055914
2015-05-11,2015-05-11T00:00:00Z,0.9541059341880268,0.0246011136297722,0.014028583170647,0.0032635183995648,0.0038146683720485,0.0001861822399406
2015-05-12,2015-05-12T00:00:00Z,0.9543240819249506,0.0246133728300056,0.0136634387990616,0.0033983250334816,0.0038136576810842,0.0001871237314164
