date,timestamp_utc,0 ~ 1 USD,1 ~ 10 USD,10 ~ 100 USD,100 ~ 1K USD,1K ~ 10K USD,10K ~ 100K USD,100K ~ 1M USD,1M ~ USD
2009-04-13,2009-04-13T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-14,2009-04-14T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-15,2009-04-15T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-16,2009-04-16T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-17,2009-04-17T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-18,2009-04-18T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-19,2009-04-19T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-20,2009-04-20T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-21,2009-04-21T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-22,2009-04-22T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-23,2009-04-23T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-24,2009-04-24T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-25,2009-04-25T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-26,2009-04-26T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-27,2009-04-27T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-28,2009-04-28T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-29,2009-04-29T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-30,2009-04-30T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,2009-05-01T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-02,2009-05-02T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-03,2009-05-03T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-04,2009-05-04T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-05,2009-05-05T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-06,2009-05-06T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-07,2009-05-07T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-08,2009-05-08T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-09,2009-05-09T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-10,2009-05-10T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-11,2009-05-11T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-12,2009-05-12T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-13,2009-05-13T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-14,2009-05-14T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-15,2009-05-15T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-16,2009-05-16T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-17,2009-05-17T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-18,2009-05-18T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-19,2009-05-19T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-20,2009-05-20T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-21,2009-05-21T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-22,2009-05-22T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-23,2009-05-23T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-24,2009-05-24T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-25,2009-05-25T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-26,2009-05-26T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-27,2009-05-27T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-28,2009-05-28T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-29,2009-05-29T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-30,2009-05-30T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-31,2009-05-31T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,2009-06-01T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-02,2009-06-02T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-03,2009-06-03T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-04,2009-06-04T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-05,2009-06-05T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-06,2009-06-06T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-07,2009-06-07T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-08,2009-06-08T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-09,2009-06-09T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-10,2009-06-10T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-11,2009-06-11T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-12,2009-06-12T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-13,2009-06-13T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-14,2009-06-14T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-15,2009-06-15T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-16,2009-06-16T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-17,2009-06-17T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-18,2009-06-18T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-19,2009-06-19T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-20,2009-06-20T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-21,2009-06-21T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-22,2009-06-22T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-23,2009-06-23T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-24,2009-06-24T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-25,2009-06-25T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-26,2009-06-26T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-27,2009-06-27T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-28,2009-06-28T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-29,2009-06-29T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-30,2009-06-30T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,2009-07-01T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-02,2009-07-02T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-03,2009-07-03T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-04,2009-07-04T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-05,2009-07-05T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-06,2009-07-06T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-07,2009-07-07T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-08,2009-07-08T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-09,2009-07-09T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-10,2009-07-10T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-11,2009-07-11T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-12,2009-07-12T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-13,2009-07-13T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-14,2009-07-14T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-15,2009-07-15T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-16,2009-07-16T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-17,2009-07-17T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-18,2009-07-18T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-19,2009-07-19T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-20,2009-07-20T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-21,2009-07-21T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-22,2009-07-22T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-23,2009-07-23T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-24,2009-07-24T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-25,2009-07-25T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-26,2009-07-26T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-27,2009-07-27T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-28,2009-07-28T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-29,2009-07-29T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-30,2009-07-30T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-31,2009-07-31T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,2009-08-01T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-02,2009-08-02T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-03,2009-08-03T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-04,2009-08-04T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-05,2009-08-05T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-06,2009-08-06T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-07,2009-08-07T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-08,2009-08-08T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-09,2009-08-09T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-10,2009-08-10T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-11,2009-08-11T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-12,2009-08-12T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-13,2009-08-13T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-14,2009-08-14T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-15,2009-08-15T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-16,2009-08-16T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-17,2009-08-17T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-18,2009-08-18T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-19,2009-08-19T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-20,2009-08-20T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-21,2009-08-21T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-22,2009-08-22T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-23,2009-08-23T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-24,2009-08-24T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-25,2009-08-25T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-26,2009-08-26T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-27,2009-08-27T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-28,2009-08-28T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-29,2009-08-29T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-30,2009-08-30T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-31,2009-08-31T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,2009-09-01T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-02,2009-09-02T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-03,2009-09-03T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-04,2009-09-04T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-05,2009-09-05T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-06,2009-09-06T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-07,2009-09-07T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-08,2009-09-08T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-09,2009-09-09T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-10,2009-09-10T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-11,2009-09-11T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-12,2009-09-12T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-13,2009-09-13T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-14,2009-09-14T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
