date,timestamp_utc,Delta Cap
2009-03-18,2009-03-18T00:00:00Z,0.0
2009-03-19,2009-03-19T00:00:00Z,0.0
2009-03-20,2009-03-20T00:00:00Z,0.0
2009-03-21,2009-03-21T00:00:00Z,0.0
2009-03-22,2009-03-22T00:00:00Z,0.0
2009-03-23,2009-03-23T00:00:00Z,0.0
2009-03-24,2009-03-24T00:00:00Z,0.0
2009-03-25,2009-03-25T00:00:00Z,0.0
2009-03-26,2009-03-26T00:00:00Z,0.0
2009-03-27,2009-03-27T00:00:00Z,0.0
2009-03-28,2009-03-28T00:00:00Z,0.0
2009-03-29,2009-03-29T00:00:00Z,0.0
2009-03-30,2009-03-30T00:00:00Z,0.0
2009-03-31,2009-03-31T00:00:00Z,0.0
2009-04-01,2009-04-01T00:00:00Z,0.0
2009-04-02,2009-04-02T00:00:00Z,0.0
2009-04-03,2009-04-03T00:00:00Z,0.0
2009-04-04,2009-04-04T00:00:00Z,0.0
2009-04-05,2009-04-05T00:00:00Z,0.0
2009-04-06,2009-04-06T00:00:00Z,0.0
2009-04-07,2009-04-07T00:00:00Z,0.0
2009-04-08,2009-04-08T00:00:00Z,0.0
2009-04-09,2009-04-09T00:00:00Z,0.0
2009-04-10,2009-04-10T00:00:00Z,0.0
2009-04-11,2009-04-11T00:00:00Z,0.0
2009-04-12,2009-04-12T00:00:00Z,0.0
2009-04-13,2009-04-13T00:00:00Z,0.0
2009-04-14,2009-04-14T00:00:00Z,0.0
2009-04-15,2009-04-15T00:00:00Z,0.0
2009-04-16,2009-04-16T00:00:00Z,0.0
2009-04-17,2009-04-17T00:00:00Z,0.0
2009-04-18,2009-04-18T00:00:00Z,0.0
2009-04-19,2009-04-19T00:00:00Z,0.0
2009-04-20,2009-04-20T00:00:00Z,0.0
2009-04-21,2009-04-21T00:00:00Z,0.0
2009-04-22,2009-04-22T00:00:00Z,0.0
2009-04-23,2009-04-23T00:00:00Z,0.0
2009-04-24,2009-04-24T00:00:00Z,0.0
2009-04-25,2009-04-25T00:00:00Z,0.0
2009-04-26,2009-04-26T00:00:00Z,0.0
2009-04-27,2009-04-27T00:00:00Z,0.0
2009-04-28,2009-04-28T00:00:00Z,0.0
2009-04-29,2009-04-29T00:00:00Z,0.0
2009-04-30,2009-04-30T00:00:00Z,0.0
2009-05-01,2009-05-01T00:00:00Z,0.0
2009-05-02,2009-05-02T00:00:00Z,0.0
2009-05-03,2009-05-03T00:00:00Z,0.0
2009-05-04,2009-05-04T00:00:00Z,0.0
2009-05-05,2009-05-05T00:00:00Z,0.0
2009-05-06,2009-05-06T00:00:00Z,0.0
2009-05-07,2009-05-07T00:00:00Z,0.0
2009-05-08,2009-05-08T00:00:00Z,0.0
2009-05-09,2009-05-09T00:00:00Z,0.0
2009-05-10,2009-05-10T00:00:00Z,0.0
2009-05-11,2009-05-11T00:00:00Z,0.0
2009-05-12,2009-05-12T00:00:00Z,0.0
2009-05-13,2009-05-13T00:00:00Z,0.0
2009-05-14,2009-05-14T00:00:00Z,0.0
2009-05-15,2009-05-15T00:00:00Z,0.0
2009-05-16,2009-05-16T00:00:00Z,0.0
2009-05-17,2009-05-17T00:00:00Z,0.0
2009-05-18,2009-05-18T00:00:00Z,0.0
2009-05-19,2009-05-19T00:00:00Z,0.0
2009-05-20,2009-05-20T00:00:00Z,0.0
2009-05-21,2009-05-21T00:00:00Z,0.0
2009-05-22,2009-05-22T00:00:00Z,0.0
2009-05-23,2009-05-23T00:00:00Z,0.0
2009-05-24,2009-05-24T00:00:00Z,0.0
2009-05-25,2009-05-25T00:00:00Z,0.0
2009-05-26,2009-05-26T00:00:00Z,0.0
2009-05-27,2009-05-27T00:00:00Z,0.0
2009-05-28,2009-05-28T00:00:00Z,0.0
2009-05-29,2009-05-29T00:00:00Z,0.0
2009-05-30,2009-05-30T00:00:00Z,0.0
2009-05-31,2009-05-31T00:00:00Z,0.0
2009-06-01,2009-06-01T00:00:00Z,0.0
2009-06-02,2009-06-02T00:00:00Z,0.0
2009-06-03,2009-06-03T00:00:00Z,0.0
2009-06-04,2009-06-04T00:00:00Z,0.0
2009-06-05,2009-06-05T00:00:00Z,0.0
2009-06-06,2009-06-06T00:00:00Z,0.0
2009-06-07,2009-06-07T00:00:00Z,0.0
2009-06-08,2009-06-08T00:00:00Z,0.0
2009-06-09,2009-06-09T00:00:00Z,0.0
2009-06-10,2009-06-10T00:00:00Z,0.0
2009-06-11,2009-06-11T00:00:00Z,0.0
2009-06-12,2009-06-12T00:00:00Z,0.0
2009-06-13,2009-06-13T00:00:00Z,0.0
2009-06-14,2009-06-14T00:00:00Z,0.0
2009-06-15,2009-06-15T00:00:00Z,0.0
2009-06-16,2009-06-16T00:00:00Z,0.0
2009-06-17,2009-06-17T00:00:00Z,0.0
2009-06-18,2009-06-18T00:00:00Z,0.0
2009-06-19,2009-06-19T00:00:00Z,0.0
2009-06-20,2009-06-20T00:00:00Z,0.0
2009-06-21,2009-06-21T00:00:00Z,0.0
2009-06-22,2009-06-22T00:00:00Z,0.0
2009-06-23,2009-06-23T00:00:00Z,0.0
2009-06-24,2009-06-24T00:00:00Z,0.0
2009-06-25,2009-06-25T00:00:00Z,0.0
2009-06-26,2009-06-26T00:00:00Z,0.0
2009-06-27,2009-06-27T00:00:00Z,0.0
2009-06-28,2009-06-28T00:00:00Z,0.0
2009-06-29,2009-06-29T00:00:00Z,0.0
2009-06-30,2009-06-30T00:00:00Z,0.0
2009-07-01,2009-07-01T00:00:00Z,0.0
2009-07-02,2009-07-02T00:00:00Z,0.0
2009-07-03,2009-07-03T00:00:00Z,0.0
2009-07-04,2009-07-04T00:00:00Z,0.0
2009-07-05,2009-07-05T00:00:00Z,0.0
2009-07-06,2009-07-06T00:00:00Z,0.0
2009-07-07,2009-07-07T00:00:00Z,0.0
2009-07-08,2009-07-08T00:00:00Z,0.0
2009-07-09,2009-07-09T00:00:00Z,0.0
2009-07-10,2009-07-10T00:00:00Z,0.0
2009-07-11,2009-07-11T00:00:00Z,0.0
2009-07-12,2009-07-12T00:00:00Z,0.0
2009-07-13,2009-07-13T00:00:00Z,0.0
2009-07-14,2009-07-14T00:00:00Z,0.0
2009-07-15,2009-07-15T00:00:00Z,0.0
2009-07-16,2009-07-16T00:00:00Z,0.0
2009-07-17,2009-07-17T00:00:00Z,0.0
2009-07-18,2009-07-18T00:00:00Z,0.0
2009-07-19,2009-07-19T00:00:00Z,0.0
2009-07-20,2009-07-20T00:00:00Z,0.0
2009-07-21,2009-07-21T00:00:00Z,0.0
2009-07-22,2009-07-22T00:00:00Z,0.0
2009-07-23,2009-07-23T00:00:00Z,0.0
2009-07-24,2009-07-24T00:00:00Z,0.0
2009-07-25,2009-07-25T00:00:00Z,0.0
2009-07-26,2009-07-26T00:00:00Z,0.0
2009-07-27,2009-07-27T00:00:00Z,0.0
2009-07-28,2009-07-28T00:00:00Z,0.0
2009-07-29,2009-07-29T00:00:00Z,0.0
2009-07-30,2009-07-30T00:00:00Z,0.0
2009-07-31,2009-07-31T00:00:00Z,0.0
2009-08-01,2009-08-01T00:00:00Z,0.0
2009-08-02,2009-08-02T00:00:00Z,0.0
2009-08-03,2009-08-03T00:00:00Z,0.0
2009-08-04,2009-08-04T00:00:00Z,0.0
2009-08-05,2009-08-05T00:00:00Z,0.0
2009-08-06,2009-08-06T00:00:00Z,0.0
2009-08-07,2009-08-07T00:00:00Z,0.0
2009-08-08,2009-08-08T00:00:00Z,0.0
2009-08-09,2009-08-09T00:00:00Z,0.0
2009-08-10,2009-08-10T00:00:00Z,0.0
2009-08-11,2009-08-11T00:00:00Z,0.0
2009-08-12,2009-08-12T00:00:00Z,0.0
2009-08-13,2009-08-13T00:00:00Z,0.0
2009-08-14,2009-08-14T00:00:00Z,0.0
2009-08-15,2009-08-15T00:00:00Z,0.0
2009-08-16,2009-08-16T00:00:00Z,0.0
2009-08-17,2009-08-17T00:00:00Z,0.0
2009-08-18,2009-08-18T00:00:00Z,0.0
2009-08-19,2009-08-19T00:00:00Z,0.0
2009-08-20,2009-08-20T00:00:00Z,0.0
2009-08-21,2009-08-21T00:00:00Z,0.0
2009-08-22,2009-08-22T00:00:00Z,0.0
2009-08-23,2009-08-23T00:00:00Z,0.0
2009-08-24,2009-08-24T00:00:00Z,0.0
2009-08-25,2009-08-25T00:00:00Z,0.0
2009-08-26,2009-08-26T00:00:00Z,0.0
2009-08-27,2009-08-27T00:00:00Z,0.0
2009-08-28,2009-08-28T00:00:00Z,0.0
2009-08-29,2009-08-29T00:00:00Z,0.0
2009-08-30,2009-08-30T00:00:00Z,0.0
2009-08-31,2009-08-31T00:00:00Z,0.0
2009-09-01,2009-09-01T00:00:00Z,0.0
2009-09-02,2009-09-02T00:00:00Z,0.0
2009-09-03,2009-09-03T00:00:00Z,0.0
2009-09-04,2009-09-04T00:00:00Z,0.0
2009-09-05,2009-09-05T00:00:00Z,0.0
2009-09-06,2009-09-06T00:00:00Z,0.0
2009-09-07,2009-09-07T00:00:00Z,0.0
2009-09-08,2009-09-08T00:00:00Z,0.0
2009-09-09,2009-09-09T00:00:00Z,0.0
2009-09-10,2009-09-10T00:00:00Z,0.0
2009-09-11,2009-09-11T00:00:00Z,0.0
2009-09-12,2009-09-12T00:00:00Z,0.0
2009-09-13,2009-09-13T00:00:00Z,0.0
2009-09-14,2009-09-14T00:00:00Z,0.0
2009-09-15,2009-09-15T00:00:00Z,0.0
2009-09-16,2009-09-16T00:00:00Z,0.0
2009-09-17,2009-09-17T00:00:00Z,0.0
2009-09-18,2009-09-18T00:00:00Z,0.0
2009-09-19,2009-09-19T00:00:00Z,0.0
2009-09-20,2009-09-20T00:00:00Z,0.0
2009-09-21,2009-09-21T00:00:00Z,0.0
2009-09-22,2009-09-22T00:00:00Z,0.0
2009-09-23,2009-09-23T00:00:00Z,0.0
2009-09-24,2009-09-24T00:00:00Z,0.0
2009-09-25,2009-09-25T00:00:00Z,0.0
2009-09-26,2009-09-26T00:00:00Z,0.0
2009-09-27,2009-09-27T00:00:00Z,0.0
2009-09-28,2009-09-28T00:00:00Z,0.0
2009-09-29,2009-09-29T00:00:00Z,0.0
2009-09-30,2009-09-30T00:00:00Z,0.0
2009-10-01,2009-10-01T00:00:00Z,0.0
2009-10-02,2009-10-02T00:00:00Z,0.0
2009-10-03,2009-10-03T00:00:00Z,0.0
2009-10-04,2009-10-04T00:00:00Z,0.0
2009-10-05,2009-10-05T00:00:00Z,-1.27859726
2009-10-06,2009-10-06T00:00:00Z,-2.65116547
2009-10-07,2009-10-07T00:00:00Z,-4.10652143
2009-10-08,2009-10-08T00:00:00Z,-5.04756741
2009-10-09,2009-10-09T00:00:00Z,-5.47926767
2009-10-10,2009-10-10T00:00:00Z,-6.07776684
2009-10-11,2009-10-11T00:00:00Z,-6.79167523
2009-10-12,2009-10-12T00:00:00Z,-2.87300752
2009-10-13,2009-10-13T00:00:00Z,-4.48346506
2009-10-14,2009-10-14T00:00:00Z,-5.4027947
2009-10-15,2009-10-15T00:00:00Z,-6.21761446
2009-10-16,2009-10-16T00:00:00Z,-5.39512462
2009-10-17,2009-10-17T00:00:00Z,-7.09135889
2009-10-18,2009-10-18T00:00:00Z,-7.68433365
2009-10-19,2009-10-19T00:00:00Z,-5.926621
2009-10-20,2009-10-20T00:00:00Z,-2.4678686
2009-10-21,2009-10-21T00:00:00Z,-2.46073393
2009-10-22,2009-10-22T00:00:00Z,-2.30990594
2009-10-23,2009-10-23T00:00:00Z,-1.9210298
2009-10-24,2009-10-24T00:00:00Z,-2.57456729
2009-10-25,2009-10-25T00:00:00Z,-2.97927717
2009-10-26,2009-10-26T00:00:00Z,-3.66784627
2009-10-27,2009-10-27T00:00:00Z,-4.90441899
2009-10-28,2009-10-28T00:00:00Z,-5.88726819
2009-10-29,2009-10-29T00:00:00Z,-8.07555851
2009-10-30,2009-10-30T00:00:00Z,-9.35835164
2009-10-31,2009-10-31T00:00:00Z,-11.4778095
2009-11-01,2009-11-01T00:00:00Z,-14.79366868
2009-11-02,2009-11-02T00:00:00Z,-17.69563637
2009-11-03,2009-11-03T00:00:00Z,-18.77714169
2009-11-04,2009-11-04T00:00:00Z,-19.14547423
2009-11-05,2009-11-05T00:00:00Z,-20.5524062
2009-11-06,2009-11-06T00:00:00Z,-21.58851649
2009-11-07,2009-11-07T00:00:00Z,-22.15074218
2009-11-08,2009-11-08T00:00:00Z,-22.42748936
2009-11-09,2009-11-09T00:00:00Z,-23.25305556
2009-11-10,2009-11-10T00:00:00Z,-23.17108886
2009-11-11,2009-11-11T00:00:00Z,-24.06708252
2009-11-12,2009-11-12T00:00:00Z,-24.79510274
2009-11-13,2009-11-13T00:00:00Z,-24.51335779
2009-11-14,2009-11-14T00:00:00Z,-24.31963329
2009-11-15,2009-11-15T00:00:00Z,-23.04703162
2009-11-16,2009-11-16T00:00:00Z,-21.72824239
2009-11-17,2009-11-17T00:00:00Z,-20.69940875
2009-11-18,2009-11-18T00:00:00Z,-20.39870248
2009-11-19,2009-11-19T00:00:00Z,-25.45878545
2009-11-20,2009-11-20T00:00:00Z,-24.74815329
2009-11-21,2009-11-21T00:00:00Z,-24.71698914
2009-11-22,2009-11-22T00:00:00Z,-22.92887771
2009-11-23,2009-11-23T00:00:00Z,-21.69239492
2009-11-24,2009-11-24T00:00:00Z,-20.62465264
2009-11-25,2009-11-25T00:00:00Z,-19.69433335
2009-11-26,2009-11-26T00:00:00Z,-19.02631454
2009-11-27,2009-11-27T00:00:00Z,-18.77638534
2009-11-28,2009-11-28T00:00:00Z,-18.63842717
2009-11-29,2009-11-29T00:00:00Z,-18.93251896
2009-11-30,2009-11-30T00:00:00Z,-18.59438292
2009-12-01,2009-12-01T00:00:00Z,-12.14308537
2009-12-02,2009-12-02T00:00:00Z,-11.02206841
2009-12-03,2009-12-03T00:00:00Z,-10.13729186
2009-12-04,2009-12-04T00:00:00Z,-11.18404714
2009-12-05,2009-12-05T00:00:00Z,-11.36106478
2009-12-06,2009-12-06T00:00:00Z,-9.91455646
2009-12-07,2009-12-07T00:00:00Z,-8.15216947
2009-12-08,2009-12-08T00:00:00Z,-6.7088173
2009-12-09,2009-12-09T00:00:00Z,-5.57758182
2009-12-10,2009-12-10T00:00:00Z,-4.13914228
2009-12-11,2009-12-11T00:00:00Z,-2.43847588
2009-12-12,2009-12-12T00:00:00Z,-1.08594214
2009-12-13,2009-12-13T00:00:00Z,0.61648911
2009-12-14,2009-12-14T00:00:00Z,-1.4980807
2009-12-15,2009-12-15T00:00:00Z,-0.06030202
2009-12-16,2009-12-16T00:00:00Z,2.33763475
2009-12-17,2009-12-17T00:00:00Z,5.83875289
2009-12-18,2009-12-18T00:00:00Z,10.94640465
2009-12-19,2009-12-19T00:00:00Z,15.29261594
2009-12-20,2009-12-20T00:00:00Z,18.89462546
2009-12-21,2009-12-21T00:00:00Z,22.49245776
2009-12-22,2009-12-22T00:00:00Z,25.70166933
2009-12-23,2009-12-23T00:00:00Z,28.65460675
2009-12-24,2009-12-24T00:00:00Z,31.60465458
2009-12-25,2009-12-25T00:00:00Z,34.37049816
2009-12-26,2009-12-26T00:00:00Z,37.94691119
2009-12-27,2009-12-27T00:00:00Z,41.29878024
2009-12-28,2009-12-28T00:00:00Z,43.69816145
2009-12-29,2009-12-29T00:00:00Z,47.17006573
2009-12-30,2009-12-30T00:00:00Z,49.71502944
2009-12-31,2009-12-31T00:00:00Z,52.27333187
2010-01-01,2010-01-01T00:00:00Z,54.72568133
2010-01-02,2010-01-02T00:00:00Z,56.88825086
2010-01-03,2010-01-03T00:00:00Z,61.23585359
2010-01-04,2010-01-04T00:00:00Z,67.4733736
2010-01-05,2010-01-05T00:00:00Z,72.24028362
2010-01-06,2010-01-06T00:00:00Z,75.74714724
2010-01-07,2010-01-07T00:00:00Z,78.9285496
2010-01-08,2010-01-08T00:00:00Z,82.07189379
2010-01-09,2010-01-09T00:00:00Z,85.1414792
2010-01-10,2010-01-10T00:00:00Z,89.60591763
2010-01-11,2010-01-11T00:00:00Z,92.9544612
2010-01-12,2010-01-12T00:00:00Z,93.11746013
2010-01-13,2010-01-13T00:00:00Z,96.64156119
2010-01-14,2010-01-14T00:00:00Z,99.43747071
2010-01-15,2010-01-15T00:00:00Z,102.13196444
2010-01-16,2010-01-16T00:00:00Z,104.25253927
2010-01-17,2010-01-17T00:00:00Z,106.58866499
2010-01-18,2010-01-18T00:00:00Z,108.70997446
2010-01-19,2010-01-19T00:00:00Z,110.79611159
2010-01-20,2010-01-20T00:00:00Z,114.10076767
2010-01-21,2010-01-21T00:00:00Z,118.01188507
2010-01-22,2010-01-22T00:00:00Z,120.41466372
2010-01-23,2010-01-23T00:00:00Z,123.78445131
2010-01-24,2010-01-24T00:00:00Z,126.93676166
2010-01-25,2010-01-25T00:00:00Z,132.12872774
2010-01-26,2010-01-26T00:00:00Z,136.74037969
2010-01-27,2010-01-27T00:00:00Z,140.2359511
2010-01-28,2010-01-28T00:00:00Z,144.19435379
2010-01-29,2010-01-29T00:00:00Z,148.86516327
2010-01-30,2010-01-30T00:00:00Z,154.02240802
2010-01-31,2010-01-31T00:00:00Z,157.53430652
2010-02-01,2010-02-01T00:00:00Z,161.72400569
2010-02-02,2010-02-02T00:00:00Z,164.51223837
2010-02-03,2010-02-03T00:00:00Z,171.77710866
2010-02-04,2010-02-04T00:00:00Z,177.56118217
2010-02-05,2010-02-05T00:00:00Z,183.17143392
2010-02-06,2010-02-06T00:00:00Z,187.61395783
2010-02-07,2010-02-07T00:00:00Z,192.94705497
2010-02-08,2010-02-08T00:00:00Z,197.4556047
2010-02-09,2010-02-09T00:00:00Z,197.07803067
2010-02-10,2010-02-10T00:00:00Z,201.51585366
2010-02-11,2010-02-11T00:00:00Z,205.10791649
2010-02-12,2010-02-12T00:00:00Z,209.20298929
2010-02-13,2010-02-13T00:00:00Z,215.0466525
2010-02-14,2010-02-14T00:00:00Z,220.02087441
2010-02-15,2010-02-15T00:00:00Z,223.85264846
2010-02-16,2010-02-16T00:00:00Z,228.35188428
2010-02-17,2010-02-17T00:00:00Z,234.42250359
2010-02-18,2010-02-18T00:00:00Z,239.37394678
2010-02-19,2010-02-19T00:00:00Z,243.74631319
2010-02-20,2010-02-20T00:00:00Z,248.68739957
2010-02-21,2010-02-21T00:00:00Z,254.16003926
2010-02-22,2010-02-22T00:00:00Z,260.95113155
2010-02-23,2010-02-23T00:00:00Z,267.37379438
2010-02-24,2010-02-24T00:00:00Z,270.99459164
2010-02-25,2010-02-25T00:00:00Z,273.9776835
2010-02-26,2010-02-26T00:00:00Z,277.59330899
2010-02-27,2010-02-27T00:00:00Z,281.20642959
2010-02-28,2010-02-28T00:00:00Z,284.24384866
2010-03-01,2010-03-01T00:00:00Z,288.67736824
2010-03-02,2010-03-02T00:00:00Z,292.85570653
2010-03-03,2010-03-03T00:00:00Z,295.74051327
2010-03-04,2010-03-04T00:00:00Z,300.78895079
2010-03-05,2010-03-05T00:00:00Z,304.35024418
2010-03-06,2010-03-06T00:00:00Z,308.1279677
2010-03-07,2010-03-07T00:00:00Z,311.9708065
2010-03-08,2010-03-08T00:00:00Z,313.93411239
2010-03-09,2010-03-09T00:00:00Z,316.5932976
2010-03-10,2010-03-10T00:00:00Z,319.82555432
2010-03-11,2010-03-11T00:00:00Z,322.0173031
2010-03-12,2010-03-12T00:00:00Z,323.78001757
2010-03-13,2010-03-13T00:00:00Z,326.69112691
2010-03-14,2010-03-14T00:00:00Z,328.59828254
2010-03-15,2010-03-15T00:00:00Z,330.86527004
2010-03-16,2010-03-16T00:00:00Z,332.95131135
2010-03-17,2010-03-17T00:00:00Z,335.28831152
2010-03-18,2010-03-18T00:00:00Z,337.7372318
2010-03-19,2010-03-19T00:00:00Z,340.65223059
2010-03-20,2010-03-20T00:00:00Z,344.96954295
2010-03-21,2010-03-21T00:00:00Z,348.95477205
2010-03-22,2010-03-22T00:00:00Z,352.79353035
2010-03-23,2010-03-23T00:00:00Z,357.67824333
2010-03-24,2010-03-24T00:00:00Z,361.22251173
2010-03-25,2010-03-25T00:00:00Z,365.41793296
2010-03-26,2010-03-26T00:00:00Z,369.88829725
2010-03-27,2010-03-27T00:00:00Z,373.67371567
2010-03-28,2010-03-28T00:00:00Z,377.79182739
2010-03-29,2010-03-29T00:00:00Z,382.18052245
2010-03-30,2010-03-30T00:00:00Z,387.2819221
2010-03-31,2010-03-31T00:00:00Z,392.16285251
2010-04-01,2010-04-01T00:00:00Z,395.5697048
2010-04-02,2010-04-02T00:00:00Z,398.54485647
2010-04-03,2010-04-03T00:00:00Z,401.69840581
2010-04-04,2010-04-04T00:00:00Z,405.23672461
2010-04-05,2010-04-05T00:00:00Z,408.18505191
2010-04-06,2010-04-06T00:00:00Z,411.40239813
2010-04-07,2010-04-07T00:00:00Z,415.78929735
2010-04-08,2010-04-08T00:00:00Z,419.73234914
2010-04-09,2010-04-09T00:00:00Z,423.87826245
2010-04-10,2010-04-10T00:00:00Z,430.56510012
2010-04-11,2010-04-11T00:00:00Z,436.01381415
2010-04-12,2010-04-12T00:00:00Z,440.64363415
2010-04-13,2010-04-13T00:00:00Z,444.76755218
2010-04-14,2010-04-14T00:00:00Z,448.56583554
2010-04-15,2010-04-15T00:00:00Z,467.93486828
2010-04-16,2010-04-16T00:00:00Z,472.61429488
2010-04-17,2010-04-17T00:00:00Z,477.87016646
2010-04-18,2010-04-18T00:00:00Z,484.02075621
2010-04-19,2010-04-19T00:00:00Z,489.6580886
2010-04-20,2010-04-20T00:00:00Z,494.08315822
2010-04-21,2010-04-21T00:00:00Z,499.24426783
2010-04-22,2010-04-22T00:00:00Z,502.25007944
2010-04-23,2010-04-23T00:00:00Z,504.93273706
2010-04-24,2010-04-24T00:00:00Z,508.24755028
2010-04-25,2010-04-25T00:00:00Z,511.06915609
2010-04-26,2010-04-26T00:00:00Z,514.25170912
2010-04-27,2010-04-27T00:00:00Z,518.00675342
2010-04-28,2010-04-28T00:00:00Z,521.75951994
2010-04-29,2010-04-29T00:00:00Z,524.3275212
2010-04-30,2010-04-30T00:00:00Z,526.7883084
2010-05-01,2010-05-01T00:00:00Z,530.64724667
2010-05-02,2010-05-02T00:00:00Z,533.50038692
2010-05-03,2010-05-03T00:00:00Z,536.49658739
2010-05-04,2010-05-04T00:00:00Z,538.66795067
2010-05-05,2010-05-05T00:00:00Z,540.87626032
2010-05-06,2010-05-06T00:00:00Z,543.51564973
2010-05-07,2010-05-07T00:00:00Z,545.54594489
2010-05-08,2010-05-08T00:00:00Z,548.36605724
2010-05-09,2010-05-09T00:00:00Z,550.80869204
2010-05-10,2010-05-10T00:00:00Z,552.6973664
2010-05-11,2010-05-11T00:00:00Z,553.97844798
2010-05-12,2010-05-12T00:00:00Z,555.79365598
2010-05-13,2010-05-13T00:00:00Z,557.68857363
2010-05-14,2010-05-14T00:00:00Z,559.27937084
2010-05-15,2010-05-15T00:00:00Z,559.85184619
2010-05-16,2010-05-16T00:00:00Z,561.2170347
2010-05-17,2010-05-17T00:00:00Z,564.05122318
2010-05-18,2010-05-18T00:00:00Z,567.39072267
2010-05-19,2010-05-19T00:00:00Z,570.58557755
2010-05-20,2010-05-20T00:00:00Z,575.17718243
2010-05-21,2010-05-21T00:00:00Z,578.79735762
2010-05-22,2010-05-22T00:00:00Z,583.09666889
2010-05-23,2010-05-23T00:00:00Z,587.96626653
2010-05-24,2010-05-24T00:00:00Z,592.00727602
2010-05-25,2010-05-25T00:00:00Z,596.83415272
2010-05-26,2010-05-26T00:00:00Z,602.12280506
2010-05-27,2010-05-27T00:00:00Z,606.29536167
2010-05-28,2010-05-28T00:00:00Z,611.57614276
2010-05-29,2010-05-29T00:00:00Z,615.53201213
2010-05-30,2010-05-30T00:00:00Z,618.15333902
2010-05-31,2010-05-31T00:00:00Z,620.52398825
2010-06-01,2010-06-01T00:00:00Z,622.64444386
