Datetime,Miners' Position Index (MPI)
2026-04-10T00:00:00Z,-1.1524770568307883
2026-04-09T00:00:00Z,-1.144480990905522
2026-04-08T00:00:00Z,-0.7946082475509931
2026-04-07T00:00:00Z,-0.8842060426522681
2026-04-06T00:00:00Z,-1.0431850320873823
2026-04-05T00:00:00Z,-1.5551867577055112
2026-04-04T00:00:00Z,-1.6361399549115718
2026-04-03T00:00:00Z,-1.2396489993755178
2026-04-02T00:00:00Z,-0.9917944508229076
2026-04-01T00:00:00Z,-1.0884761791539774
2026-03-31T00:00:00Z,-0.9528944658422573
2026-03-30T00:00:00Z,-0.9066354197688731
2026-03-29T00:00:00Z,-1.3430782647583661
2026-03-28T00:00:00Z,-1.6847883568394924
2026-03-27T00:00:00Z,0.30498301626386337
2026-03-26T00:00:00Z,-0.7192239415290695
2026-03-25T00:00:00Z,-0.7854548198524697
2026-03-24T00:00:00Z,-1.173558713699122
2026-03-23T00:00:00Z,-1.1430392367555386
2026-03-22T00:00:00Z,-1.577282273655216
2026-03-21T00:00:00Z,-1.540957056675758
2026-03-20T00:00:00Z,-1.0909261664191454
2026-03-19T00:00:00Z,-1.1155826905531323
2026-03-18T00:00:00Z,-0.6921568050737664
2026-03-17T00:00:00Z,-1.0699473459182975
2026-03-16T00:00:00Z,-0.48119593461247795
2026-03-15T00:00:00Z,-1.6384363231702495
2026-03-14T00:00:00Z,-1.6200379170292845
2026-03-13T00:00:00Z,-0.9184353736118119
2026-03-12T00:00:00Z,-0.9865485028072939
2026-03-11T00:00:00Z,-0.9514286249148066
2026-03-10T00:00:00Z,-1.0056368213919529
2026-03-09T00:00:00Z,-0.7223747500270333
2026-03-08T00:00:00Z,-1.6551510999931656
2026-03-07T00:00:00Z,-1.7335780752312568
2026-03-06T00:00:00Z,-0.6441760648253896
2026-03-05T00:00:00Z,-0.3806799254726234
2026-03-04T00:00:00Z,-0.2994194774592477
2026-03-03T00:00:00Z,-0.6405493725740499
2026-03-02T00:00:00Z,-0.9272956582650203
2026-03-01T00:00:00Z,-1.5616639295583326
2026-02-28T00:00:00Z,-1.4763577454570047
2026-02-27T00:00:00Z,-0.8213170648556272
2026-02-26T00:00:00Z,-1.2730801472041786
2026-02-25T00:00:00Z,-0.8053465378768218
2026-02-24T00:00:00Z,-1.0054801766471284
2026-02-23T00:00:00Z,-1.0348326007820252
2026-02-22T00:00:00Z,-1.5894140575530902
2026-02-21T00:00:00Z,-1.7078533779414735
2026-02-20T00:00:00Z,-0.195127518195341
2026-02-19T00:00:00Z,-1.3733221372858126
2026-02-18T00:00:00Z,-1.3033275530141322
2026-02-17T00:00:00Z,-1.1145671564627209
2026-02-16T00:00:00Z,-1.3005602451873595
2026-02-15T00:00:00Z,-1.5778229596343987
2026-02-14T00:00:00Z,-1.3116859064249022
2026-02-13T00:00:00Z,-0.298551368615158
2026-02-12T00:00:00Z,-0.09319530970891161
2026-02-11T00:00:00Z,0.08383086364910912
2026-02-10T00:00:00Z,-1.157008558303477
2026-02-09T00:00:00Z,0.01068593758395418
2026-02-08T00:00:00Z,-1.316157080487605
2026-02-07T00:00:00Z,-1.0749516756865658
2026-02-06T00:00:00Z,1.8792237644965537
2026-02-05T00:00:00Z,2.957296441306928
2026-02-04T00:00:00Z,0.9904343913993798
2026-02-03T00:00:00Z,1.1334849459890453
2026-02-02T00:00:00Z,0.4642346734634116
2026-02-01T00:00:00Z,0.09727334388720463
2026-01-31T00:00:00Z,0.104501609517971
2026-01-30T00:00:00Z,0.1153726808591014
2026-01-29T00:00:00Z,0.11440745856898543
2026-01-28T00:00:00Z,-0.5257646638031063
2026-01-27T00:00:00Z,-0.4266665393303328
2026-01-26T00:00:00Z,-0.32329131332616345
2026-01-25T00:00:00Z,-1.3194515476062145
2026-01-24T00:00:00Z,-1.5519654875135998
2026-01-23T00:00:00Z,-0.5444386567137
2026-01-22T00:00:00Z,-0.5191028414930708
2026-01-21T00:00:00Z,0.49831850166438063
2026-01-20T00:00:00Z,0.38419929245323653
2026-01-19T00:00:00Z,-0.7911121063826844
2026-01-18T00:00:00Z,-1.620999497692669
