date,timestamp_utc,Active Sending Addresses
2022-03-02,2022-03-02T00:00:00Z,21140
2022-03-03,2022-03-03T00:00:00Z,20889
2022-03-04,2022-03-04T00:00:00Z,20866
2022-03-05,2022-03-05T00:00:00Z,16350
2022-03-06,2022-03-06T00:00:00Z,19905
2022-03-07,2022-03-07T00:00:00Z,23605
2022-03-08,2022-03-08T00:00:00Z,20447
2022-03-09,2022-03-09T00:00:00Z,23336
2022-03-10,2022-03-10T00:00:00Z,19090
2022-03-11,2022-03-11T00:00:00Z,20925
2022-03-12,2022-03-12T00:00:00Z,18482
2022-03-13,2022-03-13T00:00:00Z,14413
2022-03-14,2022-03-14T00:00:00Z,19740
2022-03-15,2022-03-15T00:00:00Z,21651
2022-03-16,2022-03-16T00:00:00Z,21670
2022-03-17,2022-03-17T00:00:00Z,20872
2022-03-18,2022-03-18T00:00:00Z,27175
2022-03-19,2022-03-19T00:00:00Z,18488
2022-03-20,2022-03-20T00:00:00Z,16443
2022-03-21,2022-03-21T00:00:00Z,18815
2022-03-22,2022-03-22T00:00:00Z,22725
2022-03-23,2022-03-23T00:00:00Z,20907
2022-03-24,2022-03-24T00:00:00Z,21204
2022-03-25,2022-03-25T00:00:00Z,20854
2022-03-26,2022-03-26T00:00:00Z,18643
2022-03-27,2022-03-27T00:00:00Z,17008
2022-03-28,2022-03-28T00:00:00Z,22358
2022-03-29,2022-03-29T00:00:00Z,38157
2022-03-30,2022-03-30T00:00:00Z,23762
2022-03-31,2022-03-31T00:00:00Z,21769
2022-04-01,2022-04-01T00:00:00Z,22873
2022-04-02,2022-04-02T00:00:00Z,19548
2022-04-03,2022-04-03T00:00:00Z,16159
2022-04-04,2022-04-04T00:00:00Z,19938
2022-04-05,2022-04-05T00:00:00Z,18969
2022-04-06,2022-04-06T00:00:00Z,20358
2022-04-07,2022-04-07T00:00:00Z,20394
2022-04-08,2022-04-08T00:00:00Z,18035
2022-04-09,2022-04-09T00:00:00Z,15507
2022-04-10,2022-04-10T00:00:00Z,14683
2022-04-11,2022-04-11T00:00:00Z,21813
2022-04-12,2022-04-12T00:00:00Z,23371
2022-04-13,2022-04-13T00:00:00Z,18479
2022-04-14,2022-04-14T00:00:00Z,18255
2022-04-15,2022-04-15T00:00:00Z,18083
2022-04-16,2022-04-16T00:00:00Z,14742
2022-04-17,2022-04-17T00:00:00Z,13335
2022-04-18,2022-04-18T00:00:00Z,19301
2022-04-19,2022-04-19T00:00:00Z,19219
2022-04-20,2022-04-20T00:00:00Z,17471
2022-04-21,2022-04-21T00:00:00Z,17466
2022-04-22,2022-04-22T00:00:00Z,17152
2022-04-23,2022-04-23T00:00:00Z,14103
2022-04-24,2022-04-24T00:00:00Z,12873
2022-04-25,2022-04-25T00:00:00Z,18984
2022-04-26,2022-04-26T00:00:00Z,18483
2022-04-27,2022-04-27T00:00:00Z,18732
2022-04-28,2022-04-28T00:00:00Z,19197
2022-04-29,2022-04-29T00:00:00Z,20665
2022-04-30,2022-04-30T00:00:00Z,18255
2022-05-01,2022-05-01T00:00:00Z,15178
2022-05-02,2022-05-02T00:00:00Z,19536
2022-05-03,2022-05-03T00:00:00Z,18716
2022-05-04,2022-05-04T00:00:00Z,20848
2022-05-05,2022-05-05T00:00:00Z,48349
2022-05-06,2022-05-06T00:00:00Z,22501
2022-05-07,2022-05-07T00:00:00Z,17967
2022-05-08,2022-05-08T00:00:00Z,27774
2022-05-09,2022-05-09T00:00:00Z,28056
2022-05-10,2022-05-10T00:00:00Z,29941
2022-05-11,2022-05-11T00:00:00Z,31714
2022-05-12,2022-05-12T00:00:00Z,42927
2022-05-13,2022-05-13T00:00:00Z,34911
2022-05-14,2022-05-14T00:00:00Z,25401
2022-05-15,2022-05-15T00:00:00Z,24044
2022-05-16,2022-05-16T00:00:00Z,25601
2022-05-17,2022-05-17T00:00:00Z,23077
2022-05-18,2022-05-18T00:00:00Z,27805
2022-05-19,2022-05-19T00:00:00Z,23019
2022-05-20,2022-05-20T00:00:00Z,21521
2022-05-21,2022-05-21T00:00:00Z,16077
2022-05-22,2022-05-22T00:00:00Z,17476
2022-05-23,2022-05-23T00:00:00Z,22048
2022-05-24,2022-05-24T00:00:00Z,20826
2022-05-25,2022-05-25T00:00:00Z,19130
2022-05-26,2022-05-26T00:00:00Z,19804
2022-05-27,2022-05-27T00:00:00Z,21696
2022-05-28,2022-05-28T00:00:00Z,17624
2022-05-29,2022-05-29T00:00:00Z,15679
2022-05-30,2022-05-30T00:00:00Z,20037
2022-05-31,2022-05-31T00:00:00Z,21439
2022-06-01,2022-06-01T00:00:00Z,21862
2022-06-02,2022-06-02T00:00:00Z,19535
2022-06-03,2022-06-03T00:00:00Z,18306
2022-06-04,2022-06-04T00:00:00Z,13685
2022-06-05,2022-06-05T00:00:00Z,13562
2022-06-06,2022-06-06T00:00:00Z,19232
2022-06-07,2022-06-07T00:00:00Z,19872
2022-06-08,2022-06-08T00:00:00Z,16499
2022-06-09,2022-06-09T00:00:00Z,17182
2022-06-10,2022-06-10T00:00:00Z,24325
2022-06-11,2022-06-11T00:00:00Z,20179
2022-06-12,2022-06-12T00:00:00Z,20907
2022-06-13,2022-06-13T00:00:00Z,37446
2022-06-14,2022-06-14T00:00:00Z,31823
2022-06-15,2022-06-15T00:00:00Z,32052
2022-06-16,2022-06-16T00:00:00Z,25980
2022-06-17,2022-06-17T00:00:00Z,34378
2022-06-18,2022-06-18T00:00:00Z,31083
2022-06-19,2022-06-19T00:00:00Z,25111
2022-06-20,2022-06-20T00:00:00Z,22112
2022-06-21,2022-06-21T00:00:00Z,23274
2022-06-22,2022-06-22T00:00:00Z,20849
2022-06-23,2022-06-23T00:00:00Z,21857
2022-06-24,2022-06-24T00:00:00Z,22250
2022-06-25,2022-06-25T00:00:00Z,16482
2022-06-26,2022-06-26T00:00:00Z,14757
2022-06-27,2022-06-27T00:00:00Z,22299
2022-06-28,2022-06-28T00:00:00Z,24436
2022-06-29,2022-06-29T00:00:00Z,21695
2022-06-30,2022-06-30T00:00:00Z,24627
2022-07-01,2022-07-01T00:00:00Z,30532
2022-07-02,2022-07-02T00:00:00Z,22004
2022-07-03,2022-07-03T00:00:00Z,18480
2022-07-04,2022-07-04T00:00:00Z,23783
2022-07-05,2022-07-05T00:00:00Z,22584
2022-07-06,2022-07-06T00:00:00Z,23104
2022-07-07,2022-07-07T00:00:00Z,21867
2022-07-08,2022-07-08T00:00:00Z,20764
2022-07-09,2022-07-09T00:00:00Z,16574
2022-07-10,2022-07-10T00:00:00Z,15520
2022-07-11,2022-07-11T00:00:00Z,20118
2022-07-12,2022-07-12T00:00:00Z,21780
2022-07-13,2022-07-13T00:00:00Z,21191
2022-07-14,2022-07-14T00:00:00Z,19897
2022-07-15,2022-07-15T00:00:00Z,20336
2022-07-16,2022-07-16T00:00:00Z,18092
2022-07-17,2022-07-17T00:00:00Z,15672
2022-07-18,2022-07-18T00:00:00Z,27260
2022-07-19,2022-07-19T00:00:00Z,26079
2022-07-20,2022-07-20T00:00:00Z,24613
2022-07-21,2022-07-21T00:00:00Z,22814
2022-07-22,2022-07-22T00:00:00Z,22047
2022-07-23,2022-07-23T00:00:00Z,17075
2022-07-24,2022-07-24T00:00:00Z,17265
2022-07-25,2022-07-25T00:00:00Z,22286
2022-07-26,2022-07-26T00:00:00Z,25470
2022-07-27,2022-07-27T00:00:00Z,24084
2022-07-28,2022-07-28T00:00:00Z,27037
2022-07-29,2022-07-29T00:00:00Z,25740
2022-07-30,2022-07-30T00:00:00Z,21428
2022-07-31,2022-07-31T00:00:00Z,18607
2022-08-01,2022-08-01T00:00:00Z,57422
2022-08-02,2022-08-02T00:00:00Z,25964
2022-08-03,2022-08-03T00:00:00Z,24801
2022-08-04,2022-08-04T00:00:00Z,22429
2022-08-05,2022-08-05T00:00:00Z,22940
2022-08-06,2022-08-06T00:00:00Z,19393
2022-08-07,2022-08-07T00:00:00Z,17823
2022-08-08,2022-08-08T00:00:00Z,26050
2022-08-09,2022-08-09T00:00:00Z,24188
2022-08-10,2022-08-10T00:00:00Z,23520
2022-08-11,2022-08-11T00:00:00Z,23556
2022-08-12,2022-08-12T00:00:00Z,20690
2022-08-13,2022-08-13T00:00:00Z,20092
2022-08-14,2022-08-14T00:00:00Z,18811
2022-08-15,2022-08-15T00:00:00Z,22942
2022-08-16,2022-08-16T00:00:00Z,23127
2022-08-17,2022-08-17T00:00:00Z,22331
2022-08-18,2022-08-18T00:00:00Z,20461
2022-08-19,2022-08-19T00:00:00Z,25119
2022-08-20,2022-08-20T00:00:00Z,18845
2022-08-21,2022-08-21T00:00:00Z,18219
2022-08-22,2022-08-22T00:00:00Z,21025
2022-08-23,2022-08-23T00:00:00Z,20509
2022-08-24,2022-08-24T00:00:00Z,20264
2022-08-25,2022-08-25T00:00:00Z,19934
2022-08-26,2022-08-26T00:00:00Z,21277
2022-08-27,2022-08-27T00:00:00Z,20237
2022-08-28,2022-08-28T00:00:00Z,17314
2022-08-29,2022-08-29T00:00:00Z,22579
2022-08-30,2022-08-30T00:00:00Z,21968
2022-08-31,2022-08-31T00:00:00Z,23030
2022-09-01,2022-09-01T00:00:00Z,33331
2022-09-02,2022-09-02T00:00:00Z,25182
2022-09-03,2022-09-03T00:00:00Z,17542
2022-09-04,2022-09-04T00:00:00Z,15928
2022-09-05,2022-09-05T00:00:00Z,21549
2022-09-06,2022-09-06T00:00:00Z,25000
2022-09-07,2022-09-07T00:00:00Z,24104
2022-09-08,2022-09-08T00:00:00Z,21434
2022-09-09,2022-09-09T00:00:00Z,22601
2022-09-10,2022-09-10T00:00:00Z,17313
2022-09-11,2022-09-11T00:00:00Z,16715
2022-09-12,2022-09-12T00:00:00Z,20361
2022-09-13,2022-09-13T00:00:00Z,23779
2022-09-14,2022-09-14T00:00:00Z,25137
2022-09-15,2022-09-15T00:00:00Z,26729
2022-09-16,2022-09-16T00:00:00Z,22934
2022-09-17,2022-09-17T00:00:00Z,18301
2022-09-18,2022-09-18T00:00:00Z,20562
2022-09-19,2022-09-19T00:00:00Z,26627
2022-09-20,2022-09-20T00:00:00Z,24918
2022-09-21,2022-09-21T00:00:00Z,24656
2022-09-22,2022-09-22T00:00:00Z,23128
2022-09-23,2022-09-23T00:00:00Z,22586
2022-09-24,2022-09-24T00:00:00Z,18133
2022-09-25,2022-09-25T00:00:00Z,16483
2022-09-26,2022-09-26T00:00:00Z,22459
2022-09-27,2022-09-27T00:00:00Z,26006
2022-09-28,2022-09-28T00:00:00Z,22263
2022-09-29,2022-09-29T00:00:00Z,23503
2022-09-30,2022-09-30T00:00:00Z,23671
2022-10-01,2022-10-01T00:00:00Z,19126
2022-10-02,2022-10-02T00:00:00Z,18432
2022-10-03,2022-10-03T00:00:00Z,21945
2022-10-04,2022-10-04T00:00:00Z,21737
2022-10-05,2022-10-05T00:00:00Z,19156
2022-10-06,2022-10-06T00:00:00Z,20943
2022-10-07,2022-10-07T00:00:00Z,18575
2022-10-08,2022-10-08T00:00:00Z,13887
2022-10-09,2022-10-09T00:00:00Z,11689
2022-10-10,2022-10-10T00:00:00Z,17493
2022-10-11,2022-10-11T00:00:00Z,18557
2022-10-12,2022-10-12T00:00:00Z,17535
2022-10-13,2022-10-13T00:00:00Z,20275
2022-10-14,2022-10-14T00:00:00Z,17031
2022-10-15,2022-10-15T00:00:00Z,12642
2022-10-16,2022-10-16T00:00:00Z,12369
2022-10-17,2022-10-17T00:00:00Z,20444
2022-10-18,2022-10-18T00:00:00Z,17901
2022-10-19,2022-10-19T00:00:00Z,16756
2022-10-20,2022-10-20T00:00:00Z,16856
2022-10-21,2022-10-21T00:00:00Z,17186
2022-10-22,2022-10-22T00:00:00Z,13358
2022-10-23,2022-10-23T00:00:00Z,14231
2022-10-24,2022-10-24T00:00:00Z,22634
2022-10-25,2022-10-25T00:00:00Z,20721
2022-10-26,2022-10-26T00:00:00Z,25416
2022-10-27,2022-10-27T00:00:00Z,25509
2022-10-28,2022-10-28T00:00:00Z,22345
2022-10-29,2022-10-29T00:00:00Z,18407
2022-10-30,2022-10-30T00:00:00Z,18842
2022-10-31,2022-10-31T00:00:00Z,24392
2022-11-01,2022-11-01T00:00:00Z,23531
2022-11-02,2022-11-02T00:00:00Z,22518
2022-11-03,2022-11-03T00:00:00Z,22224
2022-11-04,2022-11-04T00:00:00Z,23814
2022-11-05,2022-11-05T00:00:00Z,18134
2022-11-06,2022-11-06T00:00:00Z,17631
2022-11-07,2022-11-07T00:00:00Z,25226
2022-11-08,2022-11-08T00:00:00Z,34820
2022-11-09,2022-11-09T00:00:00Z,68819
2022-11-10,2022-11-10T00:00:00Z,45265
2022-11-11,2022-11-11T00:00:00Z,30238
2022-11-12,2022-11-12T00:00:00Z,23415
2022-11-13,2022-11-13T00:00:00Z,25924
2022-11-14,2022-11-14T00:00:00Z,52037
2022-11-15,2022-11-15T00:00:00Z,45339
2022-11-16,2022-11-16T00:00:00Z,27295
2022-11-17,2022-11-17T00:00:00Z,28095
2022-11-18,2022-11-18T00:00:00Z,25997
2022-11-19,2022-11-19T00:00:00Z,19482
2022-11-20,2022-11-20T00:00:00Z,23084
2022-11-21,2022-11-21T00:00:00Z,31151
2022-11-22,2022-11-22T00:00:00Z,27710
2022-11-23,2022-11-23T00:00:00Z,25036
2022-11-24,2022-11-24T00:00:00Z,34302
2022-11-25,2022-11-25T00:00:00Z,21031
2022-11-26,2022-11-26T00:00:00Z,22342
2022-11-27,2022-11-27T00:00:00Z,17707
2022-11-28,2022-11-28T00:00:00Z,24277
2022-11-29,2022-11-29T00:00:00Z,23597
2022-11-30,2022-11-30T00:00:00Z,29460
2022-12-01,2022-12-01T00:00:00Z,26675
2022-12-02,2022-12-02T00:00:00Z,24297
2022-12-03,2022-12-03T00:00:00Z,16957
2022-12-04,2022-12-04T00:00:00Z,15674
2022-12-05,2022-12-05T00:00:00Z,23760
2022-12-06,2022-12-06T00:00:00Z,22347
2022-12-07,2022-12-07T00:00:00Z,21133
2022-12-08,2022-12-08T00:00:00Z,20848
2022-12-09,2022-12-09T00:00:00Z,18692
2022-12-10,2022-12-10T00:00:00Z,15223
2022-12-11,2022-12-11T00:00:00Z,14970
2022-12-12,2022-12-12T00:00:00Z,23458
2022-12-13,2022-12-13T00:00:00Z,28258
2022-12-14,2022-12-14T00:00:00Z,23662
2022-12-15,2022-12-15T00:00:00Z,24099
2022-12-16,2022-12-16T00:00:00Z,26479
2022-12-17,2022-12-17T00:00:00Z,23488
2022-12-18,2022-12-18T00:00:00Z,15750
2022-12-19,2022-12-19T00:00:00Z,23588
2022-12-20,2022-12-20T00:00:00Z,22168
2022-12-21,2022-12-21T00:00:00Z,22928
2022-12-22,2022-12-22T00:00:00Z,21741
2022-12-23,2022-12-23T00:00:00Z,22033
2022-12-24,2022-12-24T00:00:00Z,21155
2022-12-25,2022-12-25T00:00:00Z,17713
2022-12-26,2022-12-26T00:00:00Z,18749
2022-12-27,2022-12-27T00:00:00Z,21011
2022-12-28,2022-12-28T00:00:00Z,21472
2022-12-29,2022-12-29T00:00:00Z,22497
2022-12-30,2022-12-30T00:00:00Z,24338
2022-12-31,2022-12-31T00:00:00Z,23699
2023-01-01,2023-01-01T00:00:00Z,18986
2023-01-02,2023-01-02T00:00:00Z,23848
2023-01-03,2023-01-03T00:00:00Z,27527
2023-01-04,2023-01-04T00:00:00Z,24776
2023-01-05,2023-01-05T00:00:00Z,23541
2023-01-06,2023-01-06T00:00:00Z,27186
2023-01-07,2023-01-07T00:00:00Z,24595
2023-01-08,2023-01-08T00:00:00Z,19055
2023-01-09,2023-01-09T00:00:00Z,26993
2023-01-10,2023-01-10T00:00:00Z,26126
2023-01-11,2023-01-11T00:00:00Z,25153
2023-01-12,2023-01-12T00:00:00Z,30200
2023-01-13,2023-01-13T00:00:00Z,28196
2023-01-14,2023-01-14T00:00:00Z,28027
2023-01-15,2023-01-15T00:00:00Z,21955
2023-01-16,2023-01-16T00:00:00Z,25983
2023-01-17,2023-01-17T00:00:00Z,26869
2023-01-18,2023-01-18T00:00:00Z,28360
2023-01-19,2023-01-19T00:00:00Z,28530
2023-01-20,2023-01-20T00:00:00Z,31415
2023-01-21,2023-01-21T00:00:00Z,26527
2023-01-22,2023-01-22T00:00:00Z,21370
2023-01-23,2023-01-23T00:00:00Z,23151
2023-01-24,2023-01-24T00:00:00Z,22099
2023-01-25,2023-01-25T00:00:00Z,25804
2023-01-26,2023-01-26T00:00:00Z,34248
2023-01-27,2023-01-27T00:00:00Z,32939
2023-01-28,2023-01-28T00:00:00Z,20191
2023-01-29,2023-01-29T00:00:00Z,18920
2023-01-30,2023-01-30T00:00:00Z,26778
2023-01-31,2023-01-31T00:00:00Z,27736
2023-02-01,2023-02-01T00:00:00Z,28769
2023-02-02,2023-02-02T00:00:00Z,30541
2023-02-03,2023-02-03T00:00:00Z,25836
2023-02-04,2023-02-04T00:00:00Z,21917
2023-02-05,2023-02-05T00:00:00Z,20905
2023-02-06,2023-02-06T00:00:00Z,24587
2023-02-07,2023-02-07T00:00:00Z,28238
2023-02-08,2023-02-08T00:00:00Z,26031
2023-02-09,2023-02-09T00:00:00Z,26670
2023-02-10,2023-02-10T00:00:00Z,28398
2023-02-11,2023-02-11T00:00:00Z,21875
2023-02-12,2023-02-12T00:00:00Z,19233
2023-02-13,2023-02-13T00:00:00Z,25537
2023-02-14,2023-02-14T00:00:00Z,32561
2023-02-15,2023-02-15T00:00:00Z,27235
2023-02-16,2023-02-16T00:00:00Z,28120
2023-02-17,2023-02-17T00:00:00Z,25157
2023-02-18,2023-02-18T00:00:00Z,20558
2023-02-19,2023-02-19T00:00:00Z,20355
2023-02-20,2023-02-20T00:00:00Z,25927
2023-02-21,2023-02-21T00:00:00Z,26498
2023-02-22,2023-02-22T00:00:00Z,26415
2023-02-23,2023-02-23T00:00:00Z,24740
2023-02-24,2023-02-24T00:00:00Z,22896
2023-02-25,2023-02-25T00:00:00Z,17967
2023-02-26,2023-02-26T00:00:00Z,17310
2023-02-27,2023-02-27T00:00:00Z,23286
2023-02-28,2023-02-28T00:00:00Z,25433
2023-03-01,2023-03-01T00:00:00Z,24777
2023-03-02,2023-03-02T00:00:00Z,24247
2023-03-03,2023-03-03T00:00:00Z,26639
2023-03-04,2023-03-04T00:00:00Z,16720
2023-03-05,2023-03-05T00:00:00Z,16301
2023-03-06,2023-03-06T00:00:00Z,22454
2023-03-07,2023-03-07T00:00:00Z,22952
2023-03-08,2023-03-08T00:00:00Z,21895
2023-03-09,2023-03-09T00:00:00Z,26755
2023-03-10,2023-03-10T00:00:00Z,46012
2023-03-11,2023-03-11T00:00:00Z,95631
2023-03-12,2023-03-12T00:00:00Z,34076
2023-03-13,2023-03-13T00:00:00Z,34634
2023-03-14,2023-03-14T00:00:00Z,27623
2023-03-15,2023-03-15T00:00:00Z,21107
2023-03-16,2023-03-16T00:00:00Z,20887
2023-03-17,2023-03-17T00:00:00Z,20939
2023-03-18,2023-03-18T00:00:00Z,16926
2023-03-19,2023-03-19T00:00:00Z,17241
2023-03-20,2023-03-20T00:00:00Z,21476
2023-03-21,2023-03-21T00:00:00Z,22384
2023-03-22,2023-03-22T00:00:00Z,21814
2023-03-23,2023-03-23T00:00:00Z,23022
2023-03-24,2023-03-24T00:00:00Z,20806
2023-03-25,2023-03-25T00:00:00Z,16520
2023-03-26,2023-03-26T00:00:00Z,16479
2023-03-27,2023-03-27T00:00:00Z,21143
2023-03-28,2023-03-28T00:00:00Z,25629
2023-03-29,2023-03-29T00:00:00Z,21273
2023-03-30,2023-03-30T00:00:00Z,19817
2023-03-31,2023-03-31T00:00:00Z,24387
2023-04-01,2023-04-01T00:00:00Z,16935
2023-04-02,2023-04-02T00:00:00Z,15005
2023-04-03,2023-04-03T00:00:00Z,20230
2023-04-04,2023-04-04T00:00:00Z,19122
2023-04-05,2023-04-05T00:00:00Z,18633
2023-04-06,2023-04-06T00:00:00Z,18230
2023-04-07,2023-04-07T00:00:00Z,16994
2023-04-08,2023-04-08T00:00:00Z,13262
2023-04-09,2023-04-09T00:00:00Z,12952
2023-04-10,2023-04-10T00:00:00Z,18986
2023-04-11,2023-04-11T00:00:00Z,21528
2023-04-12,2023-04-12T00:00:00Z,19531
2023-04-13,2023-04-13T00:00:00Z,17217
2023-04-14,2023-04-14T00:00:00Z,20781
2023-04-15,2023-04-15T00:00:00Z,14663
2023-04-16,2023-04-16T00:00:00Z,14053
2023-04-17,2023-04-17T00:00:00Z,18389
2023-04-18,2023-04-18T00:00:00Z,16896
2023-04-19,2023-04-19T00:00:00Z,16704
2023-04-20,2023-04-20T00:00:00Z,16871
2023-04-21,2023-04-21T00:00:00Z,24107
2023-04-22,2023-04-22T00:00:00Z,13497
2023-04-23,2023-04-23T00:00:00Z,11392
2023-04-24,2023-04-24T00:00:00Z,15508
2023-04-25,2023-04-25T00:00:00Z,16875
2023-04-26,2023-04-26T00:00:00Z,17528
2023-04-27,2023-04-27T00:00:00Z,17005
2023-04-28,2023-04-28T00:00:00Z,15911
2023-04-29,2023-04-29T00:00:00Z,12367
2023-04-30,2023-04-30T00:00:00Z,12509
2023-05-01,2023-05-01T00:00:00Z,16668
2023-05-02,2023-05-02T00:00:00Z,17788
2023-05-03,2023-05-03T00:00:00Z,17197
2023-05-04,2023-05-04T00:00:00Z,16083
2023-05-05,2023-05-05T00:00:00Z,14762
2023-05-06,2023-05-06T00:00:00Z,12172
2023-05-07,2023-05-07T00:00:00Z,10657
2023-05-08,2023-05-08T00:00:00Z,17112
2023-05-09,2023-05-09T00:00:00Z,15667
2023-05-10,2023-05-10T00:00:00Z,15152
2023-05-11,2023-05-11T00:00:00Z,14043
2023-05-12,2023-05-12T00:00:00Z,17186
2023-05-13,2023-05-13T00:00:00Z,13687
2023-05-14,2023-05-14T00:00:00Z,10995
2023-05-15,2023-05-15T00:00:00Z,14183
2023-05-16,2023-05-16T00:00:00Z,16738
2023-05-17,2023-05-17T00:00:00Z,22045
2023-05-18,2023-05-18T00:00:00Z,17144
2023-05-19,2023-05-19T00:00:00Z,15151
2023-05-20,2023-05-20T00:00:00Z,11979
2023-05-21,2023-05-21T00:00:00Z,11837
2023-05-22,2023-05-22T00:00:00Z,18196
2023-05-23,2023-05-23T00:00:00Z,17676
2023-05-24,2023-05-24T00:00:00Z,17334
2023-05-25,2023-05-25T00:00:00Z,16010
2023-05-26,2023-05-26T00:00:00Z,14940
2023-05-27,2023-05-27T00:00:00Z,11289
2023-05-28,2023-05-28T00:00:00Z,10742
2023-05-29,2023-05-29T00:00:00Z,13205
2023-05-30,2023-05-30T00:00:00Z,21394
2023-05-31,2023-05-31T00:00:00Z,17052
2023-06-01,2023-06-01T00:00:00Z,16144
2023-06-02,2023-06-02T00:00:00Z,16307
2023-06-03,2023-06-03T00:00:00Z,12465
2023-06-04,2023-06-04T00:00:00Z,11499
2023-06-05,2023-06-05T00:00:00Z,17580
2023-06-06,2023-06-06T00:00:00Z,16922
2023-06-07,2023-06-07T00:00:00Z,15640
2023-06-08,2023-06-08T00:00:00Z,30826
2023-06-09,2023-06-09T00:00:00Z,16991
2023-06-10,2023-06-10T00:00:00Z,47919
2023-06-11,2023-06-11T00:00:00Z,20823
2023-06-12,2023-06-12T00:00:00Z,17694
2023-06-13,2023-06-13T00:00:00Z,18360
2023-06-14,2023-06-14T00:00:00Z,19569
2023-06-15,2023-06-15T00:00:00Z,21463
2023-06-16,2023-06-16T00:00:00Z,18906
2023-06-17,2023-06-17T00:00:00Z,13159
2023-06-18,2023-06-18T00:00:00Z,10735
2023-06-19,2023-06-19T00:00:00Z,14605
2023-06-20,2023-06-20T00:00:00Z,16995
2023-06-21,2023-06-21T00:00:00Z,19967
2023-06-22,2023-06-22T00:00:00Z,16790
2023-06-23,2023-06-23T00:00:00Z,16335
2023-06-24,2023-06-24T00:00:00Z,12710
2023-06-25,2023-06-25T00:00:00Z,12353
2023-06-26,2023-06-26T00:00:00Z,17368
2023-06-27,2023-06-27T00:00:00Z,18710
2023-06-28,2023-06-28T00:00:00Z,18060
2023-06-29,2023-06-29T00:00:00Z,17464
2023-06-30,2023-06-30T00:00:00Z,23999
2023-07-01,2023-07-01T00:00:00Z,16995
2023-07-02,2023-07-02T00:00:00Z,14361
2023-07-03,2023-07-03T00:00:00Z,19870
2023-07-04,2023-07-04T00:00:00Z,17472
2023-07-05,2023-07-05T00:00:00Z,15315
2023-07-06,2023-07-06T00:00:00Z,17140
2023-07-07,2023-07-07T00:00:00Z,20087
2023-07-08,2023-07-08T00:00:00Z,15446
2023-07-09,2023-07-09T00:00:00Z,14887
2023-07-10,2023-07-10T00:00:00Z,18188
2023-07-11,2023-07-11T00:00:00Z,18400
2023-07-12,2023-07-12T00:00:00Z,17081
2023-07-13,2023-07-13T00:00:00Z,18751
2023-07-14,2023-07-14T00:00:00Z,21537
2023-07-15,2023-07-15T00:00:00Z,13720
2023-07-16,2023-07-16T00:00:00Z,14374
2023-07-17,2023-07-17T00:00:00Z,17898
2023-07-18,2023-07-18T00:00:00Z,16848
2023-07-19,2023-07-19T00:00:00Z,17331
2023-07-20,2023-07-20T00:00:00Z,16600
2023-07-21,2023-07-21T00:00:00Z,19528
2023-07-22,2023-07-22T00:00:00Z,16410
2023-07-23,2023-07-23T00:00:00Z,12137
2023-07-24,2023-07-24T00:00:00Z,17077
2023-07-25,2023-07-25T00:00:00Z,17950
2023-07-26,2023-07-26T00:00:00Z,24136
2023-07-27,2023-07-27T00:00:00Z,15816
2023-07-28,2023-07-28T00:00:00Z,14292
2023-07-29,2023-07-29T00:00:00Z,12301
2023-07-30,2023-07-30T00:00:00Z,12320
2023-07-31,2023-07-31T00:00:00Z,29441
2023-08-01,2023-08-01T00:00:00Z,20962
2023-08-02,2023-08-02T00:00:00Z,17678
2023-08-03,2023-08-03T00:00:00Z,17278
2023-08-04,2023-08-04T00:00:00Z,15815
2023-08-05,2023-08-05T00:00:00Z,11392
2023-08-06,2023-08-06T00:00:00Z,11682
2023-08-07,2023-08-07T00:00:00Z,16154
2023-08-08,2023-08-08T00:00:00Z,18392
2023-08-09,2023-08-09T00:00:00Z,15882
2023-08-10,2023-08-10T00:00:00Z,15425
2023-08-11,2023-08-11T00:00:00Z,15068
2023-08-12,2023-08-12T00:00:00Z,11617
2023-08-13,2023-08-13T00:00:00Z,11929
2023-08-14,2023-08-14T00:00:00Z,15090
2023-08-15,2023-08-15T00:00:00Z,16873
2023-08-16,2023-08-16T00:00:00Z,15702
2023-08-17,2023-08-17T00:00:00Z,19523
2023-08-18,2023-08-18T00:00:00Z,20212
2023-08-19,2023-08-19T00:00:00Z,13650
2023-08-20,2023-08-20T00:00:00Z,11494
2023-08-21,2023-08-21T00:00:00Z,16341
2023-08-22,2023-08-22T00:00:00Z,17683
2023-08-23,2023-08-23T00:00:00Z,17535
2023-08-24,2023-08-24T00:00:00Z,15402
2023-08-25,2023-08-25T00:00:00Z,15252
2023-08-26,2023-08-26T00:00:00Z,12163
2023-08-27,2023-08-27T00:00:00Z,11287
2023-08-28,2023-08-28T00:00:00Z,14052
2023-08-29,2023-08-29T00:00:00Z,16110
2023-08-30,2023-08-30T00:00:00Z,15512
2023-08-31,2023-08-31T00:00:00Z,17816
2023-09-01,2023-09-01T00:00:00Z,18982
2023-09-02,2023-09-02T00:00:00Z,12945
2023-09-03,2023-09-03T00:00:00Z,11551
2023-09-04,2023-09-04T00:00:00Z,15560
2023-09-05,2023-09-05T00:00:00Z,16651
2023-09-06,2023-09-06T00:00:00Z,15795
2023-09-07,2023-09-07T00:00:00Z,15340
2023-09-08,2023-09-08T00:00:00Z,16375
2023-09-09,2023-09-09T00:00:00Z,11360
2023-09-10,2023-09-10T00:00:00Z,11231
2023-09-11,2023-09-11T00:00:00Z,16823
