date,Total Value Staked
2021-04-17,3955609.629585348
2021-04-18,3965597.897139823
2021-04-19,3969479.411313931
2021-04-20,3979857.204855994
2021-04-21,3996576.76761503
2021-04-22,4021426.202142325
2021-04-23,4033700.651852197
2021-04-24,4049698.286586907
2021-04-25,4067045.136484324
2021-04-26,4074742.89262759
2021-04-27,4098730.708571563
2021-04-28,4127646.173176644
2021-04-29,4149430.484555173
2021-04-30,4176917.436243639
2021-05-01,4186071.294725738
2021-05-02,4216284.095559859
2021-05-03,4244894.94670004
2021-05-04,4254059.069421815
2021-05-05,4313208.562524826
2021-05-06,4388388.334210883
2021-05-07,4438193.479815338
2021-05-08,4517348.031807155
2021-05-09,4532444.555404734
2021-05-10,4537464.711587517
2021-05-11,4549879.905306028
2021-05-12,4588378.381294166
2021-05-13,4638237.054620702
2021-05-14,4680169.092728578
2021-05-15,4709810.235364409
2021-05-16,4724704.786861353
2021-05-17,4737778.953413822
2021-05-18,4772484.484682304
2021-05-19,4820280.657127498
2021-05-20,4835760.765747463
2021-05-21,4860685.500930602
2021-05-22,4900810.590700871
2021-05-23,4934343.60523513
2021-05-24,4970282.620852796
2021-05-25,5014833.6078012
2021-05-26,5072758.070472096
2021-05-27,5235328.688679035
2021-05-28,5294544.632976512
2021-05-29,5310211.341364603
2021-05-30,5331897.029053543
2021-05-31,5336016.781272271
2021-06-01,5349859.040951919
2021-06-02,5355511.019063004
2021-06-03,5393647.373344788
2021-06-04,5442475.953835049
2021-06-05,5459731.818322597
2021-06-06,5475612.486369704
2021-06-07,5480296.76629528
2021-06-08,5491083.787232495
2021-06-09,5536017.883648264
2021-06-10,5570456.664147372
2021-06-11,5596839.261474083
2021-06-12,5626965.351970173
2021-06-13,5652039.849921468
2021-06-14,5677797.007180813
2021-06-15,5684190.246037757
2021-06-16,5710493.795749843
2021-06-17,5791279.230381312
2021-06-18,5812215.46417116
2021-06-19,5842839.272617083
2021-06-20,5850878.181218815
2021-06-21,5874765.33034514
2021-06-22,5881409.680750735
2021-06-23,5910424.881877686
2021-06-24,6038893.151630379
2021-06-25,6057356.65885114
2021-06-26,6077231.202129418
2021-06-27,6092624.897129561
2021-06-28,6097202.727877918
2021-06-29,6101782.913729349
2021-06-30,6158178.984747708
2021-07-01,6173393.107020037
2021-07-02,6234177.959739963
2021-07-03,6245139.772412584
2021-07-04,6254723.523196228
2021-07-05,6279320.784940649
2021-07-06,6287852.064015529
2021-07-07,6380708.793280569
2021-07-08,6395264.458493582
2021-07-09,6413506.555373984
2021-07-10,6429797.469775438
2021-07-11,6436072.560001592
2021-07-12,6439534.926263813
2021-07-13,6447646.402653424
2021-07-14,6461474.056092382
2021-07-15,6469907.791279727
2021-07-16,6482502.132725958
2021-07-17,6527613.274185768
2021-07-18,6534003.444642939
2021-07-19,6536493.600482829
2021-07-20,6540556.776714333
2021-07-21,6550909.949147739
2021-07-22,6566925.458047036
2021-07-23,6573669.853318725
2021-07-24,6603239.390949699
2021-07-25,6608712.86182098
2021-07-26,6611497.052090515
2021-07-27,6613614.253316357
2021-07-28,6626099.139802623
2021-07-29,6643537.510513934
2021-07-30,6652174.176606379
2021-07-31,6667017.342744475
2021-08-01,6681063.616151003
2021-08-02,6684610.407309421
2021-08-03,6687908.027304767
2021-08-04,6735589.033437321
2021-08-05,6749866.413780717
2021-08-06,6765614.336932905
2021-08-07,6775286.408057724
2021-08-08,6794142.566942456
2021-08-09,6798882.035873147
2021-08-10,6820585.524319718
2021-08-11,6852979.983453924
2021-08-12,6871930.775461059
2021-08-13,6886921.242252142
2021-08-14,6907674.604810157
2021-08-15,6935021.742838705
2021-08-16,6950368.660047706
2021-08-17,7007793.385660494
2021-08-18,7096359.104758906
2021-08-19,7178007.633663277
2021-08-20,7226187.969823395
2021-08-21,7249698.127592873
2021-08-22,7295353.516956355
2021-08-23,7319635.532434017
2021-08-24,7349510.947255427
2021-08-25,7369829.394837503
2021-08-26,7378302.40595848
2021-08-27,7386198.757584852
2021-08-28,7394097.972800907
2021-08-29,7433361.127117925
2021-08-30,7492239.355318337
2021-08-31,7505266.510766768
2021-09-01,7520759.016273121
2021-09-02,7585113.701993354
2021-09-03,7621989.127380852
2021-09-04,7647329.007019113
2021-09-05,7649947.645117075
2021-09-06,7726358.704070031
2021-09-07,7734182.847283429
2021-09-08,7758609.48257644
2021-09-09,7777704.432116836
2021-09-10,7794831.266723755
2021-09-11,7878486.014284846
2021-09-12,7887263.805584608
2021-09-13,7893453.197024703
2021-09-14,7909339.477452429
2021-09-15,7915749.250848057
2021-09-16,7928892.492397503
2021-09-17,7936984.421124294
2021-09-18,7944467.268308253
2021-09-19,7981135.268052695
2021-09-20,7987215.42036144
2021-09-21,7994414.591143774
2021-09-22,8005778.3354796
2021-09-23,8020406.911779095
2021-09-24,8030358.79821651
2021-09-25,8036445.737728185
2021-09-26,8045284.144612193
2021-09-27,8050919.119945661
2021-09-28,8069358.143816984
2021-09-29,8075667.445166122
2021-09-30,8086776.124598419
2021-10-01,8091135.452141839
2021-10-02,8097065.966930533
2021-10-03,8104361.273185804
2021-10-04,8112465.651408995
2021-10-05,8170167.852104324
2021-10-06,8177274.173032801
2021-10-07,8184029.04122354
2021-10-08,8195145.508748043
2021-10-09,8201114.138399323
2021-10-10,8206883.333332665
2021-10-11,8212525.445909528
2021-10-12,8219387.018317061
2021-10-13,8224238.574469538
2021-10-14,8231538.541925103
2021-10-15,8246112.563719701
2021-10-16,8263593.019526568
2021-10-17,8269253.376804917
2021-10-18,8273372.590781744
2021-10-19,8278896.524174909
2021-10-20,8282918.187085394
2021-10-21,8289177.880959738
2021-10-22,8295795.187061539
2021-10-23,8302318.697951135
2021-10-24,8307434.262043894
2021-10-25,8315647.442377659
2021-10-26,8319267.808177875
2021-10-27,8326586.566840355
2021-10-28,8333795.110421441
2021-10-29,8341494.807131714
2021-10-30,8380207.784149949
2021-10-31,8397998.768140705
2021-11-01,8403665.9918119
2021-11-02,8416616.786160083
2021-11-03,8445375.686365994
2021-11-04,8453610.3717726
2021-11-05,8460752.84324836
2021-11-06,8502811.11418463
2021-11-07,8509190.362299843
2021-11-08,8521620.18335528
2021-11-09,8528504.773231007
2021-11-10,8535106.789146133
2021-11-11,8543002.802215222
2021-11-12,8557157.056960292
2021-11-13,8563696.821757343
2021-11-14,8567982.630046073
2021-11-15,8578810.207070105
2021-11-16,8588036.544875547
2021-11-17,8633231.525607746
2021-11-18,8642560.519052636
2021-11-19,8654994.709981494
2021-11-20,8664990.408153819
2021-11-21,8673284.282463167
2021-11-22,8685873.504037317
2021-11-23,8702703.182810519
2021-11-24,8717962.077191932
2021-11-25,8730918.407676594
2021-11-26,8743606.37934396
2021-11-27,8754482.64500041
2021-11-28,8762998.985735333
2021-11-29,8777270.304300256
2021-11-30,8783666.842737786
2021-12-01,8807047.164839784
2021-12-02,8826816.619157583
2021-12-03,8852070.567442814
2021-12-04,8865946.08298492
2021-12-05,8878837.40957241
2021-12-06,8891132.776690908
2021-12-07,8903992.82522864
2021-12-08,8928395.028265035
2021-12-09,8937551.394326065
2021-12-10,8950419.325893277
2021-12-11,8959126.07322992
2021-12-12,8975066.446565831
2021-12-13,8982848.546338128
2021-12-14,8997936.129337544
2021-12-15,9027092.893642193
2021-12-16,9035882.080411367
2021-12-17,9048020.032992754
2021-12-18,9072911.582647458
2021-12-19,9082379.264016462
2021-12-20,9108116.212313296
2021-12-21,9121365.003959617
2021-12-22,9133859.11225264
2021-12-23,9144256.801310366
2021-12-24,9159633.83282378
2021-12-25,9164804.4865815
2021-12-26,9172422.575477345
2021-12-27,9178622.082192052
2021-12-28,9191894.919441191
2021-12-29,9197795.484332465
2021-12-30,9205139.294862902
2021-12-31,9217729.804915115
2022-01-01,9227826.2782009
2022-01-02,9242515.252589935
2022-01-03,9264686.251729123
2022-01-04,9286934.729127442
2022-01-05,9311816.961393967
2022-01-06,9326619.816012682
2022-01-07,9342788.336291062
2022-01-08,9360988.279398536
2022-01-09,9376012.65222848
2022-01-10,9388217.02520913
2022-01-11,9396430.38723242
2022-01-12,9409122.619202651
2022-01-13,9417932.826512905
2022-01-14,9427316.715420771
2022-01-15,9443370.350552144
2022-01-16,9454494.206345988
2022-01-17,9462059.234566012
2022-01-18,9473212.409450648
2022-01-19,9495633.21127776
2022-01-20,9510998.993183505
2022-01-21,9515389.748672
2022-01-22,9534234.814380627
2022-01-23,9551473.155663377
2022-01-24,9606086.36297092
2022-01-25,9615584.736978387
2022-01-26,9633582.97506908
2022-01-27,9644320.78456671
2022-01-28,9658395.31628608
2022-01-29,9675261.383894527
2022-01-30,9686416.175516965
2022-01-31,9691532.211036231
2022-02-01,9700695.617631951
2022-02-02,9711284.081155987
2022-02-03,9720625.185024057
2022-02-04,9727676.54019592
2022-02-05,9753096.648926605
2022-02-06,9758524.066382617
2022-02-07,9766846.863012152
2022-02-08,9782984.117537744
2022-02-09,9801165.517851336
2022-02-10,9819830.539388124
2022-02-11,9834862.404734248
2022-02-12,9846357.956663989
2022-02-13,9851375.229641998
2022-02-14,9875799.907674843
2022-02-15,9889584.595227009
2022-02-16,9911124.874669855
2022-02-17,9924935.937197378
2022-02-18,9935737.633855997
2022-02-19,9946939.741059083
2022-02-20,9952283.659357868
2022-02-21,9960926.38672924
2022-02-22,9968450.71814656
2022-02-23,10025427.88795658
2022-02-24,10039664.632216686
2022-02-25,10050784.334031692
2022-02-26,10068098.847364882
2022-02-27,10084499.14785838
2022-02-28,10100824.790676149
2022-03-01,10123196.08324108
2022-03-02,10169509.59978855
2022-03-03,10196731.772449477
2022-03-04,10247400.105155924
2022-03-05,10276219.783077206
2022-03-06,10300544.083454069
2022-03-07,10314855.757071596
2022-03-08,10372879.148856755
2022-03-09,10416474.579716166
2022-03-10,10478835.56263274
2022-03-11,10523216.727416525
2022-03-12,10551037.389005668
2022-03-13,10572573.056968216
2022-03-14,10583598.28399263
2022-03-15,10800756.112337796
2022-03-16,10873289.180777544
2022-03-17,10924130.41835582
2022-03-18,10946353.6498544
2022-03-19,11065521.051088346
2022-03-20,11111395.89460256
2022-03-21,11126952.481711388
2022-03-22,11142257.954978172
2022-03-23,11189004.629229134
2022-03-24,11203067.216023965
2022-03-25,11225830.54231534
2022-03-26,11244752.900262788
2022-03-27,11259171.869303452
2022-03-28,11273111.675339911
2022-03-29,11293318.51342566
2022-03-30,11331576.98367279
2022-03-31,11430516.031346546
2022-04-01,11511092.3938713
2022-04-02,11544317.577785948
2022-04-03,11580285.11677221
2022-04-04,11618043.812997911
2022-04-05,11630814.750317505
2022-04-06,11703841.022272035
2022-04-07,11737839.09490752
2022-04-08,11790318.837470902
2022-04-09,11822560.35255807
2022-04-10,11846909.266118197
2022-04-11,11873870.329372916
2022-04-12,11896575.004714932
2022-04-13,11922300.917747578
2022-04-14,12007199.36813804
2022-04-15,12051381.477526788
2022-04-16,12092520.617165703
2022-04-17,12128555.152098686
2022-04-18,12132003.269802542
2022-04-19,12192348.199822305
2022-04-20,12211544.657811897
2022-04-21,12280871.641985448
2022-04-22,12319423.63037777
2022-04-23,12367277.726076614
2022-04-24,12375104.211108817
2022-04-25,12392163.94729625
2022-04-26,12409676.355999617
2022-04-27,12493530.874503352
2022-04-28,12547999.601233186
2022-04-29,12593006.86772706
2022-04-30,12611775.641376607
2022-05-01,12635262.958601795
2022-05-02,12701898.330343168
2022-05-03,12839361.62502428
2022-05-04,12875574.939153828
2022-05-05,12919553.071207425
2022-05-06,12936536.532689102
2022-05-07,13003144.431170251
2022-05-08,13012462.264519762
2022-05-09,13071684.88561493
2022-05-10,13091641.596281104
2022-05-11,13106019.951817658
2022-05-12,13126437.537915392
2022-05-13,13142237.322874583
2022-05-14,13155678.741794946
2022-05-15,13163108.9062943
2022-05-16,13169896.617867958
2022-05-17,13175651.172532745
2022-05-18,13186480.89967602
2022-05-19,13195074.945887124
2022-05-20,13224455.728310784
2022-05-21,13239122.048958872
2022-05-22,13243791.648930645
2022-05-23,13246611.34568626
2022-05-24,13253408.40931591
2022-05-25,13262380.744607773
2022-05-26,13273613.233879017
2022-05-27,13278429.976661092
2022-05-28,13292305.204716269
2022-05-29,13305621.748866027
2022-05-30,13310621.850248178
2022-05-31,13317405.43458953
2022-06-01,13339594.59272526
2022-06-02,13367257.12287454
2022-06-03,13381519.025793431
2022-06-04,13391341.458218943
2022-06-05,13397370.351489866
2022-06-06,13406062.703406168
2022-06-07,13410736.452975068
2022-06-08,13417252.980243796
2022-06-09,13421032.47807886
2022-06-10,13427115.826559989
2022-06-11,13438031.479214473
2022-06-12,13481748.343907643
2022-06-13,13488100.49889472
2022-06-14,13497067.63468682
2022-06-15,13503038.574291175
2022-06-16,13514320.73254176
2022-06-17,13531805.997747503
2022-06-18,13538871.510705495
2022-06-19,13546729.233529905
2022-06-20,13550672.477390643
2022-06-21,13561017.91618682
2022-06-22,13575279.553543344
2022-06-23,13586328.955539392
2022-06-24,13592275.740275651
2022-06-25,13596814.166685306
2022-06-26,13601078.324992968
2022-06-27,13607329.464103466
2022-06-28,13617034.81572014
2022-06-29,13620762.433670256
2022-06-30,13629572.91373805
2022-07-01,13633855.550057832
2022-07-02,13639498.319555031
2022-07-03,13645253.343880257
2022-07-04,13648770.06917394
2022-07-05,13652139.990322271
2022-07-06,13659047.454219598
2022-07-07,13662486.823416704
2022-07-08,13668104.139714004
2022-07-09,13673036.883245973
2022-07-10,13681631.597774252
2022-07-11,13684734.3666256
2022-07-12,13689030.753166042
2022-07-13,13693217.102090802
2022-07-14,13758057.241318133
2022-07-15,13766025.264156414
2022-07-16,13775414.851128591
2022-07-17,13781502.25350114
2022-07-18,13785545.613645757
2022-07-19,13798356.151595576
2022-07-20,13803868.36985362
2022-07-21,13820653.382717824
2022-07-22,13830284.765900144
2022-07-23,13834273.284239946
2022-07-24,13836820.552294249
2022-07-25,13839879.761811431
2022-07-26,13842953.274211206
2022-07-27,13853885.03285596
2022-07-28,13861664.310792595
2022-07-29,13871065.391124625
2022-07-30,13877005.053900754
2022-07-31,13882945.971847378
2022-08-01,13887733.072186874
2022-08-02,13893052.15813429
2022-08-03,13898175.507685715
2022-08-04,13903810.468983978
2022-08-05,13908596.769365804
2022-08-06,13913650.895879203
2022-08-07,13917959.680068403
2022-08-08,13923692.713004883
2022-08-09,13930861.611159932
2022-08-10,13949557.231752165
2022-08-11,13971453.033593018
2022-08-12,14007127.15896925
2022-08-13,14016290.327616958
2022-08-14,14022573.526623333
2022-08-15,14029908.003893692
2022-08-16,14034889.0874233
2022-08-17,14050624.887620322
2022-08-18,14055847.07080084
2022-08-19,14063198.957796302
2022-08-20,14067340.696192548
2022-08-21,14072505.547571164
2022-08-22,14077247.80612214
2022-08-23,14090444.448748631
2022-08-24,14097358.495071258
2022-08-25,14111347.78155923
2022-08-26,14116168.840076566
2022-08-27,14127515.88788065
2022-08-28,14131489.342616802
2022-08-29,14135866.012582049
2022-08-30,14144100.114615152
2022-08-31,14157549.625718703
2022-09-01,14253770.0304367
2022-09-02,14262340.65098866
2022-09-03,14266325.696370672
2022-09-04,14274134.56433718
2022-09-05,14278219.562882269
2022-09-06,14290879.837669894
2022-09-07,14299879.28383528
2022-09-08,14362062.559958624
2022-09-09,14379936.642502563
2022-09-10,14396984.306897592
2022-09-11,14403224.801348733
2022-09-12,14457776.437056413
2022-09-13,14469883.26582087
2022-09-14,14478573.905765235
2022-09-15,14484725.585505515
2022-09-16,14522542.667561904
2022-09-17,14540919.537648328
2022-09-18,14566350.11071576
2022-09-19,14583128.198720831
2022-09-20,14605622.715334628
2022-09-21,14627577.182815127
2022-09-22,14646366.150311016
2022-09-23,14703606.482043002
2022-09-24,14724838.986945383
2022-09-25,14739275.970931068
2022-09-26,14753483.22693392
2022-09-27,14799620.6273996
2022-09-28,14810951.862558745
2022-09-29,14831942.556494651
2022-09-30,14855765.677194186
2022-10-01,14880646.32357246
2022-10-02,14895786.522396144
2022-10-03,14908262.904131789
2022-10-04,14919483.004176462
2022-10-05,14930355.853782864
2022-10-06,14944358.010261184
2022-10-07,14965405.92300606
2022-10-08,14977589.799544392
2022-10-09,14983782.267118264
2022-10-10,14996979.34863163
2022-10-11,15008016.221544972
2022-10-12,15018767.028948992
2022-10-13,15043237.755727677
2022-10-14,15054691.076626604
2022-10-15,15064657.67942089
2022-10-16,15075682.066736814
2022-10-17,15087851.236792725
2022-10-18,15105272.58500479
2022-10-19,15150542.913467918
2022-10-20,15185948.611039374
2022-10-21,15203921.261212802
2022-10-22,15231710.336599838
2022-10-23,15245894.737762785
2022-10-24,15259336.02661888
2022-10-25,15274767.928865604
2022-10-26,15325467.77105378
2022-10-27,15358406.190098792
2022-10-28,15400283.702643584
2022-10-29,15446548.473050436
2022-10-30,15483655.9879749
2022-10-31,15505802.227483207
2022-11-01,15538332.087310504
2022-11-02,15571392.496058442
2022-11-03,15583673.607584711
2022-11-04,15614098.287015378
2022-11-05,15632984.904866291
2022-11-06,15644328.446222115
2022-11-07,15657864.182027396
2022-11-08,15671383.02326799
2022-11-09,15700315.628295109
2022-11-10,15724892.634311965
2022-11-11,15758028.879764209
2022-11-12,15793955.11481527
2022-11-13,15829210.261496749
2022-11-14,15862023.339554884
2022-11-15,15885058.470570013
2022-11-16,15906052.358943596
2022-11-17,15926059.154831126
2022-11-18,15956912.568392856
2022-11-19,15996014.401394928
2022-11-20,16014287.008200226
2022-11-21,16046926.343724735
2022-11-22,16081450.824931102
2022-11-23,16183062.627909966
2022-11-24,16218638.122818038
2022-11-25,16249108.939213213
2022-11-26,16266481.160353111
2022-11-27,16275208.563006775
2022-11-28,16289977.40807439
2022-11-29,16297297.542626798
2022-11-30,16336183.739275996
2022-12-01,16353420.498112638
2022-12-02,16398113.456783898
2022-12-03,16417155.31654475
2022-12-04,16428867.49046045
2022-12-05,16435988.558439275
2022-12-06,16452794.541493038
2022-12-07,16468468.19727814
2022-12-08,16482106.68275254
2022-12-09,16499044.337925874
2022-12-10,16529168.704074742
2022-12-11,16537034.642214226
2022-12-12,16550949.736415047
2022-12-13,16559906.572347386
2022-12-14,16574002.555942196
2022-12-15,16584674.36453885
2022-12-16,16598759.667371824
2022-12-17,16616408.2784052
2022-12-18,16635412.42676361
2022-12-19,16642233.459630188
2022-12-20,16659154.685457068
2022-12-21,16668011.035183704
2022-12-22,16683441.28825678
2022-12-23,16698126.374001293
2022-12-24,16706723.244226417
2022-12-25,16712126.77737476
2022-12-26,16721410.88421186
2022-12-27,16755435.53068241
2022-12-28,16761687.496985951
2022-12-29,16772288.480855891
2022-12-30,16790637.87918225
2022-12-31,16800139.979590233
2023-01-01,16809722.171679907
2023-01-02,16822264.497321498
2023-01-03,16828261.448654063
2023-01-04,16846449.976188827
2023-01-05,16852267.169001997
2023-01-06,16875164.62723412
2023-01-07,16894440.53066976
2023-01-08,16909544.62243614
2023-01-09,16919813.40694154
2023-01-10,16934180.57751749
2023-01-11,16949375.997658946
2023-01-12,16982674.430858415
2023-01-13,16990897.2034814
2023-01-14,17008769.138508193
2023-01-15,17023721.814822756
2023-01-16,17047433.855356745
2023-01-17,17059981.44312912
2023-01-18,17074737.158867273
2023-01-19,17109782.47000126
2023-01-20,17124348.062512
2023-01-21,17135955.744751163
2023-01-22,17149547.89368282
2023-01-23,17158567.20188849
2023-01-24,17230882.792939633
2023-01-25,17245857.279823046
2023-01-26,17276351.898124088
2023-01-27,17291996.686674044
2023-01-28,17302809.701360993
2023-01-29,17320249.105553325
2023-01-30,17336683.85034304
2023-01-31,17362317.957346197
2023-02-01,17388832.06148043
2023-02-02,17415487.147016954
2023-02-03,17429426.75967843
2023-02-04,17453630.385191865
2023-02-05,17468498.709897358
2023-02-06,17486285.32120672
2023-02-07,17498855.553060178
2023-02-08,17517857.551971648
2023-02-09,17535064.1814174
2023-02-10,17573600.562709425
2023-02-11,17591302.471654978
2023-02-12,17616923.216508053
2023-02-13,17628936.68443199
2023-02-14,17661390.403349467
2023-02-15,17676200.471072078
2023-02-16,17699760.357266225
2023-02-17,17730307.028958134
2023-02-18,17745346.721275575
2023-02-19,17760110.721031334
2023-02-20,17782524.42969431
2023-02-21,17825464.83396604
2023-02-22,17862135.22405937
2023-02-23,17892908.01358748
2023-02-24,17917888.285959344
2023-02-25,17934808.775862712
2023-02-26,18194230.669804554
2023-02-27,18244456.03126089
2023-02-28,18421639.61045019
2023-03-01,18477564.259107035
2023-03-02,18498960.510457035
2023-03-03,18533299.64531864
2023-03-04,18543397.883839507
2023-03-05,18555350.934934307
2023-03-06,18565563.82394886
2023-03-07,18583171.00833931
2023-03-08,18600169.01380566
2023-03-09,18638019.4034678
2023-03-10,18651925.7151366
2023-03-11,18665462.64360809
2023-03-12,18685268.23929467
2023-03-13,18700914.016826723
2023-03-14,18716908.64179361
2023-03-15,18748486.66617994
2023-03-16,18765880.844897907
2023-03-17,18792141.634440266
2023-03-18,18811149.909179304
2023-03-19,18829905.42867147
2023-03-20,18843176.65433359
2023-03-21,18871744.16730713
2023-03-22,18883527.719665032
2023-03-23,18921469.04555449
2023-03-24,18937705.52428974
2023-03-25,18952359.12270327
2023-03-26,18964723.4571712
2023-03-27,18978153.407929417
2023-03-28,18991518.43821296
2023-03-29,19022679.82625735
2023-03-30,19042080.32216799
2023-03-31,19113939.033347376
2023-04-01,19133268.212600715
2023-04-02,19141628.05362735
2023-04-03,19152760.78469935
2023-04-04,19163336.68890975
2023-04-05,19187276.792093378
2023-04-06,19204762.619107667
2023-04-07,19224384.00601486
2023-04-08,19238890.90932232
2023-04-09,19254926.568897728
2023-04-10,19263221.060932007
2023-04-11,19276387.3081924
2023-04-12,19274002.250251666
2023-04-13,19112592.23370557
2023-04-14,19094207.179711614
2023-04-15,18811169.604000688
2023-04-16,18571930.80335014
2023-04-17,18633111.95435272
2023-04-18,18703881.397761744
2023-04-19,18742277.112608727
2023-04-20,18605656.61636635
2023-04-21,18734287.84581945
2023-04-22,18806221.841869995
2023-04-23,18865863.42265278
2023-04-24,18615886.591334444
2023-04-25,18723738.96623358
2023-04-26,18827217.310660843
2023-04-27,18915769.36175524
2023-04-28,18785935.13836802
2023-04-29,18843351.751128618
2023-04-30,18864668.961195003
2023-05-01,18918684.980888013
2023-05-02,18961615.91348706
2023-05-03,18981375.232187465
2023-05-04,19073772.566474643
2023-05-05,19083787.59599475
2023-05-06,19176294.07501029
2023-05-07,19243415.65755766
2023-05-08,19312264.87763473
2023-05-09,19388091.03098415
2023-05-10,19537845.4098738
2023-05-11,19728692.891181342
2023-05-12,19915486.11352834
2023-05-13,19974945.418812472
2023-05-14,20055474.23870292
2023-05-15,20103895.71423457
2023-05-16,20247144.14526395
2023-05-17,20336478.267726548
2023-05-18,20441406.665590648
2023-05-19,20662492.141620804
2023-05-20,20779511.217501003
2023-05-21,20850396.725935694
2023-05-22,20942511.99337508
2023-05-23,21032866.137523443
2023-05-24,21226296.85880089
2023-05-25,21275247.45802784
2023-05-26,21374365.17151325
2023-05-27,21483423.438854
2023-05-28,21547188.95751555
2023-05-29,21593489.29113056
2023-05-30,21644905.75672821
2023-05-31,21695838.707185607
2023-06-01,21795159.18009093
2023-06-02,22236663.63838678
2023-06-03,22427181.847437043
2023-06-04,22456797.60861279
2023-06-05,22463581.69395169
2023-06-06,22563241.572705343
2023-06-07,22639029.36216733
2023-06-08,22751832.869757704
2023-06-09,22824121.564206395
2023-06-10,22814089.18750593
2023-06-11,22778476.170319207
2023-06-12,22814727.072996862
2023-06-13,22862550.60891236
2023-06-14,22902093.05847495
2023-06-15,22905617.498560417
2023-06-16,22967240.957271352
2023-06-17,22986564.844313588
2023-06-18,23011375.061013915
2023-06-19,22954017.905915987
2023-06-20,22992851.96770425
2023-06-21,23046103.21255394
2023-06-22,23132781.028153505
2023-06-23,23276183.156672783
2023-06-24,23322851.30809593
2023-06-25,23340432.94756313
2023-06-26,23365958.065290503
2023-06-27,23455642.226501644
2023-06-28,23532970.055212665
2023-06-29,23566927.771469355
2023-06-30,23593740.832235564
2023-07-01,23644054.45835845
2023-07-02,23682876.79851472
2023-07-03,23709941.990743525
2023-07-04,23747457.54669406
2023-07-05,23767887.60028259
2023-07-06,23797812.9797458
2023-07-07,23838714.941310592
2023-07-08,23885353.94788443
2023-07-09,23905159.56348416
2023-07-10,23913393.89201752
2023-07-11,23948323.64916155
2023-07-12,23939713.402556363
2023-07-13,24029448.15357044
2023-07-14,24163276.17320714
2023-07-15,24235863.251726784
2023-07-16,24256262.64612416
2023-07-17,24276100.74818732
2023-07-18,24307478.43331409
2023-07-19,24426288.7446318
2023-07-20,24506080.02389181
2023-07-21,24588843.719019525
2023-07-22,24615205.141493395
2023-07-23,24667544.54114094
2023-07-24,24695078.00041367
2023-07-25,24776475.78904672
2023-07-26,24831050.95730495
2023-07-27,24912736.82159039
2023-07-28,24935977.0272424
2023-07-29,25070626.62650965
2023-07-30,25083404.80945428
2023-07-31,25118947.2927908
2023-08-01,25138936.94444314
2023-08-02,25181801.637916338
2023-08-03,25184954.486123327
2023-08-04,25198585.457015764
2023-08-05,25230227.54129141
2023-08-06,25254108.88582503
2023-08-07,25265419.87131048
2023-08-08,25287806.254058115
2023-08-09,25333602.65513112
2023-08-10,25373553.185444955
2023-08-11,25456811.3942475
2023-08-12,25525618.741887897
2023-08-13,25542646.80329124
2023-08-14,25570079.62985168
2023-08-15,25616417.96751477
2023-08-16,25630669.9994812
2023-08-17,25654844.6253502
2023-08-18,25737021.03418533
2023-08-19,25791254.49563807
2023-08-20,25833548.268505
2023-08-21,25915440.510136947
2023-08-22,25947351.45528523
2023-08-23,26021507.98649133
2023-08-24,26051527.41446569
2023-08-25,26108211.91157903
2023-08-26,26159600.75678964
2023-08-27,26180650.7529378
2023-08-28,26140638.72750665
2023-08-29,26244861.392039053
2023-08-30,26323436.699002005
2023-08-31,26396159.318035863
2023-09-01,26407025.59053709
2023-09-02,26467414.4656251
2023-09-03,26464112.01593489
2023-09-04,26474150.40455397
2023-09-05,26505208.792081933
2023-09-06,26530925.155348703
2023-09-07,26561820.26969515
2023-09-08,26586937.796847243
2023-09-09,26622169.14804303
2023-09-10,26578468.92350309
2023-09-11,26609156.83905164
2023-09-12,26640952.018495984
2023-09-13,26696767.93642234
2023-09-14,26800667.89400684
2023-09-15,26850648.392766185
2023-09-16,26869984.823371667
