date,Active Receiving Addresses
2009-08-06,90
2009-08-07,82
2009-08-08,80
2009-08-09,101
2009-08-10,75
2009-08-11,70
2009-08-12,63
2009-08-13,85
2009-08-14,63
2009-08-15,26
2009-08-16,19
2009-08-17,17
2009-08-18,10
2009-08-19,18
2009-08-20,22
2009-08-21,14
2009-08-22,7
2009-08-23,15
2009-08-24,15
2009-08-25,50
2009-08-26,52
2009-08-27,29
2009-08-28,75
2009-08-29,78
2009-08-30,98
2009-08-31,87
2009-09-01,78
2009-09-02,66
2009-09-03,62
2009-09-04,64
2009-09-05,76
2009-09-06,68
2009-09-07,79
2009-09-08,69
2009-09-09,54
2009-09-10,67
2009-09-11,67
2009-09-12,69
2009-09-13,75
2009-09-14,74
2009-09-15,44
2009-09-16,73
2009-09-17,86
2009-09-18,78
2009-09-19,74
2009-09-20,78
2009-09-21,70
2009-09-22,26
2009-09-23,36
2009-09-24,97
2009-09-25,93
2009-09-26,100
2009-09-27,88
2009-09-28,85
2009-09-29,90
2009-09-30,85
2009-10-01,82
2009-10-02,73
2009-10-03,58
2009-10-04,53
2009-10-05,55
2009-10-06,44
2009-10-07,60
2009-10-08,70
2009-10-09,79
2009-10-10,77
2009-10-11,74
2009-10-12,59
2009-10-13,57
2009-10-14,69
2009-10-15,71
2009-10-16,61
2009-10-17,57
2009-10-18,75
2009-10-19,112
2009-10-20,97
2009-10-21,81
2009-10-22,91
2009-10-23,89
2009-10-24,63
2009-10-25,76
2009-10-26,71
2009-10-27,65
2009-10-28,66
2009-10-29,48
2009-10-30,60
2009-10-31,46
2009-11-01,25
2009-11-02,33
2009-11-03,62
2009-11-04,64
2009-11-05,57
2009-11-06,62
2009-11-07,69
2009-11-08,73
2009-11-09,64
2009-11-10,78
2009-11-11,66
2009-11-12,66
2009-11-13,83
2009-11-14,79
2009-11-15,96
2009-11-16,97
2009-11-17,92
2009-11-18,79
2009-11-19,72
2009-11-20,86
2009-11-21,73
2009-11-22,106
2009-11-23,96
2009-11-24,93
2009-11-25,90
2009-11-26,84
2009-11-27,74
2009-11-28,71
2009-11-29,60
2009-11-30,75
2009-12-01,75
2009-12-02,94
2009-12-03,88
2009-12-04,36
2009-12-05,66
2009-12-06,105
2009-12-07,112
2009-12-08,106
2009-12-09,109
2009-12-10,104
2009-12-11,112
2009-12-12,111
2009-12-13,114
2009-12-14,108
2009-12-15,113
2009-12-16,137
2009-12-17,173
2009-12-18,225
2009-12-19,199
2009-12-20,175
2009-12-21,176
2009-12-22,162
2009-12-23,154
2009-12-24,154
2009-12-25,151
2009-12-26,174
2009-12-27,168
2009-12-28,137
2009-12-29,171
2009-12-30,141
2009-12-31,138
2010-01-01,134
2010-01-02,126
2010-01-03,186
2010-01-04,184
2010-01-05,198
2010-01-06,163
2010-01-07,154
2010-01-08,153
2010-01-09,151
2010-01-10,190
2010-01-11,159
2010-01-12,162
2010-01-13,168
2010-01-14,146
2010-01-15,142
2010-01-16,126
2010-01-17,131
2010-01-18,127
2010-01-19,124
2010-01-20,158
2010-01-21,183
2010-01-22,136
2010-01-23,163
2010-01-24,155
2010-01-25,215
2010-01-26,201
2010-01-27,165
2010-01-28,178
2010-01-29,199
2010-01-30,214
2010-01-31,167
2010-02-01,193
2010-02-02,146
2010-02-03,271
2010-02-04,234
2010-02-05,228
2010-02-06,195
2010-02-07,224
2010-02-08,208
2010-02-09,211
2010-02-10,171
2010-02-11,172
2010-02-12,189
2010-02-13,235
2010-02-14,215
2010-02-15,187
2010-02-16,202
2010-02-17,248
2010-02-18,214
2010-02-19,197
2010-02-20,210
2010-02-21,227
2010-02-22,266
2010-02-23,251
2010-02-24,176
2010-02-25,158
2010-02-26,177
2010-02-27,175
2010-02-28,159
2010-03-01,199
2010-03-02,193
2010-03-03,157
2010-03-04,188
2010-03-05,173
2010-03-06,182
2010-03-07,183
2010-03-08,132
2010-03-09,148
2010-03-10,170
2010-03-11,136
2010-03-12,123
2010-03-13,154
2010-03-14,127
2010-03-15,143
2010-03-16,129
2010-03-17,139
2010-03-18,148
2010-03-19,162
2010-03-20,207
2010-03-21,187
2010-03-22,185
2010-03-23,215
2010-03-24,180
2010-03-25,201
2010-03-26,204
2010-03-27,183
2010-03-28,190
2010-03-29,201
2010-03-30,218
2010-03-31,213
2010-04-01,173
2010-04-02,159
2010-04-03,168
2010-04-04,178
2010-04-05,181
2010-04-06,174
2010-04-07,202
2010-04-08,196
2010-04-09,234
2010-04-10,295
2010-04-11,261
2010-04-12,237
2010-04-13,204
2010-04-14,221
2010-04-15,290
2010-04-16,229
2010-04-17,241
2010-04-18,3359
2010-04-19,268
2010-04-20,232
2010-04-21,243
2010-04-22,191
2010-04-23,201
2010-04-24,195
2010-04-25,189
2010-04-26,207
2010-04-27,222
2010-04-28,218
2010-04-29,174
2010-04-30,170
2010-05-01,203
2010-05-02,170
2010-05-03,178
2010-05-04,161
2010-05-05,158
2010-05-06,169
2010-05-07,147
2010-05-08,175
2010-05-09,178
2010-05-10,148
2010-05-11,125
2010-05-12,145
2010-05-13,155
2010-05-14,149
2010-05-15,106
2010-05-16,126
2010-05-17,164
2010-05-18,208
2010-05-19,204
2010-05-20,226
2010-05-21,215
2010-05-22,223
2010-05-23,306
2010-05-24,239
2010-05-25,247
2010-05-26,279
2010-05-27,244
2010-05-28,278
2010-05-29,233
2010-05-30,195
2010-05-31,190
2010-06-01,178
2010-06-02,189
2010-06-03,219
2010-06-04,172
2010-06-05,181
2010-06-06,191
2010-06-07,200
2010-06-08,220
2010-06-09,223
2010-06-10,218
2010-06-11,251
2010-06-12,203
2010-06-13,234
2010-06-14,254
2010-06-15,279
2010-06-16,195
2010-06-17,204
2010-06-18,190
2010-06-19,216
2010-06-20,232
2010-06-21,264
2010-06-22,236
2010-06-23,264
2010-06-24,239
2010-06-25,206
2010-06-26,199
2010-06-27,220
2010-06-28,206
2010-06-29,244
2010-06-30,261
2010-07-01,269
2010-07-02,222
2010-07-03,261
2010-07-04,205
2010-07-05,227
2010-07-06,198
2010-07-07,222
2010-07-08,223
2010-07-09,267
2010-07-10,239
2010-07-11,452
2010-07-12,3368
2010-07-13,1796
2010-07-14,6548
2010-07-15,1569
2010-07-16,1435
2010-07-17,488
2010-07-18,519
2010-07-19,667
2010-07-20,714
2010-07-21,524
2010-07-22,477
2010-07-23,481
2010-07-24,743
2010-07-25,1881
2010-07-26,524
2010-07-27,511
2010-07-28,429
2010-07-29,431
2010-07-30,374
2010-07-31,339
2010-08-01,429
2010-08-02,431
2010-08-03,701
2010-08-04,539
2010-08-05,634
2010-08-06,422
2010-08-07,303
2010-08-08,437
2010-08-09,511
2010-08-10,370
2010-08-11,451
2010-08-12,450
2010-08-13,609
2010-08-14,440
2010-08-15,297
2010-08-16,521
2010-08-17,365
2010-08-18,450
2010-08-19,355
2010-08-20,458
2010-08-21,389
2010-08-22,373
2010-08-23,415
2010-08-24,431
2010-08-25,379
2010-08-26,388
2010-08-27,323
2010-08-28,382
2010-08-29,291
2010-08-30,359
2010-08-31,456
2010-09-01,431
2010-09-02,343
2010-09-03,373
2010-09-04,307
2010-09-05,354
2010-09-06,309
2010-09-07,290
2010-09-08,387
2010-09-09,362
2010-09-10,394
2010-09-11,330
2010-09-12,425
2010-09-13,512
2010-09-14,459
2010-09-15,484
2010-09-16,425
2010-09-17,375
2010-09-18,410
2010-09-19,389
2010-09-20,525
2010-09-21,968
2010-09-22,845
2010-09-23,725
2010-09-24,572
2010-09-25,602
2010-09-26,435
2010-09-27,693
2010-09-28,492
2010-09-29,971
2010-09-30,456
2010-10-01,672
2010-10-02,602
2010-10-03,488
2010-10-04,512
2010-10-05,491
2010-10-06,484
2010-10-07,407
2010-10-08,454
2010-10-09,484
2010-10-10,451
2010-10-11,424
2010-10-12,447
2010-10-13,457
2010-10-14,443
2010-10-15,403
2010-10-16,511
2010-10-17,541
2010-10-18,713
2010-10-19,1197
2010-10-20,912
2010-10-21,697
2010-10-22,764
2010-10-23,671
2010-10-24,671
2010-10-25,517
2010-10-26,683
2010-10-27,770
2010-10-28,644
2010-10-29,542
2010-10-30,463
2010-10-31,345
2010-11-01,399
2010-11-02,322
2010-11-03,407
2010-11-04,378
2010-11-05,490
2010-11-06,447
2010-11-07,486
2010-11-08,572
2010-11-09,446
2010-11-10,458
2010-11-11,442
2010-11-12,315
2010-11-13,373
2010-11-14,457
2010-11-15,4210
2010-11-16,3075
2010-11-17,496
2010-11-18,469
2010-11-19,402
2010-11-20,645
2010-11-21,578
2010-11-22,418
2010-11-23,411
2010-11-24,621
2010-11-25,668
2010-11-26,955
2010-11-27,564
2010-11-28,542
2010-11-29,544
2010-11-30,577
2010-12-01,701
2010-12-02,557
2010-12-03,481
2010-12-04,537
2010-12-05,531
2010-12-06,564
2010-12-07,745
2010-12-08,674
2010-12-09,599
2010-12-10,501
2010-12-11,856
2010-12-12,979
2010-12-13,965
2010-12-14,933
2010-12-15,871
2010-12-16,706
2010-12-17,604
2010-12-18,688
2010-12-19,741
2010-12-20,1120
2010-12-21,845
2010-12-22,889
2010-12-23,822
2010-12-24,711
2010-12-25,914
2010-12-26,843
2010-12-27,701
2010-12-28,877
2010-12-29,696
2010-12-30,797
2010-12-31,724
2011-01-01,867
2011-01-02,740
2011-01-03,1023
2011-01-04,907
2011-01-05,1111
2011-01-06,842
2011-01-07,1005
2011-01-08,1263
2011-01-09,1132
2011-01-10,1187
2011-01-11,1257
2011-01-12,1039
2011-01-13,1152
2011-01-14,1096
2011-01-15,1171
2011-01-16,1214
2011-01-17,1116
2011-01-18,1126
2011-01-19,1221
2011-01-20,1206
2011-01-21,1520
2011-01-22,1708
2011-01-23,1413
2011-01-24,1673
2011-01-25,1166
2011-01-26,1251
2011-01-27,1119
2011-01-28,1403
2011-01-29,1694
2011-01-30,2852
2011-01-31,1777
2011-02-01,1336
2011-02-02,1127
2011-02-03,989
2011-02-04,1169
2011-02-05,1055
2011-02-06,1102
2011-02-07,1091
2011-02-08,1092
2011-02-09,1726
2011-02-10,3019
2011-02-11,3680
2011-02-12,2872
2011-02-13,2626
2011-02-14,2829
2011-02-15,2893
2011-02-16,2557
2011-02-17,3147
2011-02-18,2992
2011-02-19,2313
2011-02-20,2752
2011-02-21,2900
2011-02-22,3230
2011-02-23,3287
2011-02-24,3083
2011-02-25,2959
2011-02-26,2860
2011-02-27,3122
2011-02-28,2510
2011-03-01,4420
2011-03-02,2979
2011-03-03,4402
2011-03-04,2802
2011-03-05,2923
2011-03-06,2870
2011-03-07,2857
2011-03-08,3483
2011-03-09,2849
2011-03-10,2519
2011-03-11,2579
2011-03-12,2722
2011-03-13,2490
2011-03-14,2161
2011-03-15,2849
2011-03-16,2541
2011-03-17,2782
2011-03-18,2541
2011-03-19,2751
2011-03-20,4021
2011-03-21,4196
2011-03-22,3340
2011-03-23,6112
2011-03-24,3675
2011-03-25,3421
2011-03-26,4144
2011-03-27,4110
2011-03-28,4225
2011-03-29,3966
2011-03-30,3024
2011-03-31,3556
2011-04-01,2714
2011-04-02,2878
2011-04-03,3089
2011-04-04,3829
2011-04-05,3576
2011-04-06,3212
2011-04-07,2803
2011-04-08,3002
2011-04-09,3069
2011-04-10,2907
2011-04-11,3239
2011-04-12,3373
2011-04-13,3658
2011-04-14,5169
2011-04-15,3162
2011-04-16,3277
2011-04-17,3549
2011-04-18,4471
2011-04-19,5303
2011-04-20,4321
2011-04-21,3329
2011-04-22,3411
2011-04-23,3854
2011-04-24,3668
2011-04-25,4239
2011-04-26,5159
2011-04-27,6326
2011-04-28,5070
2011-04-29,5637
2011-04-30,6883
2011-05-01,6246
2011-05-02,4894
2011-05-03,5023
2011-05-04,5060
2011-05-05,5822
2011-05-06,5777
2011-05-07,6034
2011-05-08,5207
2011-05-09,6069
2011-05-10,5567
2011-05-11,5601
2011-05-12,5738
2011-05-13,7007
2011-05-14,7550
2011-05-15,6879
2011-05-16,9982
2011-05-17,8950
2011-05-18,10834
2011-05-19,10305
2011-05-20,9754
2011-05-21,9084
2011-05-22,9506
2011-05-23,10231
2011-05-24,11578
2011-05-25,12714
2011-05-26,12132
2011-05-27,8881
2011-05-28,9810
2011-05-29,9193
2011-05-30,11089
2011-05-31,11804
2011-06-01,11928
2011-06-02,12933
2011-06-03,14972
2011-06-04,16869
2011-06-05,15506
2011-06-06,17873
2011-06-07,16136
2011-06-08,21324
2011-06-09,22685
2011-06-10,20979
2011-06-11,20595
2011-06-12,23112
2011-06-13,21838
2011-06-14,26107
2011-06-15,23970
2011-06-16,24631
2011-06-17,22327
2011-06-18,22951
2011-06-19,23996
2011-06-20,22601
2011-06-21,21760
2011-06-22,24061
2011-06-23,21729
2011-06-24,21877
2011-06-25,19567
2011-06-26,19997
2011-06-27,25710
2011-06-28,22438
2011-06-29,21233
2011-06-30,20208
2011-07-01,26938
2011-07-02,29541
2011-07-03,19736
2011-07-04,20513
2011-07-05,19584
2011-07-06,22736
2011-07-07,19681
2011-07-08,21353
2011-07-09,19626
2011-07-10,25407
2011-07-11,22475
2011-07-12,19827
2011-07-13,24084
2011-07-14,25881
2011-07-15,21383
2011-07-16,20966
2011-07-17,21649
2011-07-18,21552
2011-07-19,21575
2011-07-20,22021
2011-07-21,22186
2011-07-22,21517
2011-07-23,19426
2011-07-24,20587
2011-07-25,23494
2011-07-26,20483
2011-07-27,20996
2011-07-28,22503
2011-07-29,20037
2011-07-30,17605
2011-07-31,21881
2011-08-01,21068
2011-08-02,18784
2011-08-03,15066
2011-08-04,15847
2011-08-05,19056
2011-08-06,17405
2011-08-07,17704
2011-08-08,18340
2011-08-09,20710
2011-08-10,16663
2011-08-11,15400
2011-08-12,14112
2011-08-13,16697
2011-08-14,18603
2011-08-15,16081
2011-08-16,17699
2011-08-17,17089
2011-08-18,18093
2011-08-19,19350
2011-08-20,18706
2011-08-21,20093
2011-08-22,22198
2011-08-23,19780
2011-08-24,19095
2011-08-25,19879
2011-08-26,17687
2011-08-27,16982
2011-08-28,16263
2011-08-29,16529
2011-08-30,15081
2011-08-31,14533
2011-09-01,14081
2011-09-02,13795
2011-09-03,12341
2011-09-04,15131
2011-09-05,15423
2011-09-06,15718
2011-09-07,14155
2011-09-08,13070
2011-09-09,14345
2011-09-10,12320
2011-09-11,12860
2011-09-12,13591
2011-09-13,12622
2011-09-14,12408
2011-09-15,12988
2011-09-16,12059
2011-09-17,10988
2011-09-18,12230
2011-09-19,13227
2011-09-20,18674
2011-09-21,13718
2011-09-22,15221
2011-09-23,17920
2011-09-24,17169
2011-09-25,17371
2011-09-26,15796
2011-09-27,16396
2011-09-28,11834
2011-09-29,10937
2011-09-30,11283
2011-10-01,10633
2011-10-02,9967
2011-10-03,11909
2011-10-04,11300
2011-10-05,11674
2011-10-06,11840
2011-10-07,11509
2011-10-08,10489
2011-10-09,10536
2011-10-10,11354
2011-10-11,11528
2011-10-12,11383
2011-10-13,9707
2011-10-14,11513
2011-10-15,10932
2011-10-16,9703
2011-10-17,11314
2011-10-18,9916
2011-10-19,10071
2011-10-20,9169
2011-10-21,10025
2011-10-22,9824
2011-10-23,10766
2011-10-24,11426
2011-10-25,10847
2011-10-26,10186
2011-10-27,9205
2011-10-28,9929
2011-10-29,10537
2011-10-30,9352
2011-10-31,9983
2011-11-01,10579
2011-11-02,10787
2011-11-03,10696
2011-11-04,12456
2011-11-05,11062
2011-11-06,9719
2011-11-07,10242
2011-11-08,11275
2011-11-09,11835
2011-11-10,11906
2011-11-11,9655
2011-11-12,9949
2011-11-13,10130
2011-11-14,10912
2011-11-15,11428
2011-11-16,10803
2011-11-17,9659
2011-11-18,10146
2011-11-19,8109
2011-11-20,8506
2011-11-21,8063
2011-11-22,9044
2011-11-23,8817
2011-11-24,8288
2011-11-25,9369
2011-11-26,7999
2011-11-27,8501
2011-11-28,9949
2011-11-29,11127
2011-11-30,11053
2011-12-01,11078
2011-12-02,10573
2011-12-03,9455
2011-12-04,9284
2011-12-05,10376
2011-12-06,12283
2011-12-07,9967
2011-12-08,9560
2011-12-09,9378
2011-12-10,9451
2011-12-11,8796
2011-12-12,8547
2011-12-13,9599
2011-12-14,9481
2011-12-15,7799
2011-12-16,8209
2011-12-17,8084
2011-12-18,8017
2011-12-19,9898
2011-12-20,10326
2011-12-21,9152
2011-12-22,9649
2011-12-23,9532
2011-12-24,7872
2011-12-25,9007
2011-12-26,9349
2011-12-27,8865
2011-12-28,8370
2011-12-29,8975
2011-12-30,8259
2011-12-31,8198
2012-01-01,8530
2012-01-02,8928
2012-01-03,9528
2012-01-04,9542
2012-01-05,11635
2012-01-06,11057
2012-01-07,9896
2012-01-08,10659
2012-01-09,10269
2012-01-10,11358
2012-01-11,11774
2012-01-12,10691
2012-01-13,11165
2012-01-14,11492
2012-01-15,10178
2012-01-16,11544
2012-01-17,11160
2012-01-18,11229
2012-01-19,11553
2012-01-20,10998
2012-01-21,10436
2012-01-22,8946
2012-01-23,10479
2012-01-24,11684
2012-01-25,12952
2012-01-26,11011
2012-01-27,10765
2012-01-28,10202
2012-01-29,10693
2012-01-30,10641
2012-01-31,11903
2012-02-01,11455
2012-02-02,12430
2012-02-03,12427
2012-02-04,12232
2012-02-05,11450
2012-02-06,10596
2012-02-07,11418
2012-02-08,11593
2012-02-09,12022
2012-02-10,12577
2012-02-11,11709
2012-02-12,11268
2012-02-13,12755
2012-02-14,14360
2012-02-15,14247
2012-02-16,14682
2012-02-17,11012
2012-02-18,11467
2012-02-19,10567
2012-02-20,11159
2012-02-21,11225
2012-02-22,12304
2012-02-23,13499
2012-02-24,12250
2012-02-25,11022
2012-02-26,10374
2012-02-27,11537
2012-02-28,12245
2012-02-29,12043
2012-03-01,11932
2012-03-02,13076
2012-03-03,9575
2012-03-04,12059
2012-03-05,12553
2012-03-06,11618
2012-03-07,11938
2012-03-08,12185
2012-03-09,11952
2012-03-10,10033
2012-03-11,9876
2012-03-12,11291
2012-03-13,12955
2012-03-14,12218
2012-03-15,11360
2012-03-16,12250
2012-03-17,12429
2012-03-18,10952
2012-03-19,11570
2012-03-20,12143
2012-03-21,12485
2012-03-22,12135
2012-03-23,10784
2012-03-24,10959
2012-03-25,10620
2012-03-26,11761
2012-03-27,11792
2012-03-28,12531
2012-03-29,12927
2012-03-30,11737
2012-03-31,10981
2012-04-01,9861
2012-04-02,11209
2012-04-03,13313
2012-04-04,12517
2012-04-05,12118
2012-04-06,11819
2012-04-07,10831
2012-04-08,10834
2012-04-09,11653
2012-04-10,13536
2012-04-11,14007
2012-04-12,14108
2012-04-13,12037
2012-04-14,13375
2012-04-15,12276
2012-04-16,14671
2012-04-17,13655
2012-04-18,14651
2012-04-19,13399
2012-04-20,14596
2012-04-21,12405
2012-04-22,11364
2012-04-23,12624
2012-04-24,13262
2012-04-25,13543
2012-04-26,14836
2012-04-27,13006
2012-04-28,12430
2012-04-29,12515
2012-04-30,15185
2012-05-01,15589
2012-05-02,15555
2012-05-03,17693
2012-05-04,17783
2012-05-05,16229
2012-05-06,15255
2012-05-07,20275
2012-05-08,19583
2012-05-09,20109
2012-05-10,16146
2012-05-11,21105
2012-05-12,19031
2012-05-13,17072
2012-05-14,27774
2012-05-15,22548
2012-05-16,20226
2012-05-17,18419
2012-05-18,21854
2012-05-19,26810
2012-05-20,24705
2012-05-21,25442
2012-05-22,22279
2012-05-23,24035
2012-05-24,23102
2012-05-25,24343
2012-05-26,20731
2012-05-27,21643
2012-05-28,24093
2012-05-29,26200
2012-05-30,22958
2012-05-31,22547
2012-06-01,23506
2012-06-02,16161
2012-06-03,26002
2012-06-04,33321
2012-06-05,34402
2012-06-06,19043
2012-06-07,26890
2012-06-08,21926
2012-06-09,25158
2012-06-10,28281
2012-06-11,25882
2012-06-12,17736
2012-06-13,38855
2012-06-14,39967
2012-06-15,37977
2012-06-16,32400
2012-06-17,32556
2012-06-18,31460
2012-06-19,28120
2012-06-20,25365
2012-06-21,23347
2012-06-22,23128
2012-06-23,22951
2012-06-24,22447
2012-06-25,26707
2012-06-26,28848
2012-06-27,30786
2012-06-28,26238
2012-06-29,26455
2012-06-30,25746
2012-07-01,25188
2012-07-02,29156
2012-07-03,26885
2012-07-04,24503
2012-07-05,22013
2012-07-06,23076
2012-07-07,25831
2012-07-08,21937
2012-07-09,25580
2012-07-10,30528
2012-07-11,28012
2012-07-12,27086
2012-07-13,24168
2012-07-14,23901
2012-07-15,24274
2012-07-16,30127
2012-07-17,32644
2012-07-18,27647
2012-07-19,27586
2012-07-20,30409
2012-07-21,29403
2012-07-22,32264
2012-07-23,33403
2012-07-24,28740
2012-07-25,25566
2012-07-26,25128
2012-07-27,26567
2012-07-28,31454
2012-07-29,27776
2012-07-30,29053
2012-07-31,45336
2012-08-01,31894
2012-08-02,32875
2012-08-03,29111
2012-08-04,28145
2012-08-05,29815
2012-08-06,34507
2012-08-07,32320
2012-08-08,39342
2012-08-09,30352
2012-08-10,30414
2012-08-11,30147
2012-08-12,31502
2012-08-13,39309
2012-08-14,33319
2012-08-15,37532
2012-08-16,47582
2012-08-17,44099
2012-08-18,40250
2012-08-19,34643
2012-08-20,33906
2012-08-21,41675
2012-08-22,38615
2012-08-23,35373
2012-08-24,35253
2012-08-25,29496
2012-08-26,27898
2012-08-27,31080
2012-08-28,31788
2012-08-29,32397
2012-08-30,28479
2012-08-31,39333
2012-09-01,36447
2012-09-02,28750
2012-09-03,27685
2012-09-04,33418
2012-09-05,34683
2012-09-06,37913
2012-09-07,33313
2012-09-08,27939
2012-09-09,32967
2012-09-10,30503
2012-09-11,36735
2012-09-12,28683
2012-09-13,27580
2012-09-14,31169
2012-09-15,24938
2012-09-16,25555
2012-09-17,26454
2012-09-18,32391
2012-09-19,34729
2012-09-20,37341
2012-09-21,29567
2012-09-22,22120
2012-09-23,23801
2012-09-24,26881
2012-09-25,34081
2012-09-26,36371
2012-09-27,31698
2012-09-28,36636
2012-09-29,27181
2012-09-30,25257
2012-10-01,30826
2012-10-02,38049
2012-10-03,33563
2012-10-04,36930
2012-10-05,35271
2012-10-06,31353
2012-10-07,33222
2012-10-08,38114
2012-10-09,38386
2012-10-10,35956
2012-10-11,31804
2012-10-12,35240
2012-10-13,29747
2012-10-14,30285
2012-10-15,33578
2012-10-16,31820
2012-10-17,34925
2012-10-18,34498
2012-10-19,29364
2012-10-20,32421
2012-10-21,31466
2012-10-22,33118
2012-10-23,30901
2012-10-24,32549
2012-10-25,28709
2012-10-26,27825
2012-10-27,22004
2012-10-28,21240
2012-10-29,22574
2012-10-30,27436
2012-10-31,25980
2012-11-01,23850
2012-11-02,26333
2012-11-03,25557
2012-11-04,22729
2012-11-05,28847
2012-11-06,31443
2012-11-07,33071
2012-11-08,29632
2012-11-09,28298
2012-11-10,23651
2012-11-11,24276
2012-11-12,23692
2012-11-13,25519
2012-11-14,28339
2012-11-15,35025
2012-11-16,36028
2012-11-17,44131
2012-11-18,33321
2012-11-19,33362
2012-11-20,34678
2012-11-21,33492
2012-11-22,32288
2012-11-23,26227
2012-11-24,28020
2012-11-25,27860
2012-11-26,31790
2012-11-27,30415
2012-11-28,34109
2012-11-29,31420
2012-11-30,28996
2012-12-01,26709
2012-12-02,21746
2012-12-03,23874
2012-12-04,28800
2012-12-05,31336
2012-12-06,30658
2012-12-07,30024
2012-12-08,29768
2012-12-09,28423
2012-12-10,26225
2012-12-11,29038
2012-12-12,31539
2012-12-13,34817
2012-12-14,32209
2012-12-15,27775
2012-12-16,28685
2012-12-17,33323
2012-12-18,39283
2012-12-19,34067
2012-12-20,29958
2012-12-21,35121
2012-12-22,43836
2012-12-23,29746
2012-12-24,28574
2012-12-25,24657
2012-12-26,24735
2012-12-27,27830
2012-12-28,33347
2012-12-29,29345
2012-12-30,36922
2012-12-31,27479
2013-01-01,28597
2013-01-02,34292
2013-01-03,40001
2013-01-04,36915
2013-01-05,41729
2013-01-06,32347
2013-01-07,39428
2013-01-08,38443
2013-01-09,40873
2013-01-10,44686
