date,Fund Flow Ratio
2012-08-15,1.181e-05
2012-08-16,1.193e-05
2012-08-17,1.618e-05
2012-08-18,2.331e-05
2012-08-19,5.6e-06
2012-08-20,1.01e-06
2012-08-21,1.85e-06
2012-08-22,7.4e-07
2012-08-23,9e-07
2012-08-24,1.43e-06
2012-08-25,1.53e-06
2012-08-26,8.8e-06
2012-08-27,4.39e-06
2012-08-28,2.23e-06
2012-08-29,1.43e-06
2012-08-30,7.3e-07
2012-08-31,6.9e-07
2012-09-01,1.65e-06
2012-09-02,1.63e-06
2012-09-03,3.05e-06
2012-09-04,7.62e-06
2012-09-05,1.9e-07
2012-09-06,8.9e-07
2012-09-07,2.42e-06
2012-09-08,2.6e-07
2012-09-09,6e-08
2012-09-10,1.2e-07
2012-09-11,4.1e-07
2012-09-12,5.3e-07
2012-09-13,1e-08
2012-09-14,6.9e-07
2012-09-15,4e-07
2012-09-16,4.6e-07
2012-09-17,1.52e-06
2012-09-18,6.05e-06
2012-09-19,5.04e-06
2012-09-20,3e-08
2012-09-21,1.47e-06
2012-09-22,1.064e-05
2012-09-23,1.399e-05
2012-09-24,1.602e-05
2012-09-25,6.089e-05
2012-09-26,7.681e-05
2012-09-27,5.829e-05
2012-09-28,6.23e-06
2012-09-29,2.832e-05
2012-09-30,2.532e-05
2012-10-01,7.4e-07
2012-10-02,7.177e-05
2012-10-03,5.691e-05
2012-10-04,0.00012501
2012-10-05,8.077e-05
2012-10-06,0.00011391
2012-10-07,3.753e-05
2012-10-08,1.198e-05
2012-10-09,4.995e-05
2012-10-10,3.778e-05
2012-10-11,4.771e-05
2012-10-12,2.523e-05
2012-10-13,1.214e-05
2012-10-14,3.252e-05
2012-10-15,8.266e-05
2012-10-16,2.771e-05
2012-10-17,2.272e-05
2012-10-18,1.86e-05
2012-10-19,4.3e-07
2012-10-20,2.373e-05
2012-10-21,1.003e-05
2012-10-22,1.447e-05
2012-10-23,5.3e-07
2012-10-24,4.26e-05
2012-10-25,6.631e-05
2012-10-26,0.00010225
2012-10-27,2.103e-05
2012-10-28,3.609e-05
2012-10-29,2.04e-06
2012-10-30,7.9e-07
2012-10-31,1.549e-05
2012-11-01,4.37e-06
2012-11-02,5.944e-05
2012-11-03,5.2e-05
2012-11-04,2.15e-06
2012-11-05,1e-08
2012-11-06,1.878e-05
2012-11-07,3.735e-05
2012-11-08,8.3e-07
2012-11-09,6.9e-07
2012-11-10,5e-06
2012-11-11,8.566e-05
2012-11-12,3e-08
2012-11-13,7.7e-07
2012-11-14,4.6e-07
2012-11-15,1.12e-06
2012-11-16,1.56e-06
2012-11-17,1.26e-05
2012-11-18,2.229e-05
2012-11-19,1.329e-05
2012-11-20,3.1e-07
2012-11-21,1.65e-06
2012-11-22,2.563e-05
2012-11-23,3.102e-05
2012-11-24,4.1e-07
2012-11-25,9.88e-06
2012-11-26,7.3e-05
2012-11-27,3.106e-05
2012-11-28,0.00011234
2012-11-29,0.00019815
2012-11-30,8.244e-05
2012-12-01,2.447e-05
2012-12-02,1.005e-05
2012-12-03,2.557e-05
2012-12-04,1.62e-06
2012-12-05,0.00037571
2012-12-06,3.714e-05
2012-12-07,6.84e-06
2012-12-08,1.689e-05
2012-12-09,0.00112742
2012-12-10,0.00099956
2012-12-11,5e-05
2012-12-12,3.509e-05
2012-12-13,0.00106083
2012-12-14,4.466e-05
2012-12-15,8.013e-05
2012-12-16,3.859e-05
2012-12-17,2.034e-05
2012-12-18,7.41e-06
2012-12-19,1.986e-05
2012-12-20,1.595e-05
2012-12-21,1.167e-05
2012-12-22,5.52e-06
2012-12-23,1.795e-05
2012-12-24,2.29e-06
2012-12-25,0.00175064
2012-12-26,2.546e-05
2012-12-27,2.524e-05
2012-12-28,2.149e-05
2012-12-29,0.00016469
2012-12-30,2.081e-05
2012-12-31,1.519e-05
2013-01-01,1.619e-05
2013-01-02,8.91e-06
2013-01-03,1.604e-05
2013-01-04,1.361e-05
2013-01-05,7.2e-07
2013-01-06,1.627e-05
2013-01-07,9.09e-06
2013-01-08,3.72e-06
2013-01-09,1.376e-05
2013-01-10,7.15e-06
2013-01-11,6.41e-06
2013-01-12,9.8e-07
2013-01-13,2.74e-06
2013-01-14,3.42e-06
2013-01-15,3.1e-06
2013-01-16,5.2e-07
2013-01-17,6.83e-06
2013-01-18,8.31e-06
2013-01-19,7.72e-06
2013-01-20,2.59e-06
2013-01-21,7.49e-06
2013-01-22,6.49e-06
2013-01-23,2.784e-05
2013-01-24,1.55e-06
2013-01-25,4.31e-06
2013-01-26,3.34e-06
2013-01-27,2.28e-06
2013-01-28,6.48e-06
2013-01-29,4.71e-06
2013-01-30,2.47e-06
2013-01-31,3.3e-07
2013-02-01,0.00082792
2013-02-02,1.051e-05
2013-02-03,6.33e-06
2013-02-04,1.059e-05
2013-02-05,9.23e-06
2013-02-06,0.00022425
2013-02-07,5.28e-06
2013-02-08,6.013e-05
2013-02-09,4.2e-07
2013-02-10,4.398e-05
2013-02-11,0.00015214
2013-02-12,1.985e-05
2013-02-13,1.49e-06
2013-02-14,0.0001929
2013-02-15,4.33e-06
2013-02-16,1.348e-05
2013-02-17,1.513e-05
2013-02-18,7.01e-06
2013-02-19,3.99e-06
2013-02-20,9.48e-06
2013-02-21,2.425e-05
2013-02-22,8.4e-07
2013-02-23,2.299e-05
2013-02-24,2.74e-06
2013-02-25,0.0305003
2013-02-26,1.632e-05
2013-02-27,2.224e-05
2013-02-28,1.512e-05
2013-03-01,0.00012623
2013-03-02,5.93e-06
2013-03-03,1.509e-05
2013-03-04,0.00041322
2013-03-05,0.00011252
2013-03-06,5.977e-05
2013-03-07,1.164e-05
2013-03-08,0.00021181
2013-03-09,0.00033139
2013-03-10,0.00013071
2013-03-11,2.884e-05
2013-03-12,6.4e-05
2013-03-13,2.697e-05
2013-03-14,3.616e-05
2013-03-15,6.89e-06
2013-03-16,9.38e-06
2013-03-17,7.036e-05
2013-03-18,4.23e-06
2013-03-19,2.179e-05
2013-03-20,5.426e-05
2013-03-21,1.151e-05
2013-03-22,4.407e-05
2013-03-23,6.861e-05
2013-03-24,4.534e-05
2013-03-25,3.79e-05
2013-03-26,1.655e-05
2013-03-27,3.772e-05
2013-03-28,7.297e-05
2013-03-29,6.344e-05
2013-03-30,3.423e-05
2013-03-31,6.94e-06
2013-04-01,0.00012417
2013-04-02,2.529e-05
2013-04-03,9.969e-05
2013-04-04,5.234e-05
2013-04-05,3.397e-05
2013-04-06,7.201e-05
2013-04-07,0.00013159
2013-04-08,0.00018264
2013-04-09,0.00011814
2013-04-10,7.64e-05
2013-04-11,0.0001139
2013-04-12,0.00012871
2013-04-13,2.617e-05
2013-04-14,2.436e-05
2013-04-15,0.00013299
2013-04-16,9.723e-05
2013-04-17,0.00010053
2013-04-18,1.464e-05
2013-04-19,9.045e-05
2013-04-20,9.967e-05
2013-04-21,6.895e-05
2013-04-22,5.635e-05
2013-04-23,0.00012508
2013-04-24,3.749e-05
2013-04-25,1.427e-05
2013-04-26,4.712e-05
2013-04-27,5.608e-05
2013-04-28,0.00013285
2013-04-29,4.083e-05
2013-04-30,5.829e-05
2013-05-01,0.00012996
2013-05-02,7.28e-05
2013-05-03,0.00011913
2013-05-04,0.00019913
2013-05-05,7.457e-05
2013-05-06,7.769e-05
2013-05-07,5.438e-05
2013-05-08,0.00010224
2013-05-09,0.00038419
2013-05-10,7.272e-05
2013-05-11,0.00010245
2013-05-12,0.00014522
2013-05-13,6.389e-05
2013-05-14,0.00010441
2013-05-15,0.00078994
2013-05-16,0.00129036
2013-05-17,0.00046704
2013-05-18,0.00013782
2013-05-19,0.0001814
2013-05-20,0.00027872
2013-05-21,0.00022549
2013-05-22,0.00023185
2013-05-23,0.00016911
2013-05-24,0.00038453
2013-05-25,8.278e-05
2013-05-26,6.828e-05
2013-05-27,7.827e-05
2013-05-28,0.00033154
2013-05-29,0.00016301
2013-05-30,0.00022283
2013-05-31,5.933e-05
2013-06-01,0.00018022
2013-06-02,0.00013825
2013-06-03,0.00014662
2013-06-04,0.00031213
2013-06-05,0.00010049
2013-06-06,0.00020678
2013-06-07,8.826e-05
2013-06-08,0.00014268
2013-06-09,0.00013778
2013-06-10,0.000285
2013-06-11,0.00013205
2013-06-12,0.00033435
2013-06-13,0.005869
2013-06-14,0.000393
2013-06-15,0.00356274
2013-06-16,0.00977026
2013-06-17,0.00056262
2013-06-18,0.00050085
2013-06-19,0.00016287
2013-06-20,0.00056134
2013-06-21,0.05699603
2013-06-22,0.00036556
2013-06-23,0.00020498
2013-06-24,0.00109917
2013-06-25,0.00040267
2013-06-26,0.00015293
2013-06-27,6.838e-05
2013-06-28,0.0001436
2013-06-29,0.00013715
2013-06-30,0.00031223
2013-07-01,0.00017021
2013-07-02,0.0002592
2013-07-03,0.00044801
2013-07-04,0.00018626
2013-07-05,0.00029743
2013-07-06,0.00012293
2013-07-07,0.00126329
2013-07-08,9.078e-05
2013-07-09,0.0012204
2013-07-10,0.00808847
2013-07-11,0.00167381
2013-07-12,0.00275257
2013-07-13,0.00208575
2013-07-14,0.00198576
2013-07-15,0.00035245
2013-07-16,0.00028081
2013-07-17,7.92e-05
2013-07-18,0.00014353
2013-07-19,0.01088163
2013-07-20,0.00158204
2013-07-21,0.00652994
2013-07-22,0.00017901
2013-07-23,0.00113716
2013-07-24,0.00016124
2013-07-25,0.00041813
2013-07-26,0.00053029
2013-07-27,0.00037053
2013-07-28,0.00035216
2013-07-29,0.01535898
2013-07-30,0.00014453
2013-07-31,0.00037346
2013-08-01,0.00026178
2013-08-02,0.00019715
2013-08-03,0.0101977
2013-08-04,0.00025999
2013-08-05,0.005026
2013-08-06,0.00038229
2013-08-07,0.00511794
2013-08-08,0.00032575
2013-08-09,0.00031177
2013-08-10,0.00884089
2013-08-11,0.00048433
2013-08-12,0.00018879
2013-08-13,0.00093168
2013-08-14,0.00368318
2013-08-15,0.00019278
2013-08-16,0.00014142
2013-08-17,0.03007039
2013-08-18,0.00021362
2013-08-19,0.00304471
2013-08-20,0.00397801
2013-08-21,0.00024617
2013-08-22,0.01011485
2013-08-23,0.0173489
2013-08-24,0.00065668
2013-08-25,0.0002711
2013-08-26,0.00048762
2013-08-27,0.0037001
2013-08-28,0.00329607
2013-08-29,0.00012328
2013-08-30,0.00086592
2013-08-31,0.00021569
2013-09-01,0.00014032
2013-09-02,0.00066937
2013-09-03,0.00019142
2013-09-04,0.00021348
2013-09-05,0.00079358
2013-09-06,0.00082927
2013-09-07,0.00048981
2013-09-08,0.00034527
2013-09-09,0.00208937
2013-09-10,0.00076397
2013-09-11,0.00037662
2013-09-12,0.00336816
2013-09-13,0.01419348
2013-09-14,0.00593498
2013-09-15,0.00048297
2013-09-16,0.00049241
2013-09-17,0.00076466
2013-09-18,0.00045545
2013-09-19,0.00470601
2013-09-20,0.00024982
2013-09-21,0.00048153
2013-09-22,0.0005085
2013-09-23,0.00042349
2013-09-24,0.00025649
2013-09-25,0.00036166
2013-09-26,0.00063925
2013-09-27,0.00104368
2013-09-28,0.00049753
2013-09-29,0.00061789
2013-09-30,0.00050562
2013-10-01,0.00055504
2013-10-02,0.00044299
2013-10-03,0.00501895
2013-10-04,0.00017704
2013-10-05,0.00531466
2013-10-06,0.00080786
2013-10-07,0.00027514
2013-10-08,0.00064124
2013-10-09,0.00296314
2013-10-10,0.00123747
2013-10-11,0.00036233
2013-10-12,0.00045381
2013-10-13,0.00055123
2013-10-14,0.00053122
2013-10-15,0.00035807
2013-10-16,0.00047631
2013-10-17,0.00048539
2013-10-18,0.00034873
2013-10-19,0.00054714
2013-10-20,0.00061769
2013-10-21,0.00197562
2013-10-22,0.00983135
2013-10-23,0.00158554
2013-10-24,0.00191516
2013-10-25,0.0004546
2013-10-26,0.00047078
2013-10-27,0.00039541
2013-10-28,0.00154919
2013-10-29,0.0002875
2013-10-30,0.00057714
2013-10-31,0.00524247
2013-11-01,0.00105112
2013-11-02,0.00062334
2013-11-03,0.0007085
2013-11-04,0.00265392
2013-11-05,0.00440839
2013-11-06,0.00196023
2013-11-07,0.003476
2013-11-08,0.00643079
2013-11-09,0.00198885
2013-11-10,0.0018198
2013-11-11,0.00265365
2013-11-12,0.00812333
2013-11-13,0.00393721
2013-11-14,0.00729126
2013-11-15,0.00048413
2013-11-16,0.00114684
2013-11-17,0.00072234
2013-11-18,0.00162805
2013-11-19,0.0013432
2013-11-20,0.00203773
2013-11-21,0.00089973
2013-11-22,0.00098546
2013-11-23,0.01296797
2013-11-24,0.00096894
2013-11-25,0.00099477
2013-11-26,0.01408674
2013-11-27,0.00288993
2013-11-28,0.00099932
2013-11-29,0.03907928
2013-11-30,0.00666805
2013-12-01,0.00174769
2013-12-02,0.00128621
2013-12-03,0.00191196
2013-12-04,0.00183292
2013-12-05,0.00215255
2013-12-06,0.00314497
2013-12-07,0.00101081
2013-12-08,0.00581442
2013-12-09,0.0044197
2013-12-10,0.00147816
2013-12-11,0.00220035
2013-12-12,0.00134919
2013-12-13,0.00503231
2013-12-14,0.00111667
2013-12-15,0.01176606
2013-12-16,0.00093431
2013-12-17,0.0019581
2013-12-18,0.00222135
2013-12-19,0.00286111
2013-12-20,0.00235396
2013-12-21,0.00265166
2013-12-22,0.0016183
2013-12-23,0.00180876
2013-12-24,0.00097637
2013-12-25,0.00419148
2013-12-26,0.00176431
2013-12-27,0.00429769
2013-12-28,0.00250214
2013-12-29,0.00121262
2013-12-30,0.00628032
2013-12-31,0.00319883
2014-01-01,0.00202089
2014-01-02,0.00136411
2014-01-03,0.01296348
2014-01-04,0.00158889
2014-01-05,0.00222892
2014-01-06,0.00331785
2014-01-07,0.00190256
2014-01-08,0.00232741
2014-01-09,0.00239568
2014-01-10,0.00153227
2014-01-11,0.00363714
2014-01-12,0.00322678
2014-01-13,0.03695443
2014-01-14,0.00149837
2014-01-15,0.00108579
2014-01-16,0.00207802
2014-01-17,0.00869945
2014-01-18,0.00368697
2014-01-19,0.00419899
2014-01-20,0.00401529
2014-01-21,0.0025193
2014-01-22,0.00307607
2014-01-23,0.00264074
2014-01-24,0.00186731
2014-01-25,0.00340066
2014-01-26,0.00347936
2014-01-27,0.00520894
2014-01-28,0.00208986
2014-01-29,0.00379783
2014-01-30,0.00386108
2014-01-31,0.0031927
2014-02-01,0.00285021
2014-02-02,0.00256741
2014-02-03,0.00229748
2014-02-04,0.00296609
2014-02-05,0.00176294
2014-02-06,0.00268861
2014-02-07,0.00570678
2014-02-08,0.00230097
2014-02-09,0.00301876
2014-02-10,0.00422154
2014-02-11,0.00730299
2014-02-12,0.00304713
2014-02-13,0.00315291
2014-02-14,0.00311717
2014-02-15,0.00153217
2014-02-16,0.00871117
2014-02-17,0.0092717
2014-02-18,0.00705396
2014-02-19,0.00628734
2014-02-20,0.00486551
2014-02-21,0.0056964
2014-02-22,0.01163842
2014-02-23,0.00590566
2014-02-24,0.00426416
2014-02-25,0.02153378
2014-02-26,0.00439526
2014-02-27,0.01356974
2014-02-28,0.00346183
2014-03-01,0.0026404
2014-03-02,0.01037116
2014-03-03,0.00541827
2014-03-04,0.0116526
2014-03-05,0.00727632
2014-03-06,0.00431321
2014-03-07,0.00084536
2014-03-08,0.00096836
2014-03-09,0.00199718
2014-03-10,0.00424241
2014-03-11,0.00140311
2014-03-12,0.01077254
2014-03-13,0.00183673
2014-03-14,0.00282499
2014-03-15,0.00304486
2014-03-16,0.004276
2014-03-17,0.01353925
2014-03-18,0.00319432
2014-03-19,0.00451485
2014-03-20,0.00323909
2014-03-21,0.00600825
2014-03-22,0.01196945
2014-03-23,0.01737917
2014-03-24,0.00430033
2014-03-25,0.01398562
2014-03-26,0.02458194
2014-03-27,0.01306136
2014-03-28,0.02563414
2014-03-29,0.00840538
2014-03-30,0.02322429
2014-03-31,0.0156772
2014-04-01,0.0058305
2014-04-02,0.00399946
2014-04-03,0.00759713
2014-04-04,0.01161723
2014-04-05,0.02551653
2014-04-06,0.01570898
2014-04-07,0.01279307
2014-04-08,0.00360749
2014-04-09,0.00393712
2014-04-10,0.00727547
2014-04-11,0.00550962
2014-04-12,0.00503666
2014-04-13,0.00559682
2014-04-14,0.01017908
2014-04-15,0.00612974
2014-04-16,0.00404108
2014-04-17,0.02824973
2014-04-18,0.01186391
2014-04-19,0.00580112
2014-04-20,0.01210076
2014-04-21,0.00989664
2014-04-22,0.01688053
2014-04-23,0.00528683
2014-04-24,0.00748225
2014-04-25,0.00643593
2014-04-26,0.00945849
2014-04-27,0.00631801
2014-04-28,0.00813036
2014-04-29,0.03291805
2014-04-30,0.00578118
2014-05-01,0.01480106
2014-05-02,0.03107991
2014-05-03,0.0032905
2014-05-04,0.01564184
2014-05-05,0.00455278
2014-05-06,0.00527967
2014-05-07,0.01541595
2014-05-08,0.00204328
2014-05-09,0.00226868
2014-05-10,0.00321627
2014-05-11,0.01401581
2014-05-12,0.00694593
2014-05-13,0.00480291
2014-05-14,0.01016769
2014-05-15,0.00809466
2014-05-16,0.01273602
2014-05-17,0.00444754
2014-05-18,0.00798184
2014-05-19,0.01496201
2014-05-20,0.00302691
2014-05-21,0.00431647
2014-05-22,0.01047229
2014-05-23,0.00806275
2014-05-24,0.00844823
2014-05-25,0.00503148
2014-05-26,0.00733686
2014-05-27,0.01082708
2014-05-28,0.00659032
2014-05-29,0.00773804
2014-05-30,0.00543641
2014-05-31,0.03210291
2014-06-01,0.00564259
2014-06-02,0.0117138
2014-06-03,0.00596973
2014-06-04,0.00942482
2014-06-05,0.01300622
2014-06-06,0.00356873
2014-06-07,0.01185273
2014-06-08,0.00461276
2014-06-09,0.02070116
2014-06-10,0.05525325
2014-06-11,0.13279934
2014-06-12,0.06706456
2014-06-13,0.00959829
2014-06-14,0.02011826
2014-06-15,0.0095359
2014-06-16,0.00580895
2014-06-17,0.01470757
2014-06-18,0.01173047
2014-06-19,0.00637587
2014-06-20,0.01039554
2014-06-21,0.00972913
2014-06-22,0.00787162
2014-06-23,0.01489257
2014-06-24,0.00672234
2014-06-25,0.01243739
2014-06-26,0.01292223
2014-06-27,0.0078317
2014-06-28,0.00849906
2014-06-29,0.01308815
2014-06-30,0.01484014
2014-07-01,0.01069748
2014-07-02,0.00729296
2014-07-03,0.01489878
2014-07-04,0.02197499
2014-07-05,0.00549499
2014-07-06,0.00737757
2014-07-07,0.01630731
2014-07-08,0.01236048
2014-07-09,0.00689759
2014-07-10,0.01244393
2014-07-11,0.00854866
2014-07-12,0.01648598
2014-07-13,0.01085075
2014-07-14,0.01551231
2014-07-15,0.01146033
2014-07-16,0.01600254
2014-07-17,0.01394348
2014-07-18,0.0149127
2014-07-19,0.01960558
2014-07-20,0.01065483
2014-07-21,0.0103265
2014-07-22,0.03272845
2014-07-23,0.02041475
2014-07-24,0.01163785
2014-07-25,0.01127427
2014-07-26,0.01555184
2014-07-27,0.008316
2014-07-28,0.02105512
2014-07-29,0.00963736
2014-07-30,0.0183697
2014-07-31,0.01037275
2014-08-01,0.009161
2014-08-02,0.01267713
2014-08-03,0.00674776
2014-08-04,0.008667
2014-08-05,0.00879871
2014-08-06,0.01355034
2014-08-07,0.01397667
2014-08-08,0.00878413
2014-08-09,0.0066265
2014-08-10,0.00655124
2014-08-11,0.00611072
2014-08-12,0.01066985
2014-08-13,0.02024283
2014-08-14,0.02795831
2014-08-15,0.01422879
2014-08-16,0.01257435
2014-08-17,0.0154324
2014-08-18,0.01908177
2014-08-19,0.01852479
2014-08-20,0.01812281
2014-08-21,0.00769881
2014-08-22,0.00416398
2014-08-23,0.00409665
2014-08-24,0.01030811
2014-08-25,0.00392972
2014-08-26,0.00380343
2014-08-27,0.00264751
2014-08-28,0.01435929
2014-08-29,0.0162074
2014-08-30,0.01244932
2014-08-31,0.01603467
2014-09-01,0.013703
2014-09-02,0.01513791
2014-09-03,0.00861214
2014-09-04,0.02113603
2014-09-05,0.0089283
2014-09-06,0.00871103
2014-09-07,0.00766959
2014-09-08,0.00856949
2014-09-09,0.02069401
2014-09-10,0.02671528
2014-09-11,0.02360067
2014-09-12,0.03651704
2014-09-13,0.02525834
2014-09-14,0.04101088
2014-09-15,0.02462352
2014-09-16,0.02716916
2014-09-17,0.02628063
2014-09-18,0.03457459
2014-09-19,0.05641555
2014-09-20,0.02215539
2014-09-21,0.04045532
2014-09-22,0.0283306
2014-09-23,0.03103681
2014-09-24,0.03636929
2014-09-25,0.03411304
2014-09-26,0.02165789
2014-09-27,0.03656576
2014-09-28,0.05445143
2014-09-29,0.04569128
2014-09-30,0.02603967
2014-10-01,0.02331849
2014-10-02,0.02017285
2014-10-03,0.07742933
2014-10-04,0.04993662
2014-10-05,0.04982137
2014-10-06,0.05040315
2014-10-07,0.04647717
2014-10-08,0.05640673
2014-10-09,0.05913784
2014-10-10,0.06134822
2014-10-11,0.02963478
2014-10-12,0.03140693
2014-10-13,0.0528681
2014-10-14,0.04813098
2014-10-15,0.01823613
2014-10-16,0.01650423
2014-10-17,0.01828691
2014-10-18,0.03201508
2014-10-19,0.02899334
2014-10-20,0.02427536
2014-10-21,0.03405213
2014-10-22,0.08386734
2014-10-23,0.02798502
2014-10-24,0.03481508
2014-10-25,0.02112056
2014-10-26,0.0274004
2014-10-27,0.02005798
2014-10-28,0.01913649
2014-10-29,0.02859402
2014-10-30,0.03156299
2014-10-31,0.02015576
2014-11-01,0.02054848
2014-11-02,0.03089426
2014-11-03,0.02213656
2014-11-04,0.04521764
2014-11-05,0.02609982
2014-11-06,0.05044734
2014-11-07,0.0651183
2014-11-08,0.03476488
2014-11-09,0.03425014
2014-11-10,0.05113396
2014-11-11,0.03026233
2014-11-12,0.05021571
2014-11-13,0.03922641
2014-11-14,0.05466008
2014-11-15,0.05934884
2014-11-16,0.03035474
2014-11-17,0.07845959
2014-11-18,0.02566629
2014-11-19,0.02617566
2014-11-20,0.05510029
2014-11-21,0.02811543
2014-11-22,0.02755996
2014-11-23,0.03936478
2014-11-24,0.04426281
2014-11-25,0.06372936
2014-11-26,0.02123767
2014-11-27,0.02508093
2014-11-28,0.03023877
2014-11-29,0.01575051
2014-11-30,0.01330806
2014-12-01,0.01500186
2014-12-02,0.0158168
2014-12-03,0.03329462
2014-12-04,0.04696432
2014-12-05,0.05079544
2014-12-06,0.03279108
2014-12-07,0.01864371
2014-12-08,0.02917369
2014-12-09,0.04570602
2014-12-10,0.01584148
2014-12-11,0.03884684
2014-12-12,0.02036915
2014-12-13,0.0338219
2014-12-14,0.01849658
2014-12-15,0.02399192
2014-12-16,0.03728258
2014-12-17,0.05416105
2014-12-18,0.03979242
2014-12-19,0.02495395
2014-12-20,0.04378486
2014-12-21,0.01110419
2014-12-22,0.0421932
2014-12-23,0.03197579
2014-12-24,0.02134631
2014-12-25,0.03122819
2014-12-26,0.03444568
2014-12-27,0.03998049
2014-12-28,0.02227052
2014-12-29,0.06198466
2014-12-30,0.01673955
2014-12-31,0.02273309
2015-01-01,0.03235151
2015-01-02,0.02087947
2015-01-03,0.04242429
2015-01-04,0.04030841
2015-01-05,0.04249195
2015-01-06,0.0499138
2015-01-07,0.04112703
2015-01-08,0.02807017
2015-01-09,0.12492117
2015-01-10,0.13419003
2015-01-11,0.07260888
2015-01-12,0.07877889
2015-01-13,0.07558308
2015-01-14,0.10251856
2015-01-15,0.05184855
2015-01-16,0.05238449
2015-01-17,0.05474987
2015-01-18,0.05980535
2015-01-19,0.04751602
2015-01-20,0.04337025
2015-01-21,0.20551548
2015-01-22,0.06527829
2015-01-23,0.06093329
2015-01-24,0.04367774
2015-01-25,0.04496344
2015-01-26,0.05633947
2015-01-27,0.05507277
2015-01-28,0.08347277
2015-01-29,0.08099659
2015-01-30,0.0705471
2015-01-31,0.09006926
2015-02-01,0.05502686
2015-02-02,0.03651869
2015-02-03,0.03891571
2015-02-04,0.0360141
2015-02-05,0.05171559
2015-02-06,0.05132749
2015-02-07,0.06887749
2015-02-08,0.08699708
2015-02-09,0.07240245
2015-02-10,0.06754008
2015-02-11,0.08295724
2015-02-12,0.04459039
2015-02-13,0.05679702
2015-02-14,0.05421
2015-02-15,0.07648306
2015-02-16,0.06711221
2015-02-17,0.07351196
2015-02-18,0.09496165
2015-02-19,0.04759279
2015-02-20,0.03095611
2015-02-21,0.05262876
2015-02-22,0.05890171
2015-02-23,0.09372985
2015-02-24,0.03012336
2015-02-25,0.04744705
2015-02-26,0.02590285
2015-02-27,0.03668113
2015-02-28,0.04131892
2015-03-01,0.02523614
2015-03-02,0.02581553
2015-03-03,0.05341697
2015-03-04,0.05137832
2015-03-05,0.06311932
2015-03-06,0.07147556
2015-03-07,0.04056287
2015-03-08,0.01016355
2015-03-09,0.05539525
2015-03-10,0.0581459
2015-03-11,0.08299338
2015-03-12,0.08396953
2015-03-13,0.06192821
2015-03-14,0.03679099
2015-03-15,0.03343623
2015-03-16,0.05531176
2015-03-17,0.07422811
2015-03-18,0.04220921
2015-03-19,0.04715085
2015-03-20,0.04221289
2015-03-21,0.06454435
2015-03-22,0.0611321
2015-03-23,0.04057287
2015-03-24,0.05438435
2015-03-25,0.05288348
2015-03-26,0.04742486
2015-03-27,0.05183068
2015-03-28,0.04682964
2015-03-29,0.06585928
2015-03-30,0.06733321
2015-03-31,0.05803744
2015-04-01,0.0381421
2015-04-02,0.0620991
2015-04-03,0.04831535
2015-04-04,0.03183904
2015-04-05,0.04529872
2015-04-06,0.03680344
2015-04-07,0.05010463
2015-04-08,0.07030019
2015-04-09,0.08105519
2015-04-10,0.04650297
2015-04-11,0.06020949
2015-04-12,0.0575371
2015-04-13,0.08080204
2015-04-14,0.0711382
2015-04-15,0.07065647
2015-04-16,0.05064467
2015-04-17,0.04329399
2015-04-18,0.06557851
2015-04-19,0.02894276
2015-04-20,0.04228192
2015-04-21,0.0410722
2015-04-22,0.0330605
2015-04-23,0.03444461
2015-04-24,0.03796107
2015-04-25,0.03322994
2015-04-26,0.04476882
2015-04-27,0.04503156
2015-04-28,0.04579985
2015-04-29,0.03343838
2015-04-30,0.03922264
2015-05-01,0.02700645
2015-05-02,0.02490953
2015-05-03,0.03334765
2015-05-04,0.0494649
2015-05-05,0.02872113
2015-05-06,0.04592024
2015-05-07,0.03118513
2015-05-08,0.04536196
2015-05-09,0.03034329
2015-05-10,0.02571857
2015-05-11,0.05171756
2015-05-12,0.04691468
2015-05-13,0.0575039
2015-05-14,0.04555344
2015-05-15,0.03412489
2015-05-16,0.02621411
2015-05-17,0.0424042
2015-05-18,0.0567406
2015-05-19,0.03664406
2015-05-20,0.05756523
2015-05-21,0.06082323
2015-05-22,0.05950857
2015-05-23,0.04891136
2015-05-24,0.04582611
2015-05-25,0.04871157
2015-05-26,0.05584003
2015-05-27,0.04435362
2015-05-28,0.04808395
2015-05-29,0.05079824
2015-05-30,0.05494811
2015-05-31,0.05354954
2015-06-01,0.04291221
2015-06-02,0.0527582
2015-06-03,0.04753433
2015-06-04,0.03417078
2015-06-05,0.04297843
2015-06-06,0.03775626
2015-06-07,0.04071537
2015-06-08,0.0659618
2015-06-09,0.0386195
2015-06-10,0.03020624
2015-06-11,0.03899114
2015-06-12,0.03440055
2015-06-13,0.03679672
2015-06-14,0.03361275
2015-06-15,0.03438195
2015-06-16,0.04791476
2015-06-17,0.04355419
2015-06-18,0.05984861
2015-06-19,0.07487973
2015-06-20,0.02986467
2015-06-21,0.02275395
2015-06-22,0.03982612
2015-06-23,0.028281
2015-06-24,0.04298897
2015-06-25,0.05726645
2015-06-26,0.04410012
2015-06-27,0.02326977
2015-06-28,0.03196237
2015-06-29,0.03859209
2015-06-30,0.04909227
2015-07-01,0.05479777
2015-07-02,0.04660992
2015-07-03,0.04656107
2015-07-04,0.06233465
2015-07-05,0.10390901
2015-07-06,0.05719026
2015-07-07,0.05634015
2015-07-08,0.03926979
2015-07-09,0.04893587
