date,timestamp_utc,Exchange Supply Ratio
2012-10-11,2012-10-11T00:00:00Z,0.00078984
2012-10-12,2012-10-12T00:00:00Z,0.00078945
2012-10-13,2012-10-13T00:00:00Z,0.0007888
2012-10-14,2012-10-14T00:00:00Z,0.00078844
2012-10-15,2012-10-15T00:00:00Z,0.0007879
2012-10-16,2012-10-16T00:00:00Z,0.00078837
2012-10-17,2012-10-17T00:00:00Z,0.00078686
2012-10-18,2012-10-18T00:00:00Z,0.00078627
2012-10-19,2012-10-19T00:00:00Z,0.00078586
2012-10-20,2012-10-20T00:00:00Z,0.00078537
2012-10-21,2012-10-21T00:00:00Z,0.00078269
2012-10-22,2012-10-22T00:00:00Z,0.00078221
2012-10-23,2012-10-23T00:00:00Z,0.00078183
2012-10-24,2012-10-24T00:00:00Z,0.00078295
2012-10-25,2012-10-25T00:00:00Z,0.00078246
2012-10-26,2012-10-26T00:00:00Z,0.00078058
2012-10-27,2012-10-27T00:00:00Z,0.00077978
2012-10-28,2012-10-28T00:00:00Z,0.00077926
2012-10-29,2012-10-29T00:00:00Z,0.00077867
2012-10-30,2012-10-30T00:00:00Z,0.00077839
2012-10-31,2012-10-31T00:00:00Z,0.00077842
2012-11-01,2012-11-01T00:00:00Z,0.00077784
2012-11-02,2012-11-02T00:00:00Z,0.00077871
2012-11-03,2012-11-03T00:00:00Z,0.00077853
2012-11-04,2012-11-04T00:00:00Z,0.00077809
2012-11-05,2012-11-05T00:00:00Z,0.00077749
2012-11-06,2012-11-06T00:00:00Z,0.0007769
2012-11-07,2012-11-07T00:00:00Z,0.00077407
2012-11-08,2012-11-08T00:00:00Z,0.0007736
2012-11-09,2012-11-09T00:00:00Z,0.00077309
2012-11-10,2012-11-10T00:00:00Z,0.00077276
2012-11-11,2012-11-11T00:00:00Z,0.00077207
2012-11-12,2012-11-12T00:00:00Z,0.00077158
2012-11-13,2012-11-13T00:00:00Z,0.00077112
2012-11-14,2012-11-14T00:00:00Z,0.00077065
2012-11-15,2012-11-15T00:00:00Z,0.0007702
2012-11-16,2012-11-16T00:00:00Z,0.00076982
2012-11-17,2012-11-17T00:00:00Z,0.00076905
2012-11-18,2012-11-18T00:00:00Z,0.00077006
2012-11-19,2012-11-19T00:00:00Z,0.00076796
2012-11-20,2012-11-20T00:00:00Z,0.00076742
2012-11-21,2012-11-21T00:00:00Z,0.000767
2012-11-22,2012-11-22T00:00:00Z,0.00076631
2012-11-23,2012-11-23T00:00:00Z,0.00076567
2012-11-24,2012-11-24T00:00:00Z,0.00076514
2012-11-25,2012-11-25T00:00:00Z,0.00076475
2012-11-26,2012-11-26T00:00:00Z,0.00076399
2012-11-27,2012-11-27T00:00:00Z,0.00076349
2012-11-28,2012-11-28T00:00:00Z,0.00076738
2012-11-29,2012-11-29T00:00:00Z,0.00076313
2012-11-30,2012-11-30T00:00:00Z,0.0007626
2012-12-01,2012-12-01T00:00:00Z,0.00076224
2012-12-02,2012-12-02T00:00:00Z,0.00076294
2012-12-03,2012-12-03T00:00:00Z,0.00076162
2012-12-04,2012-12-04T00:00:00Z,0.0007618
2012-12-05,2012-12-05T00:00:00Z,0.00066658
2012-12-06,2012-12-06T00:00:00Z,0.00066598
2012-12-07,2012-12-07T00:00:00Z,0.00066572
2012-12-08,2012-12-08T00:00:00Z,0.00066587
2012-12-09,2012-12-09T00:00:00Z,0.00052299
2012-12-10,2012-12-10T00:00:00Z,0.00042802
2012-12-11,2012-12-11T00:00:00Z,0.00042783
2012-12-12,2012-12-12T00:00:00Z,0.00042762
2012-12-13,2012-12-13T00:00:00Z,4.35e-05
2012-12-14,2012-12-14T00:00:00Z,4.354e-05
2012-12-15,2012-12-15T00:00:00Z,4.391e-05
2012-12-16,2012-12-16T00:00:00Z,4.342e-05
2012-12-17,2012-12-17T00:00:00Z,4.368e-05
2012-12-18,2012-12-18T00:00:00Z,4.494e-05
2012-12-19,2012-12-19T00:00:00Z,4.347e-05
2012-12-20,2012-12-20T00:00:00Z,4.346e-05
2012-12-21,2012-12-21T00:00:00Z,4.388e-05
2012-12-22,2012-12-22T00:00:00Z,4.356e-05
2012-12-23,2012-12-23T00:00:00Z,4.357e-05
2012-12-24,2012-12-24T00:00:00Z,4.353e-05
2012-12-25,2012-12-25T00:00:00Z,0.00014297
2012-12-26,2012-12-26T00:00:00Z,0.00014301
2012-12-27,2012-12-27T00:00:00Z,0.00014317
2012-12-28,2012-12-28T00:00:00Z,0.00014329
2012-12-29,2012-12-29T00:00:00Z,0.00014274
2012-12-30,2012-12-30T00:00:00Z,0.00014274
2012-12-31,2012-12-31T00:00:00Z,0.00014311
2013-01-01,2013-01-01T00:00:00Z,0.00014286
2013-01-02,2013-01-02T00:00:00Z,0.00014264
2013-01-03,2013-01-03T00:00:00Z,0.00014347
2013-01-04,2013-01-04T00:00:00Z,0.00014253
2013-01-05,2013-01-05T00:00:00Z,0.00014253
2013-01-06,2013-01-06T00:00:00Z,0.00014241
2013-01-07,2013-01-07T00:00:00Z,0.00014304
2013-01-08,2013-01-08T00:00:00Z,0.00014229
2013-01-09,2013-01-09T00:00:00Z,0.00014276
2013-01-10,2013-01-10T00:00:00Z,0.00014254
2013-01-11,2013-01-11T00:00:00Z,0.0001422
2013-01-12,2013-01-12T00:00:00Z,0.00014222
2013-01-13,2013-01-13T00:00:00Z,0.00014215
2013-01-14,2013-01-14T00:00:00Z,0.00014245
2013-01-15,2013-01-15T00:00:00Z,0.0001421
2013-01-16,2013-01-16T00:00:00Z,0.00014216
2013-01-17,2013-01-17T00:00:00Z,0.00014189
2013-01-18,2013-01-18T00:00:00Z,0.00014187
2013-01-19,2013-01-19T00:00:00Z,0.00014183
2013-01-20,2013-01-20T00:00:00Z,0.00014176
2013-01-21,2013-01-21T00:00:00Z,0.00014207
2013-01-22,2013-01-22T00:00:00Z,0.00014204
2013-01-23,2013-01-23T00:00:00Z,0.00014123
2013-01-24,2013-01-24T00:00:00Z,0.00014122
2013-01-25,2013-01-25T00:00:00Z,0.00014121
2013-01-26,2013-01-26T00:00:00Z,0.00014113
2013-01-27,2013-01-27T00:00:00Z,0.00014106
2013-01-28,2013-01-28T00:00:00Z,0.00014108
2013-01-29,2013-01-29T00:00:00Z,0.00014109
2013-01-30,2013-01-30T00:00:00Z,0.00014108
2013-01-31,2013-01-31T00:00:00Z,0.00014106
2013-02-01,2013-02-01T00:00:00Z,2.14e-06
2013-02-02,2013-02-02T00:00:00Z,2.32e-06
2013-02-03,2013-02-03T00:00:00Z,2.18e-06
2013-02-04,2013-02-04T00:00:00Z,2.19e-06
2013-02-05,2013-02-05T00:00:00Z,2.12e-06
2013-02-06,2013-02-06T00:00:00Z,2.13e-06
2013-02-07,2013-02-07T00:00:00Z,2.03e-06
2013-02-08,2013-02-08T00:00:00Z,2.12e-06
2013-02-09,2013-02-09T00:00:00Z,2.18e-06
2013-02-10,2013-02-10T00:00:00Z,2.14e-06
2013-02-11,2013-02-11T00:00:00Z,2.24e-06
2013-02-12,2013-02-12T00:00:00Z,2.2e-06
2013-02-13,2013-02-13T00:00:00Z,2.27e-06
2013-02-14,2013-02-14T00:00:00Z,2.17e-06
2013-02-15,2013-02-15T00:00:00Z,2.21e-06
2013-02-16,2013-02-16T00:00:00Z,2.94e-06
2013-02-17,2013-02-17T00:00:00Z,2.25e-06
2013-02-18,2013-02-18T00:00:00Z,2.31e-06
2013-02-19,2013-02-19T00:00:00Z,2.21e-06
2013-02-20,2013-02-20T00:00:00Z,2.26e-06
2013-02-21,2013-02-21T00:00:00Z,2.21e-06
2013-02-22,2013-02-22T00:00:00Z,2.18e-06
2013-02-23,2013-02-23T00:00:00Z,2.19e-06
2013-02-24,2013-02-24T00:00:00Z,1.91e-06
2013-02-25,2013-02-25T00:00:00Z,0.00525411
2013-02-26,2013-02-26T00:00:00Z,0.00525209
2013-02-27,2013-02-27T00:00:00Z,0.00524977
2013-02-28,2013-02-28T00:00:00Z,0.00524774
2013-03-01,2013-03-01T00:00:00Z,0.00524583
2013-03-02,2013-03-02T00:00:00Z,0.00524412
2013-03-03,2013-03-03T00:00:00Z,0.00524228
2013-03-04,2013-03-04T00:00:00Z,0.00523995
2013-03-05,2013-03-05T00:00:00Z,0.00523895
2013-03-06,2013-03-06T00:00:00Z,0.00523664
2013-03-07,2013-03-07T00:00:00Z,0.00523457
2013-03-08,2013-03-08T00:00:00Z,0.00523268
2013-03-09,2013-03-09T00:00:00Z,0.00523059
2013-03-10,2013-03-10T00:00:00Z,0.0052284
2013-03-11,2013-03-11T00:00:00Z,0.00522644
2013-03-12,2013-03-12T00:00:00Z,0.00522489
2013-03-13,2013-03-13T00:00:00Z,0.00522319
2013-03-14,2013-03-14T00:00:00Z,0.00522091
2013-03-15,2013-03-15T00:00:00Z,0.00521943
2013-03-16,2013-03-16T00:00:00Z,0.00521679
2013-03-17,2013-03-17T00:00:00Z,0.00521505
2013-03-18,2013-03-18T00:00:00Z,0.00521196
2013-03-19,2013-03-19T00:00:00Z,0.00521169
2013-03-20,2013-03-20T00:00:00Z,0.00521032
2013-03-21,2013-03-21T00:00:00Z,0.00520977
2013-03-22,2013-03-22T00:00:00Z,0.00521289
2013-03-23,2013-03-23T00:00:00Z,0.00520266
2013-03-24,2013-03-24T00:00:00Z,0.00519907
2013-03-25,2013-03-25T00:00:00Z,0.00519588
2013-03-26,2013-03-26T00:00:00Z,0.00519409
2013-03-27,2013-03-27T00:00:00Z,0.0051934
2013-03-28,2013-03-28T00:00:00Z,0.00519093
2013-03-29,2013-03-29T00:00:00Z,0.00518823
2013-03-30,2013-03-30T00:00:00Z,0.00518615
2013-03-31,2013-03-31T00:00:00Z,0.00518416
2013-04-01,2013-04-01T00:00:00Z,0.00518185
2013-04-02,2013-04-02T00:00:00Z,0.0051797
2013-04-03,2013-04-03T00:00:00Z,0.00518231
2013-04-04,2013-04-04T00:00:00Z,0.0051804
2013-04-05,2013-04-05T00:00:00Z,0.00517865
2013-04-06,2013-04-06T00:00:00Z,0.00517691
2013-04-07,2013-04-07T00:00:00Z,0.0051745
2013-04-08,2013-04-08T00:00:00Z,0.00517259
2013-04-09,2013-04-09T00:00:00Z,0.00517085
2013-04-10,2013-04-10T00:00:00Z,0.00516825
2013-04-11,2013-04-11T00:00:00Z,0.0051666
2013-04-12,2013-04-12T00:00:00Z,0.0051644
2013-04-13,2013-04-13T00:00:00Z,0.00516258
2013-04-14,2013-04-14T00:00:00Z,0.00516112
2013-04-15,2013-04-15T00:00:00Z,0.00515926
2013-04-16,2013-04-16T00:00:00Z,0.00515702
2013-04-17,2013-04-17T00:00:00Z,0.00515551
2013-04-18,2013-04-18T00:00:00Z,0.00515329
2013-04-19,2013-04-19T00:00:00Z,0.00515466
2013-04-20,2013-04-20T00:00:00Z,0.00515024
2013-04-21,2013-04-21T00:00:00Z,0.00514807
2013-04-22,2013-04-22T00:00:00Z,0.00514645
2013-04-23,2013-04-23T00:00:00Z,0.00514446
2013-04-24,2013-04-24T00:00:00Z,0.00514225
2013-04-25,2013-04-25T00:00:00Z,0.0051403
2013-04-26,2013-04-26T00:00:00Z,0.00513867
2013-04-27,2013-04-27T00:00:00Z,0.00513895
2013-04-28,2013-04-28T00:00:00Z,0.0051349
2013-04-29,2013-04-29T00:00:00Z,0.00513314
2013-04-30,2013-04-30T00:00:00Z,0.00513187
2013-05-01,2013-05-01T00:00:00Z,0.00512973
2013-05-02,2013-05-02T00:00:00Z,0.00512851
2013-05-03,2013-05-03T00:00:00Z,0.005127
2013-05-04,2013-05-04T00:00:00Z,0.00512493
2013-05-05,2013-05-05T00:00:00Z,0.00512295
2013-05-06,2013-05-06T00:00:00Z,0.00512102
2013-05-07,2013-05-07T00:00:00Z,0.00511924
2013-05-08,2013-05-08T00:00:00Z,0.00511804
2013-05-09,2013-05-09T00:00:00Z,0.0051164
2013-05-10,2013-05-10T00:00:00Z,0.00511355
2013-05-11,2013-05-11T00:00:00Z,0.00511277
2013-05-12,2013-05-12T00:00:00Z,0.00510984
2013-05-13,2013-05-13T00:00:00Z,0.00510834
2013-05-14,2013-05-14T00:00:00Z,0.00510658
2013-05-15,2013-05-15T00:00:00Z,0.0051053
2013-05-16,2013-05-16T00:00:00Z,0.00510552
2013-05-17,2013-05-17T00:00:00Z,0.00510137
2013-05-18,2013-05-18T00:00:00Z,0.00509938
2013-05-19,2013-05-19T00:00:00Z,0.00509798
2013-05-20,2013-05-20T00:00:00Z,0.00509624
2013-05-21,2013-05-21T00:00:00Z,0.00509402
2013-05-22,2013-05-22T00:00:00Z,0.00509292
2013-05-23,2013-05-23T00:00:00Z,0.00509052
2013-05-24,2013-05-24T00:00:00Z,0.0050893
2013-05-25,2013-05-25T00:00:00Z,0.00508787
2013-05-26,2013-05-26T00:00:00Z,0.00508563
2013-05-27,2013-05-27T00:00:00Z,0.00508353
2013-05-28,2013-05-28T00:00:00Z,0.00508243
2013-05-29,2013-05-29T00:00:00Z,0.00508007
2013-05-30,2013-05-30T00:00:00Z,0.0050782
2013-05-31,2013-05-31T00:00:00Z,0.00507583
2013-06-01,2013-06-01T00:00:00Z,0.00507392
2013-06-02,2013-06-02T00:00:00Z,0.00507221
2013-06-03,2013-06-03T00:00:00Z,0.0050697
2013-06-04,2013-06-04T00:00:00Z,0.00506649
2013-06-05,2013-06-05T00:00:00Z,0.00506466
2013-06-06,2013-06-06T00:00:00Z,0.00506224
2013-06-07,2013-06-07T00:00:00Z,0.00506048
2013-06-08,2013-06-08T00:00:00Z,0.00505892
2013-06-09,2013-06-09T00:00:00Z,0.00505678
2013-06-10,2013-06-10T00:00:00Z,0.00505509
2013-06-11,2013-06-11T00:00:00Z,0.00505342
2013-06-12,2013-06-12T00:00:00Z,0.00505099
2013-06-13,2013-06-13T00:00:00Z,0.00505936
2013-06-14,2013-06-14T00:00:00Z,0.0050473
2013-06-15,2013-06-15T00:00:00Z,0.00504516
2013-06-16,2013-06-16T00:00:00Z,0.0054857
2013-06-17,2013-06-17T00:00:00Z,0.00548823
2013-06-18,2013-06-18T00:00:00Z,0.00548281
2013-06-19,2013-06-19T00:00:00Z,0.0054804
2013-06-20,2013-06-20T00:00:00Z,0.0054794
2013-06-21,2013-06-21T00:00:00Z,0.00547663
2013-06-22,2013-06-22T00:00:00Z,0.00547427
2013-06-23,2013-06-23T00:00:00Z,0.00547204
2013-06-24,2013-06-24T00:00:00Z,0.00547017
2013-06-25,2013-06-25T00:00:00Z,0.00546897
2013-06-26,2013-06-26T00:00:00Z,0.00546656
2013-06-27,2013-06-27T00:00:00Z,0.0054646
2013-06-28,2013-06-28T00:00:00Z,0.00546225
2013-06-29,2013-06-29T00:00:00Z,0.00546088
2013-06-30,2013-06-30T00:00:00Z,0.00546267
2013-07-01,2013-07-01T00:00:00Z,0.00545744
2013-07-02,2013-07-02T00:00:00Z,0.00545448
2013-07-03,2013-07-03T00:00:00Z,0.00545334
2013-07-04,2013-07-04T00:00:00Z,0.00545072
2013-07-05,2013-07-05T00:00:00Z,0.00544983
2013-07-06,2013-07-06T00:00:00Z,0.00544587
2013-07-07,2013-07-07T00:00:00Z,0.00544423
2013-07-08,2013-07-08T00:00:00Z,0.00544217
2013-07-09,2013-07-09T00:00:00Z,0.00544028
2013-07-10,2013-07-10T00:00:00Z,0.00543701
2013-07-11,2013-07-11T00:00:00Z,0.00543518
2013-07-12,2013-07-12T00:00:00Z,0.00543369
2013-07-13,2013-07-13T00:00:00Z,0.00543199
2013-07-14,2013-07-14T00:00:00Z,0.00542985
2013-07-15,2013-07-15T00:00:00Z,0.00543168
2013-07-16,2013-07-16T00:00:00Z,0.00542951
2013-07-17,2013-07-17T00:00:00Z,0.00542664
2013-07-18,2013-07-18T00:00:00Z,0.0054252
2013-07-19,2013-07-19T00:00:00Z,0.00542012
2013-07-20,2013-07-20T00:00:00Z,0.00541858
2013-07-21,2013-07-21T00:00:00Z,0.00541489
2013-07-22,2013-07-22T00:00:00Z,0.00541287
2013-07-23,2013-07-23T00:00:00Z,0.00541184
2013-07-24,2013-07-24T00:00:00Z,0.0054097
2013-07-25,2013-07-25T00:00:00Z,0.00540741
2013-07-26,2013-07-26T00:00:00Z,0.00540717
2013-07-27,2013-07-27T00:00:00Z,0.00540423
2013-07-28,2013-07-28T00:00:00Z,0.00540324
2013-07-29,2013-07-29T00:00:00Z,0.00540033
2013-07-30,2013-07-30T00:00:00Z,0.00539901
2013-07-31,2013-07-31T00:00:00Z,0.00539621
2013-08-01,2013-08-01T00:00:00Z,0.00539716
2013-08-02,2013-08-02T00:00:00Z,0.00539433
2013-08-03,2013-08-03T00:00:00Z,0.00596586
2013-08-04,2013-08-04T00:00:00Z,0.00596461
2013-08-05,2013-08-05T00:00:00Z,0.00631714
2013-08-06,2013-08-06T00:00:00Z,0.00631392
2013-08-07,2013-08-07T00:00:00Z,0.00665904
2013-08-08,2013-08-08T00:00:00Z,0.00666221
2013-08-09,2013-08-09T00:00:00Z,0.00666132
2013-08-10,2013-08-10T00:00:00Z,0.00702759
2013-08-11,2013-08-11T00:00:00Z,0.00703655
2013-08-12,2013-08-12T00:00:00Z,0.00703414
2013-08-13,2013-08-13T00:00:00Z,0.00711835
2013-08-14,2013-08-14T00:00:00Z,0.00752599
2013-08-15,2013-08-15T00:00:00Z,0.00752459
2013-08-16,2013-08-16T00:00:00Z,0.00752247
2013-08-17,2013-08-17T00:00:00Z,0.00536114
2013-08-18,2013-08-18T00:00:00Z,0.00536483
2013-08-19,2013-08-19T00:00:00Z,0.00541751
2013-08-20,2013-08-20T00:00:00Z,0.00535488
2013-08-21,2013-08-21T00:00:00Z,0.00535593
2013-08-22,2013-08-22T00:00:00Z,0.00535058
2013-08-23,2013-08-23T00:00:00Z,0.00534816
2013-08-24,2013-08-24T00:00:00Z,0.00534649
2013-08-25,2013-08-25T00:00:00Z,0.00534606
2013-08-26,2013-08-26T00:00:00Z,0.00534346
2013-08-27,2013-08-27T00:00:00Z,0.00534406
2013-08-28,2013-08-28T00:00:00Z,0.00534419
2013-08-29,2013-08-29T00:00:00Z,0.00534543
2013-08-30,2013-08-30T00:00:00Z,0.00535006
2013-08-31,2013-08-31T00:00:00Z,0.00534874
2013-09-01,2013-09-01T00:00:00Z,0.00534586
2013-09-02,2013-09-02T00:00:00Z,0.0053438
2013-09-03,2013-09-03T00:00:00Z,0.00534145
2013-09-04,2013-09-04T00:00:00Z,0.00534013
2013-09-05,2013-09-05T00:00:00Z,0.0053425
2013-09-06,2013-09-06T00:00:00Z,0.00534726
2013-09-07,2013-09-07T00:00:00Z,0.00534591
2013-09-08,2013-09-08T00:00:00Z,0.00534482
2013-09-09,2013-09-09T00:00:00Z,0.00534326
2013-09-10,2013-09-10T00:00:00Z,0.00535876
2013-09-11,2013-09-11T00:00:00Z,0.00534799
2013-09-12,2013-09-12T00:00:00Z,0.00535389
2013-09-13,2013-09-13T00:00:00Z,0.00543101
2013-09-14,2013-09-14T00:00:00Z,0.00534261
2013-09-15,2013-09-15T00:00:00Z,0.00534076
2013-09-16,2013-09-16T00:00:00Z,0.0053393
2013-09-17,2013-09-17T00:00:00Z,0.00534056
2013-09-18,2013-09-18T00:00:00Z,0.00533827
2013-09-19,2013-09-19T00:00:00Z,0.00533943
2013-09-20,2013-09-20T00:00:00Z,0.00533565
2013-09-21,2013-09-21T00:00:00Z,0.00533284
2013-09-22,2013-09-22T00:00:00Z,0.00533324
2013-09-23,2013-09-23T00:00:00Z,0.00533268
2013-09-24,2013-09-24T00:00:00Z,0.0053302
2013-09-25,2013-09-25T00:00:00Z,0.00534009
2013-09-26,2013-09-26T00:00:00Z,0.00534537
2013-09-27,2013-09-27T00:00:00Z,0.00539275
2013-09-28,2013-09-28T00:00:00Z,0.00538776
2013-09-29,2013-09-29T00:00:00Z,0.00537894
2013-09-30,2013-09-30T00:00:00Z,0.00536531
2013-10-01,2013-10-01T00:00:00Z,0.00535964
2013-10-02,2013-10-02T00:00:00Z,0.00536447
2013-10-03,2013-10-03T00:00:00Z,0.00538526
2013-10-04,2013-10-04T00:00:00Z,0.00538712
2013-10-05,2013-10-05T00:00:00Z,0.00538935
2013-10-06,2013-10-06T00:00:00Z,0.0053848
2013-10-07,2013-10-07T00:00:00Z,0.00538713
2013-10-08,2013-10-08T00:00:00Z,0.00538078
2013-10-09,2013-10-09T00:00:00Z,0.0053789
2013-10-10,2013-10-10T00:00:00Z,0.00538741
2013-10-11,2013-10-11T00:00:00Z,0.0053874
2013-10-12,2013-10-12T00:00:00Z,0.00538699
2013-10-13,2013-10-13T00:00:00Z,0.00538838
2013-10-14,2013-10-14T00:00:00Z,0.00538839
2013-10-15,2013-10-15T00:00:00Z,0.005389
2013-10-16,2013-10-16T00:00:00Z,0.00538513
2013-10-17,2013-10-17T00:00:00Z,0.00538212
2013-10-18,2013-10-18T00:00:00Z,0.00539003
2013-10-19,2013-10-19T00:00:00Z,0.00540147
2013-10-20,2013-10-20T00:00:00Z,0.00540292
2013-10-21,2013-10-21T00:00:00Z,0.00553103
2013-10-22,2013-10-22T00:00:00Z,0.00548393
2013-10-23,2013-10-23T00:00:00Z,0.00542566
2013-10-24,2013-10-24T00:00:00Z,0.00545544
2013-10-25,2013-10-25T00:00:00Z,0.00546613
2013-10-26,2013-10-26T00:00:00Z,0.00546249
2013-10-27,2013-10-27T00:00:00Z,0.00546293
2013-10-28,2013-10-28T00:00:00Z,0.00543462
2013-10-29,2013-10-29T00:00:00Z,0.00543386
2013-10-30,2013-10-30T00:00:00Z,0.00543785
2013-10-31,2013-10-31T00:00:00Z,0.00552971
2013-11-01,2013-11-01T00:00:00Z,0.00554393
2013-11-02,2013-11-02T00:00:00Z,0.00554914
2013-11-03,2013-11-03T00:00:00Z,0.00555751
2013-11-04,2013-11-04T00:00:00Z,0.00557537
2013-11-05,2013-11-05T00:00:00Z,0.00554474
2013-11-06,2013-11-06T00:00:00Z,0.00562459
2013-11-07,2013-11-07T00:00:00Z,0.00557113
2013-11-08,2013-11-08T00:00:00Z,0.00558408
2013-11-09,2013-11-09T00:00:00Z,0.00552713
2013-11-10,2013-11-10T00:00:00Z,0.00558774
2013-11-11,2013-11-11T00:00:00Z,0.00559609
2013-11-12,2013-11-12T00:00:00Z,0.00550654
2013-11-13,2013-11-13T00:00:00Z,0.00575581
2013-11-14,2013-11-14T00:00:00Z,0.00551813
2013-11-15,2013-11-15T00:00:00Z,0.00551038
2013-11-16,2013-11-16T00:00:00Z,0.0055525
2013-11-17,2013-11-17T00:00:00Z,0.00555927
2013-11-18,2013-11-18T00:00:00Z,0.00558104
2013-11-19,2013-11-19T00:00:00Z,0.00551087
2013-11-20,2013-11-20T00:00:00Z,0.00555605
2013-11-21,2013-11-21T00:00:00Z,0.00550176
2013-11-22,2013-11-22T00:00:00Z,0.00555945
2013-11-23,2013-11-23T00:00:00Z,0.00711209
2013-11-24,2013-11-24T00:00:00Z,0.00711379
2013-11-25,2013-11-25T00:00:00Z,0.00711853
2013-11-26,2013-11-26T00:00:00Z,0.01167637
2013-11-27,2013-11-27T00:00:00Z,0.01173949
2013-11-28,2013-11-28T00:00:00Z,0.0116651
2013-11-29,2013-11-29T00:00:00Z,0.01171586
2013-11-30,2013-11-30T00:00:00Z,0.01168262
2013-12-01,2013-12-01T00:00:00Z,0.01174527
2013-12-02,2013-12-02T00:00:00Z,0.01171897
2013-12-03,2013-12-03T00:00:00Z,0.0117002
2013-12-04,2013-12-04T00:00:00Z,0.01169968
2013-12-05,2013-12-05T00:00:00Z,0.01168674
2013-12-06,2013-12-06T00:00:00Z,0.01181138
2013-12-07,2013-12-07T00:00:00Z,0.01178709
2013-12-08,2013-12-08T00:00:00Z,0.01232228
2013-12-09,2013-12-09T00:00:00Z,0.012311
2013-12-10,2013-12-10T00:00:00Z,0.01231269
2013-12-11,2013-12-11T00:00:00Z,0.01234572
2013-12-12,2013-12-12T00:00:00Z,0.01235275
2013-12-13,2013-12-13T00:00:00Z,0.01260993
2013-12-14,2013-12-14T00:00:00Z,0.01262369
2013-12-15,2013-12-15T00:00:00Z,0.01259344
2013-12-16,2013-12-16T00:00:00Z,0.01257981
2013-12-17,2013-12-17T00:00:00Z,0.01262116
2013-12-18,2013-12-18T00:00:00Z,0.0126948
2013-12-19,2013-12-19T00:00:00Z,0.01270308
2013-12-20,2013-12-20T00:00:00Z,0.01262645
2013-12-21,2013-12-21T00:00:00Z,0.01276593
2013-12-22,2013-12-22T00:00:00Z,0.01279755
2013-12-23,2013-12-23T00:00:00Z,0.01281038
2013-12-24,2013-12-24T00:00:00Z,0.01282011
2013-12-25,2013-12-25T00:00:00Z,0.01297993
2013-12-26,2013-12-26T00:00:00Z,0.01298342
2013-12-27,2013-12-27T00:00:00Z,0.01297698
2013-12-28,2013-12-28T00:00:00Z,0.01294235
2013-12-29,2013-12-29T00:00:00Z,0.01291023
2013-12-30,2013-12-30T00:00:00Z,0.01323476
2013-12-31,2013-12-31T00:00:00Z,0.01318288
2014-01-01,2014-01-01T00:00:00Z,0.01319403
2014-01-02,2014-01-02T00:00:00Z,0.01320074
2014-01-03,2014-01-03T00:00:00Z,0.0132057
2014-01-04,2014-01-04T00:00:00Z,0.01319622
2014-01-05,2014-01-05T00:00:00Z,0.01324063
2014-01-06,2014-01-06T00:00:00Z,0.01338503
2014-01-07,2014-01-07T00:00:00Z,0.01343605
2014-01-08,2014-01-08T00:00:00Z,0.01342865
2014-01-09,2014-01-09T00:00:00Z,0.01344037
2014-01-10,2014-01-10T00:00:00Z,0.01341538
2014-01-11,2014-01-11T00:00:00Z,0.01346308
2014-01-12,2014-01-12T00:00:00Z,0.01351755
2014-01-13,2014-01-13T00:00:00Z,0.01352392
2014-01-14,2014-01-14T00:00:00Z,0.01352559
2014-01-15,2014-01-15T00:00:00Z,0.01352487
2014-01-16,2014-01-16T00:00:00Z,0.01353465
2014-01-17,2014-01-17T00:00:00Z,0.01365256
2014-01-18,2014-01-18T00:00:00Z,0.0136997
2014-01-19,2014-01-19T00:00:00Z,0.01379476
2014-01-20,2014-01-20T00:00:00Z,0.0138031
2014-01-21,2014-01-21T00:00:00Z,0.01377083
2014-01-22,2014-01-22T00:00:00Z,0.01379482
2014-01-23,2014-01-23T00:00:00Z,0.013797
2014-01-24,2014-01-24T00:00:00Z,0.01379669
2014-01-25,2014-01-25T00:00:00Z,0.01376258
2014-01-26,2014-01-26T00:00:00Z,0.01373946
2014-01-27,2014-01-27T00:00:00Z,0.01400241
2014-01-28,2014-01-28T00:00:00Z,0.01401301
2014-01-29,2014-01-29T00:00:00Z,0.01408761
2014-01-30,2014-01-30T00:00:00Z,0.01416934
2014-01-31,2014-01-31T00:00:00Z,0.01419359
2014-02-01,2014-02-01T00:00:00Z,0.01423132
2014-02-02,2014-02-02T00:00:00Z,0.01425675
2014-02-03,2014-02-03T00:00:00Z,0.01425591
2014-02-04,2014-02-04T00:00:00Z,0.01427121
2014-02-05,2014-02-05T00:00:00Z,0.01427004
2014-02-06,2014-02-06T00:00:00Z,0.01426198
2014-02-07,2014-02-07T00:00:00Z,0.01452418
2014-02-08,2014-02-08T00:00:00Z,0.01450953
2014-02-09,2014-02-09T00:00:00Z,0.01447613
2014-02-10,2014-02-10T00:00:00Z,0.01454241
2014-02-11,2014-02-11T00:00:00Z,0.01468636
2014-02-12,2014-02-12T00:00:00Z,0.01473421
2014-02-13,2014-02-13T00:00:00Z,0.01476988
2014-02-14,2014-02-14T00:00:00Z,0.01476103
2014-02-15,2014-02-15T00:00:00Z,0.01476201
2014-02-16,2014-02-16T00:00:00Z,0.0150319
2014-02-17,2014-02-17T00:00:00Z,0.01527819
2014-02-18,2014-02-18T00:00:00Z,0.01530249
2014-02-19,2014-02-19T00:00:00Z,0.01532034
2014-02-20,2014-02-20T00:00:00Z,0.01536937
