date,Tokens Transferred (Total)
2009-09-23,0.0
2009-09-24,0.0
2009-09-25,1300.000006
2009-09-26,0.0
2009-09-27,800.0
2009-09-28,0.0
2009-09-29,2149.999876
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,500.0
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,899.999993
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-10,0.0
2009-10-11,0.0
2009-10-12,5049.9999495
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,9700.000679
2009-10-17,0.0
2009-10-18,349.999993
2009-10-19,0.0
2009-10-20,5049.88232271
2009-10-21,899.759937
2009-10-22,11949.999761
2009-10-23,0.0
2009-10-24,12249.999755
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,12999.99922
2009-10-28,0.0
2009-10-29,2049.999783
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,15500.00217
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,90000.0
2009-11-12,0.0
2009-11-13,600.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,44349.9999805
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,10049.992764
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,900.000072
2009-12-06,140.0
2009-12-07,0.0
2009-12-08,1500.0
2009-12-09,2355.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-12,5200.000556
2009-12-13,0.0
2009-12-14,32545.69217471
2009-12-15,5458.9999455
2009-12-16,850.0000085
2009-12-17,299.5
2009-12-18,0.0
2009-12-19,50.0
2009-12-20,0.0
2009-12-21,50.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,50.0
2009-12-26,0.0
2009-12-27,250.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,100.0
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,20804.35392283
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,10799.8775345
2010-01-13,58.0
2010-01-14,405.0
2010-01-15,200.73999999
2010-01-16,251.00000251
2010-01-17,0.0
2010-01-18,50.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,688.29
2010-01-22,250.0
2010-01-23,51.0
2010-01-24,50.0
2010-01-25,3299.999986
2010-01-26,872.99997604
2010-01-27,1000.0
2010-01-28,1050.000019
2010-01-29,950.000006
2010-01-30,1700.0
2010-01-31,1100.000034
2010-02-01,2599.9999985
2010-02-02,1050.0000525
2010-02-03,300.0
2010-02-04,2049.99
2010-02-05,12248.9980945
2010-02-06,2100.0
2010-02-07,499.0
2010-02-08,6702.998786
2010-02-09,20899.98582
2010-02-10,30300.0
2010-02-11,3699.999578
2010-02-12,7649.999728
2010-02-13,6199.0000525
2010-02-14,19624.509664
2010-02-15,4549.9801545
2010-02-16,763.3699955
2010-02-17,58722.49994736
2010-02-18,2899.0001399
2010-02-19,100.01
2010-02-20,649.999976
2010-02-21,6266.82873463
2010-02-22,14300.0000905
2010-02-23,50.0
2010-02-24,5299.9993605
2010-02-25,10599.99895
2010-02-26,10949.00001398
2010-02-27,451.0
2010-02-28,5298.99781642
2010-03-01,1600.000006
2010-03-02,1999.999987
2010-03-03,10200.0
2010-03-04,19350.007606
2010-03-05,150.0
2010-03-06,23747.39139453
2010-03-07,7499.9997125
2010-03-08,9045.178694
2010-03-09,4050.0
2010-03-10,2599.99000151
2010-03-11,3200.000083
2010-03-12,350.0
2010-03-13,1800.000144
2010-03-14,1549.999993
2010-03-15,152.0
2010-03-16,1200.99999899
2010-03-17,1250.0
2010-03-18,3949.9991375
2010-03-19,6345.999634
2010-03-20,4950.0000135
2010-03-21,452.0
2010-03-22,2449.999997
2010-03-23,3986.9299915
2010-03-24,1799.9999892
2010-03-25,24100.994862
2010-03-26,4000.0001585
2010-03-27,2600.00003752
2010-03-28,2149.999994
2010-03-29,3449.99999
2010-03-30,549.9999985
2010-03-31,1474.19999476
2010-04-01,1399.999986
2010-04-02,999.9999945
2010-04-03,1723.47999327
2010-04-04,3450.0002245
2010-04-05,10637.18969963
2010-04-06,5141.000099
2010-04-07,5503.14000204
2010-04-08,3088.74000189
2010-04-09,29557.96005198
2010-04-10,14909.03900601
2010-04-11,16183.15986998
2010-04-12,28085.7600105
2010-04-13,2360.000009
2010-04-14,6448.88998112
2010-04-15,113325.31675764
2010-04-16,12912.68016197
2010-04-17,4242.88000552
2010-04-18,37121.01000742
2010-04-19,24421.8699884
2010-04-20,14535.0006185
2010-04-21,8028.81138349
2010-04-22,21542.85001055
2010-04-23,3954.02999967
2010-04-24,12133.05802908
2010-04-25,15945.80007
2010-04-26,12145.49004943
2010-04-27,8433.939971
2010-04-28,8422.5401655
2010-04-29,5575.3599955
2010-04-30,61420.3197685
2010-05-01,5198.6000045
2010-05-02,2299.0
2010-05-03,8050.9997055
2010-05-04,18850.11940439
2010-05-05,19009.6620173
2010-05-06,15901.0098145
2010-05-07,33844.000018
2010-05-08,17480.26571096
2010-05-09,9878.39998726
2010-05-10,8863.78006527
2010-05-11,2050.150003
2010-05-12,21670.10996368
2010-05-13,10907.77998297
2010-05-14,15710.9409529
2010-05-15,3226.640085
2010-05-16,2438.640033
2010-05-17,10726.47979541
2010-05-18,9420.9000365
2010-05-19,15304.61010517
2010-05-20,3834.9699955
2010-05-21,39825.959969
2010-05-22,44677.53037034
2010-05-23,22038.3601035
2010-05-24,6256.00009203
2010-05-25,7550.00004
2010-05-26,16840.97007273
2010-05-27,14611.510085
2010-05-28,29407.1099805
2010-05-29,44250.99994721
2010-05-30,5462.3001055
2010-05-31,6861.000075
2010-06-01,7143.98022735
2010-06-02,7607.2799965
2010-06-03,9674.099988
2010-06-04,32427.34982041
2010-06-05,6300.0000415
2010-06-06,8603.3099305
2010-06-07,27199.80028652
2010-06-08,9401.000096
2010-06-09,72291.5698055
2010-06-10,31665.62999701
2010-06-11,10328.7801555
2010-06-12,14131.1
2010-06-13,14232.00005815
2010-06-14,43291.0209935
2010-06-15,35823.00000715
2010-06-16,28699.079866
2010-06-17,21788.45000154
2010-06-18,11586.67999744
2010-06-19,58372.79164474
2010-06-20,27068.0100175
2010-06-21,38008.08999665
2010-06-22,31198.64015088
2010-06-23,39540.0000507
2010-06-24,32396.37004403
2010-06-25,19317.9999985
2010-06-26,58769.73997232
2010-06-27,12567.99995196
2010-06-28,45185.05000601
2010-06-29,40807.592383
2010-06-30,55180.95030734
2010-07-01,26885.88999592
2010-07-02,106204.73036335
2010-07-03,36449.999977
2010-07-04,18609.50286136
2010-07-05,53097.01002715
2010-07-06,19335.499817
2010-07-07,49130.31103277
2010-07-08,16872.94000221
2010-07-09,11622.00005554
2010-07-10,20502.74053363
2010-07-11,47231.99007605
2010-07-12,2600869.96999496
2010-07-13,302368.31990486
2010-07-14,321455.85111086
2010-07-15,85848.91994641
2010-07-16,60894.04001021
2010-07-17,24097.8810063
2010-07-18,36070.08926082
2010-07-19,47149.75005402
2010-07-20,29902.34001451
2010-07-21,27654.53998704
2010-07-22,39631.62008748
2010-07-23,20614.7900211
2010-07-24,43741.96077747
2010-07-25,47065.43026019
2010-07-26,86951.86602415
2010-07-27,31899.19934904
2010-07-28,67560.53048216
2010-07-29,19061.22994881
2010-07-30,20161.82028373
2010-07-31,15433.48996775
2010-08-01,270100.21953116
2010-08-02,63563.37029668
2010-08-03,40483.60113632
2010-08-04,33636.4504131
2010-08-05,40802.01044046
2010-08-06,18582.01012831
2010-08-07,25272.92062217
2010-08-08,10335.0503741
2010-08-09,77363.21996744
2010-08-10,33871.85003412
2010-08-11,54887.40998425
2010-08-12,15702.8299933
2010-08-13,35062.58997983
2010-08-14,16201.73999852
2010-08-15,16916.57984939
2010-08-16,69174.87989897
2010-08-17,49995.98999848
2010-08-18,37388.50059149
2010-08-19,20402.10010811
2010-08-20,29578.41003312
2010-08-21,38678.30986603
2010-08-22,20418.19010431
2010-08-23,17776.11060814
2010-08-24,21093.90999949
2010-08-25,15911.09984289
2010-08-26,14247.79014189
2010-08-27,28697.30018773
2010-08-28,16629.51984217
2010-08-29,8604.58999697
2010-08-30,13838.90998577
2010-08-31,40152.98001939
2010-09-01,28757.59028175
2010-09-02,34736.70024606
2010-09-03,29856.34004148
2010-09-04,30026.36
2010-09-05,137209.70975701
2010-09-06,75602.13997478
2010-09-07,18241.25992967
2010-09-08,17647.809991
2010-09-09,34167.74994021
2010-09-10,14173.33037696
2010-09-11,10218.41009421
2010-09-12,18567.37708343
2010-09-13,117177.93035266
2010-09-14,30294.07425629
2010-09-15,39913.55046716
2010-09-16,34583.51040725
2010-09-17,75298.1299985
2010-09-18,43622.58010527
2010-09-19,51131.25822623
2010-09-20,41553.09994058
2010-09-21,27711.66000447
2010-09-22,44685.49003797
2010-09-23,126597.79062532
2010-09-24,19343.86006491
2010-09-25,29948.10059689
2010-09-26,22484.51068636
2010-09-27,33372.99355686
2010-09-28,81676.73968736
2010-09-29,94021.76048303
2010-09-30,41615.0300539
2010-10-01,58283.38801052
2010-10-02,363886.84846055
2010-10-03,75755.03751962
2010-10-04,556012.89062883
2010-10-05,193721.78014427
2010-10-06,121501.46062934
2010-10-07,127369.09023632
2010-10-08,153154.6275239
2010-10-09,185663.91023521
2010-10-10,118448.12994293
2010-10-11,54858.71001277
2010-10-12,78073.95004352
2010-10-13,114251.7799166
2010-10-14,177909.54972108
2010-10-15,146466.49048624
2010-10-16,198190.89009041
2010-10-17,108491.73996962
2010-10-18,217546.17049463
2010-10-19,265633.49973949
2010-10-20,199661.77072416
2010-10-21,186303.9883987
2010-10-22,129428.13019623
2010-10-23,43145.32998819
2010-10-24,104794.38998033
2010-10-25,149994.65003622
2010-10-26,181342.71019584
2010-10-27,201860.17046935
2010-10-28,187623.5409791
2010-10-29,86075.29013238
2010-10-30,58491.03985196
2010-10-31,64906.12997377
2010-11-01,42257.24984006
2010-11-02,62526.08984614
2010-11-03,56979.98000073
2010-11-04,156797.78118365
2010-11-05,42009.82978586
2010-11-06,126535.36002976
2010-11-07,89753.72985242
2010-11-08,499442.58979622
2010-11-09,51767.21988437
2010-11-10,58545.55996156
2010-11-11,41618.51004297
2010-11-12,33689.799997
2010-11-13,38105.95996671
2010-11-14,35414.87958459
2010-11-15,261987.71015286
2010-11-16,378031.26001101
2010-11-17,62082.51991889
2010-11-18,59498.4611045
2010-11-19,54398.82017262
2010-11-20,159100.25999356
2010-11-21,126036.00000551
2010-11-22,31403.34998685
2010-11-23,42632.12996126
2010-11-24,38609.08030935
2010-11-25,50602.18997274
2010-11-26,89106.19991875
2010-11-27,24279.86029416
2010-11-28,24283.60001794
2010-11-29,34689.87970698
2010-11-30,59750.89996679
2010-12-01,55044.66883383
2010-12-02,61254.45007711
2010-12-03,27582.74810605
2010-12-04,65206.77223114
2010-12-05,21426.79009674
2010-12-06,96030.04613047
2010-12-07,86851.2938402
2010-12-08,29647.31564615
2010-12-09,42492.58767853
2010-12-10,26642.31002531
2010-12-11,79772.04708027
2010-12-12,47791.07661781
2010-12-13,178698.57184989
2010-12-14,116316.34172624
2010-12-15,112978.51486646
2010-12-16,84740.5035946
2010-12-17,63088.90119356
2010-12-18,83180.61673997
2010-12-19,98020.98786426
2010-12-20,83129.75020779
2010-12-21,101604.82942207
2010-12-22,82723.30337032
2010-12-23,62909.64999428
2010-12-24,60406.30752639
2010-12-25,112597.10777262
2010-12-26,70039.93565725
2010-12-27,91519.17169693
2010-12-28,56620.79396804
2010-12-29,110848.58262608
2010-12-30,64600.61298011
2010-12-31,59416.47342097
2011-01-01,55246.12922674
2011-01-02,46563.98250327
2011-01-03,67604.52453812
2011-01-04,40189.41684055
2011-01-05,49426.42556517
2011-01-06,31984.41167938
2011-01-07,56548.23685219
2011-01-08,58976.98927954
2011-01-09,38283.1950261
2011-01-10,82149.67867252
2011-01-11,104312.82766181
2011-01-12,59178.74197877
2011-01-13,119971.13283223
2011-01-14,85264.97501953
2011-01-15,57051.40260645
2011-01-16,64830.11618494
2011-01-17,58357.3348962
2011-01-18,104882.73024084
2011-01-19,59805.26386911
2011-01-20,52152.84683574
2011-01-21,60976.78549449
2011-01-22,69676.62555956
2011-01-23,80119.42345709
2011-01-24,68782.76787705
2011-01-25,54614.47303857
2011-01-26,65679.75812107
2011-01-27,1035207.8633576
2011-01-28,46040.25999928
2011-01-29,67616.96197479
2011-01-30,390395.35866797
2011-01-31,189257.57837033
2011-02-01,121206.33290473
2011-02-02,113821.31109415
2011-02-03,65734.07806244
2011-02-04,53150.19465295
2011-02-05,69620.55310799
2011-02-06,77822.50152121
2011-02-07,154768.19627598
2011-02-08,66678.98459152
2011-02-09,128187.15512219
2011-02-10,217294.81243001
2011-02-11,251910.76954906
2011-02-12,131710.40631596
2011-02-13,104222.5584968
2011-02-14,130176.33962402
2011-02-15,91802.3639464
2011-02-16,61441.48015866
2011-02-17,93634.85512112
2011-02-18,118434.02385166
2011-02-19,177445.9901469
2011-02-20,215804.05009671
2011-02-21,229290.2799999
2011-02-22,347399.32554605
2011-02-23,359550.01783574
2011-02-24,219159.53770819
2011-02-25,175647.17920431
2011-02-26,164986.88015873
2011-02-27,189734.52857589
2011-02-28,124883.50786143
2011-03-01,1033303.44068562
2011-03-02,2435914.86059248
2011-03-03,228703.55865061
2011-03-04,302497.49645322
2011-03-05,128206.74776882
2011-03-06,182999.27546013
2011-03-07,207198.88676386
2011-03-08,186182.35937819
2011-03-09,244553.80290413
2011-03-10,338607.40639054
2011-03-11,247652.81036357
2011-03-12,156502.27668739
2011-03-13,205164.42658625
2011-03-14,207650.16386986
2011-03-15,121520.49665103
2011-03-16,153749.71692638
2011-03-17,160524.45687449
2011-03-18,170714.05302408
2011-03-19,119167.96777974
2011-03-20,138935.09957988
2011-03-21,151465.79717977
2011-03-22,204700.7993011
2011-03-23,254555.78347329
2011-03-24,251792.16787327
2011-03-25,285196.99061221
2011-03-26,319233.11931144
2011-03-27,145166.61212862
2011-03-28,135504.20244003
2011-03-29,110100.87133358
2011-03-30,122180.52535819
2011-03-31,137207.22304326
2011-04-01,78560.50830156
2011-04-02,95015.47475281
2011-04-03,81407.91813838
2011-04-04,143985.2535594
2011-04-05,119918.83503349
2011-04-06,86018.19829428
2011-04-07,110622.65514745
2011-04-08,127961.74606663
2011-04-09,141597.08011271
2011-04-10,85007.95868954
2011-04-11,86962.65244751
2011-04-12,138332.58660709
2011-04-13,177989.24410918
2011-04-14,145831.98058679
2011-04-15,101085.96947915
2011-04-16,343724.02124119
2011-04-17,1300286.84117766
2011-04-18,128379.04723971
2011-04-19,2648906.51951877
2011-04-20,4786862.39696453
2011-04-21,431725.75167741
2011-04-22,157748.24416735
2011-04-23,166075.33622722
2011-04-24,101632.82228409
2011-04-25,97930.1610576
2011-04-26,178235.88790995
2011-04-27,247559.12827714
2011-04-28,148765.00429406
2011-04-29,776624.11056999
2011-04-30,404253.72220079
2011-05-01,162352.68498689
2011-05-02,119536.31630213
2011-05-03,187949.11771731
2011-05-04,279838.66633622
2011-05-05,158893.60850208
2011-05-06,280839.97316543
2011-05-07,222016.1173839
2011-05-08,529929.73657071
2011-05-09,152663.61812467
2011-05-10,567645.96921475
2011-05-11,176240.74056812
2011-05-12,207895.34695674
2011-05-13,452779.33224832
2011-05-14,1787347.18855874
2011-05-15,311659.05982778
2011-05-16,278150.4857649
2011-05-17,213841.36102178
2011-05-18,180999.79498056
2011-05-19,181570.08116987
2011-05-20,345391.42144062
2011-05-21,653953.83207778
2011-05-22,878663.92759934
2011-05-23,458245.04808133
2011-05-24,354374.08295359
2011-05-25,381745.25591259
2011-05-26,412905.1404605
2011-05-27,536287.86040484
2011-05-28,224958.37175226
2011-05-29,265981.89876607
2011-05-30,269195.02950823
2011-05-31,280089.04327364
2011-06-01,271580.79021942
2011-06-02,353823.80959794
2011-06-03,612121.26673747
2011-06-04,476208.48638687
2011-06-05,553575.87210108
2011-06-06,827431.68904705
2011-06-07,525804.44321118
2011-06-08,787621.81137282
2011-06-09,771434.51411675
2011-06-10,921650.62335012
2011-06-11,1475353.89902951
2011-06-12,1828463.95794074
2011-06-13,1267621.56325009
2011-06-14,1536589.87861514
2011-06-15,4228698.18479999
2011-06-16,8761518.68187915
2011-06-17,1567102.72838859
2011-06-18,1257369.99644845
2011-06-19,4562745.55138329
2011-06-20,1332036.11057396
2011-06-21,3311005.72820758
2011-06-22,1322096.93554332
2011-06-23,1622874.80358616
2011-06-24,4774853.1248019
2011-06-25,10717989.37696289
2011-06-26,4044161.74986788
2011-06-27,1869529.90877759
2011-06-28,6863645.4489526
2011-06-29,2776633.32266633
2011-06-30,1496817.72818683
2011-07-01,1109147.9219989
2011-07-02,866513.59314644
2011-07-03,570269.62518118
2011-07-04,1354858.31082853
2011-07-05,407620.26538991
2011-07-06,568844.7147129
2011-07-07,465685.15693077
2011-07-08,304765.09667609
2011-07-09,2075762.75058118
2011-07-10,2425366.55090395
2011-07-11,1006544.21279483
2011-07-12,1067415.26409898
2011-07-13,1426368.5735705
2011-07-14,1924202.22726712
2011-07-15,596855.42708435
2011-07-16,1248043.35219532
2011-07-17,562572.18040138
2011-07-18,3301546.72233871
2011-07-19,2734533.67821705
2011-07-20,543229.89218437
2011-07-21,1332710.0380902
2011-07-22,1551505.16723852
2011-07-23,604020.35358353
2011-07-24,541574.09480183
2011-07-25,1433753.58871148
2011-07-26,1179691.08627766
2011-07-27,1268012.78916297
2011-07-28,3392547.35085866
2011-07-29,689542.75239501
2011-07-30,324613.26337576
2011-07-31,594278.01909726
2011-08-01,540818.10000362
2011-08-02,397532.64739976
2011-08-03,407991.68214065
2011-08-04,318796.95611595
2011-08-05,493904.05631868
2011-08-06,379368.10200397
2011-08-07,364466.70937406
2011-08-08,1037826.76215933
2011-08-09,2480723.75587198
2011-08-10,1140512.95557451
2011-08-11,484312.6130366
2011-08-12,338606.33476674
2011-08-13,304075.99653779
2011-08-14,448481.46882798
2011-08-15,333526.15744391
2011-08-16,360967.94250926
2011-08-17,323056.92249394
2011-08-18,400282.68309875
2011-08-19,556113.56999408
2011-08-20,224621.74859084
2011-08-21,242898.26811276
2011-08-22,273240.91139353
2011-08-23,439721.4266106
2011-08-24,559692.51348174
2011-08-25,373624.58671026
2011-08-26,277656.65642392
2011-08-27,2705495.26081568
2011-08-28,183434.79512629
2011-08-29,237184.5883167
2011-08-30,236886.90373787
2011-08-31,264162.11930983
2011-09-01,328817.93167777
2011-09-02,253334.69153712
2011-09-03,224359.67162157
2011-09-04,1738598.41333014
2011-09-05,2265746.53309414
2011-09-06,3148008.04086951
2011-09-07,629371.35622214
2011-09-08,388420.54839668
2011-09-09,400468.77542584
2011-09-10,265163.25337701
2011-09-11,1013604.4541646
2011-09-12,620827.15520382
2011-09-13,351443.61206214
2011-09-14,295319.0234519
2011-09-15,291426.13063558
2011-09-16,668656.86098747
2011-09-17,347498.9457225
2011-09-18,290984.68399517
2011-09-19,328405.33457565
2011-09-20,346525.55992953
2011-09-21,388655.0425221
2011-09-22,303678.82714678
2011-09-23,338485.87944556
2011-09-24,225639.61924585
2011-09-25,289329.72230582
2011-09-26,278484.6116443
2011-09-27,423477.0496571
2011-09-28,350389.17889743
2011-09-29,327534.49059232
2011-09-30,286334.21167783
2011-10-01,411986.93397381
2011-10-02,316196.90859756
2011-10-03,401415.92009416
2011-10-04,413768.99631211
2011-10-05,400303.18213704
2011-10-06,528948.96033744
2011-10-07,376074.5853813
2011-10-08,277512.40390091
2011-10-09,297722.61202204
2011-10-10,311046.09162075
2011-10-11,328411.89562935
2011-10-12,315810.74282575
2011-10-13,299926.07072013
2011-10-14,270400.76008291
2011-10-15,376342.90215259
2011-10-16,255367.32725726
2011-10-17,480150.81664998
2011-10-18,337805.54772807
2011-10-19,301847.95110782
2011-10-20,292726.89639299
2011-10-21,561664.10041366
2011-10-22,561644.4771523
2011-10-23,565577.9624635
2011-10-24,363603.84509315
2011-10-25,375034.74229004
2011-10-26,423997.49224332
2011-10-27,503366.12557634
2011-10-28,448029.89569281
2011-10-29,433918.97696189
2011-10-30,207092.78055162
2011-10-31,382892.42330727
2011-11-01,532337.81867757
2011-11-02,401310.28712272
2011-11-03,349337.85731113
2011-11-04,393142.82473022
2011-11-05,284681.04883134
2011-11-06,222466.89460549
2011-11-07,262680.29943961
2011-11-08,1113172.47431624
2011-11-09,971426.57611738
2011-11-10,354590.37565734
2011-11-11,299460.10756618
2011-11-12,259963.99111893
2011-11-13,242828.48109728
2011-11-14,349877.22892309
2011-11-15,352176.93240131
2011-11-16,2025575.78965661
2011-11-17,3273903.36588075
2011-11-18,5066731.67476249
2011-11-19,4120556.46867875
2011-11-20,1533284.70290041
2011-11-21,1689923.21170517
2011-11-22,3587803.50478551
2011-11-23,1563136.88012124
2011-11-24,1511424.78796278
2011-11-25,1081774.81334754
2011-11-26,1597286.10768189
2011-11-27,1794908.23391211
2011-11-28,4007481.08792158
2011-11-29,3939599.91322082
2011-11-30,6579298.32686756
2011-12-01,2115235.45543093
2011-12-02,5484430.46091147
2011-12-03,3494640.42947609
2011-12-04,2943281.7898716
2011-12-05,2960313.93177982
2011-12-06,6895306.48740333
2011-12-07,5603346.42122097
2011-12-08,4584547.96332452
2011-12-09,2007324.79250383
2011-12-10,1121967.93076813
